,date,The Rolling Stones,Pink,U2,Bruno Mars,Alphabet
0,2015-01-04,2,4,4,11,13
1,2015-01-11,2,1,2,22,14
2,2015-01-18,3,3,3,18,16
3,2015-01-25,3,3,4,16,14
4,2015-02-01,5,4,5,19,16
5,2015-02-08,3,3,3,16,14
6,2015-02-15,4,2,5,14,13
7,2015-02-22,3,2,3,12,14
8,2015-03-01,2,2,3,9,13
9,2015-03-08,4,3,4,11,15
10,2015-03-15,6,3,6,9,14
11,2015-03-22,6,7,3,10,13
12,2015-03-29,19,3,5,8,10
13,2015-04-05,16,1,3,9,12
14,2015-04-12,14,6,6,8,14
15,2015-04-19,7,1,2,7,14
16,2015-04-26,9,3,3,7,10
17,2015-05-03,7,0,5,5,15
18,2015-05-10,8,3,6,5,12
19,2015-05-17,7,2,4,6,12
20,2015-05-24,9,4,10,6,11
21,2015-05-31,10,5,5,7,12
22,2015-06-07,11,2,5,6,10
23,2015-06-14,14,3,4,6,10
24,2015-06-21,36,4,6,7,11
25,2015-06-28,33,1,5,9,14
26,2015-07-05,6,2,4,6,10
27,2015-07-12,2,2,7,4,12
28,2015-07-19,3,3,6,6,10
29,2015-07-26,4,5,2,3,10
30,2015-08-02,4,2,3,6,12
31,2015-08-09,6,2,4,4,25
32,2015-08-16,4,3,2,5,24
33,2015-08-23,3,2,2,3,19
34,2015-08-30,4,4,3,4,21
35,2015-09-06,4,3,2,4,20
36,2015-09-13,2,4,4,5,16
37,2015-09-20,3,1,4,3,17
38,2015-09-27,3,4,2,5,18
39,2015-10-04,3,2,2,4,16
40,2015-10-11,2,1,2,4,11
41,2015-10-18,5,2,2,3,21
42,2015-10-25,2,2,1,5,17
43,2015-11-01,4,3,1,4,17
44,2015-11-08,4,0,3,5,14
45,2015-11-15,3,5,2,4,16
46,2015-11-22,3,3,3,4,12
47,2015-11-29,3,3,2,4,16
48,2015-12-06,5,2,4,3,16
49,2015-12-13,4,1,3,4,15
50,2015-12-20,4,4,4,6,13
51,2015-12-27,2,3,1,4,8
52,2016-01-03,5,2,2,3,13
53,2016-01-10,6,1,3,4,13
54,2016-01-17,4,2,4,5,14
55,2016-01-24,4,3,2,3,15
56,2016-01-31,2,3,2,4,16
57,2016-02-07,4,4,4,36,12
58,2016-02-14,3,3,4,14,16
59,2016-02-21,2,3,2,6,14
60,2016-02-28,3,3,2,5,11
61,2016-03-06,3,4,3,4,15
62,2016-03-13,4,4,3,4,14
63,2016-03-20,3,4,1,4,13
64,2016-03-27,5,3,1,3,13
65,2016-04-03,6,3,3,5,13
66,2016-04-10,5,2,2,3,12
67,2016-04-17,4,4,2,5,14
68,2016-04-24,3,4,3,2,14
69,2016-05-01,6,5,3,5,11
70,2016-05-08,4,4,3,3,13
71,2016-05-15,2,7,2,4,11
72,2016-05-22,4,10,3,4,12
73,2016-05-29,3,7,3,2,9
74,2016-06-05,3,6,3,3,8
75,2016-06-12,4,5,2,1,12
76,2016-06-19,3,4,2,3,10
77,2016-06-26,4,3,2,3,11
78,2016-07-03,2,4,0,3,13
79,2016-07-10,4,5,3,3,10
80,2016-07-17,1,3,2,3,9
81,2016-07-24,4,7,1,4,11
82,2016-07-31,4,6,2,3,14
83,2016-08-07,4,4,2,3,12
84,2016-08-14,2,4,2,2,16
85,2016-08-21,3,4,3,2,20
86,2016-08-28,2,4,1,3,18
87,2016-09-04,3,3,2,3,16
88,2016-09-11,3,2,2,3,17
89,2016-09-18,4,2,3,3,15
90,2016-09-25,4,3,2,2,16
91,2016-10-02,4,3,2,10,19
92,2016-10-09,4,5,1,8,14
93,2016-10-16,6,2,2,18,15
94,2016-10-23,2,4,1,6,15
95,2016-10-30,2,4,1,10,17
96,2016-11-06,3,3,1,6,13
97,2016-11-13,3,5,2,18,14
98,2016-11-20,3,1,2,29,10
99,2016-11-27,6,4,2,12,15
100,2016-12-04,5,4,1,14,15
101,2016-12-11,4,3,3,31,12
102,2016-12-18,5,3,2,19,12
103,2016-12-25,4,5,2,15,10
104,2017-01-01,3,4,4,12,12
105,2017-01-08,3,4,16,14,15
106,2017-01-15,5,4,7,10,14
107,2017-01-22,4,3,3,12,16
108,2017-01-29,3,3,4,9,15
109,2017-02-05,2,4,3,15,15
110,2017-02-12,3,4,3,59,13
111,2017-02-19,4,2,4,20,15
112,2017-02-26,4,2,4,20,13
113,2017-03-05,2,3,4,21,12
114,2017-03-12,3,3,4,19,12
115,2017-03-19,3,3,2,16,8
116,2017-03-26,5,3,2,20,15
117,2017-04-02,4,4,3,13,10
118,2017-04-09,4,2,5,16,14
119,2017-04-16,3,3,3,15,15
120,2017-04-23,4,2,3,17,13
121,2017-04-30,5,2,3,17,12
122,2017-05-07,4,3,4,16,13
123,2017-05-14,3,3,8,18,14
124,2017-05-21,3,2,9,24,13
125,2017-05-28,5,3,10,18,13
126,2017-06-04,4,2,41,16,11
127,2017-06-11,4,2,32,18,13
128,2017-06-18,3,3,11,15,9
129,2017-06-25,2,3,7,26,11
130,2017-07-02,3,5,6,18,13
131,2017-07-09,4,3,6,16,10
132,2017-07-16,3,3,6,15,11
133,2017-07-23,4,3,6,14,12
134,2017-07-30,2,4,8,15,8
135,2017-08-06,3,6,8,39,9
136,2017-08-13,3,4,6,16,13
137,2017-08-20,3,3,7,12,18
138,2017-08-27,3,15,10,10,19
139,2017-09-03,3,6,20,8,17
140,2017-09-10,2,4,100,10,15
141,2017-09-17,4,4,14,9,18
142,2017-09-24,3,4,4,7,19
143,2017-10-01,3,13,3,6,16
144,2017-10-08,4,27,2,8,16
145,2017-10-15,4,20,4,10,18
146,2017-10-22,3,7,5,10,18
147,2017-10-29,2,7,6,6,17
148,2017-11-05,3,11,6,6,18
149,2017-11-12,3,8,7,6,17
150,2017-11-19,1,17,6,6,15
151,2017-11-26,3,7,4,16,16
152,2017-12-03,4,8,6,9,15
153,2017-12-10,2,7,4,6,17
154,2017-12-17,5,6,6,7,14
155,2017-12-24,3,10,3,6,10
156,2017-12-31,4,6,4,15,13
157,2018-01-07,3,7,3,12,16
158,2018-01-14,2,6,2,10,10
159,2018-01-21,3,8,5,17,17
160,2018-01-28,3,17,10,45,16
161,2018-02-04,2,25,3,20,16
162,2018-02-11,4,6,2,14,14
163,2018-02-18,3,12,3,11,13
164,2018-02-25,3,17,2,11,13
165,2018-03-04,5,21,2,11,14
166,2018-03-11,4,37,4,13,16
167,2018-03-18,3,9,4,9,18
168,2018-03-25,3,10,4,11,14
169,2018-04-01,4,6,4,10,14
170,2018-04-08,3,6,3,9,16
171,2018-04-15,3,8,3,9,14
172,2018-04-22,2,11,5,8,16
173,2018-04-29,3,10,29,8,14
174,2018-05-06,4,7,9,6,13
175,2018-05-13,4,5,3,7,11
176,2018-05-20,5,6,4,7,9
177,2018-05-27,3,5,3,5,10
178,2018-06-03,3,6,3,7,11
179,2018-06-10,3,3,3,5,11
180,2018-06-17,4,4,4,6,11
181,2018-06-24,5,6,3,6,11
182,2018-07-01,4,4,3,6,10
183,2018-07-08,2,6,2,7,12
184,2018-07-15,4,5,3,5,8
185,2018-07-22,3,7,2,8,11
186,2018-07-29,3,5,2,6,9
187,2018-08-05,3,6,2,4,11
188,2018-08-12,2,4,3,7,14
189,2018-08-19,3,5,3,6,21
190,2018-08-26,1,5,1,6,18
191,2018-09-02,2,5,2,7,19
192,2018-09-09,4,3,3,7,16
193,2018-09-16,2,3,1,8,16
194,2018-09-23,4,3,1,6,17
195,2018-09-30,4,2,2,6,15
196,2018-10-07,3,4,2,8,13
197,2018-10-14,3,3,2,4,14
198,2018-10-21,3,4,2,7,19
199,2018-10-28,3,5,1,4,17
200,2018-11-04,3,5,2,5,12
201,2018-11-11,4,4,2,6,16
202,2018-11-18,7,5,3,6,12
203,2018-11-25,7,4,2,3,15
204,2018-12-02,5,5,1,4,17
205,2018-12-09,5,3,1,5,14
206,2018-12-16,4,4,3,4,13
207,2018-12-23,4,5,3,8,13
208,2018-12-30,4,4,2,5,14
209,2019-01-06,4,3,2,4,14
210,2019-01-13,5,8,2,4,15
211,2019-01-20,3,6,2,5,14
212,2019-01-27,3,5,1,5,15
213,2019-02-03,4,4,2,6,16
214,2019-02-10,3,6,1,7,11
215,2019-02-17,3,6,2,8,14
216,2019-02-24,3,7,2,8,16
217,2019-03-03,4,9,2,10,14
218,2019-03-10,3,7,1,3,14
219,2019-03-17,4,10,1,7,14
220,2019-03-24,6,10,2,6,15
221,2019-03-31,7,8,1,4,14
222,2019-04-07,5,5,2,7,13
223,2019-04-14,3,7,2,6,13
224,2019-04-21,3,9,1,5,14
225,2019-04-28,4,9,1,6,15
226,2019-05-05,4,9,3,4,14
227,2019-05-12,6,7,2,4,14
228,2019-05-19,3,8,2,4,11
229,2019-05-26,5,11,3,5,10
230,2019-06-02,4,10,1,4,10
231,2019-06-09,3,7,3,5,10
232,2019-06-16,7,11,2,4,13
233,2019-06-23,7,10,2,2,10
234,2019-06-30,5,4,2,5,8
