,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,Alphabet
0,2015-01-04,29,3,5,6,24
1,2015-01-11,37,3,10,5,25
2,2015-01-18,38,4,6,7,26
3,2015-01-25,46,4,7,5,28
4,2015-02-01,39,3,6,6,22
5,2015-02-08,71,4,7,6,22
6,2015-02-15,40,3,5,6,20
7,2015-02-22,37,4,6,6,25
8,2015-03-01,35,4,6,6,23
9,2015-03-08,27,2,5,6,25
10,2015-03-15,24,2,6,5,24
11,2015-03-22,27,3,5,6,22
12,2015-03-29,33,3,5,6,22
13,2015-04-05,26,3,5,6,24
14,2015-04-12,44,4,6,7,24
15,2015-04-19,22,4,5,6,25
16,2015-04-26,19,4,6,7,20
17,2015-05-03,24,4,6,5,22
18,2015-05-10,23,3,6,6,23
19,2015-05-17,32,3,7,7,26
20,2015-05-24,22,4,6,9,25
21,2015-05-31,33,4,6,7,20
22,2015-06-07,27,3,7,6,19
23,2015-06-14,31,4,7,7,20
24,2015-06-21,29,4,7,7,20
25,2015-06-28,28,3,6,5,20
26,2015-07-05,30,4,5,7,18
27,2015-07-12,27,4,7,4,20
28,2015-07-19,30,3,6,6,19
29,2015-07-26,25,3,5,7,19
30,2015-08-02,23,4,6,8,21
31,2015-08-09,31,4,4,6,41
32,2015-08-16,38,4,6,5,29
33,2015-08-23,31,3,7,5,31
34,2015-08-30,32,3,6,5,33
35,2015-09-06,75,4,6,5,29
36,2015-09-13,20,2,6,7,28
37,2015-09-20,19,3,7,7,28
38,2015-09-27,22,3,6,5,29
39,2015-10-04,17,3,7,5,32
40,2015-10-11,15,4,5,6,27
41,2015-10-18,18,5,4,5,27
42,2015-10-25,15,4,5,5,29
43,2015-11-01,13,4,10,7,26
44,2015-11-08,15,6,9,6,28
45,2015-11-15,14,5,10,6,28
46,2015-11-22,13,6,20,5,20
47,2015-11-29,12,6,21,6,24
48,2015-12-06,11,4,20,8,26
49,2015-12-13,13,4,15,6,22
50,2015-12-20,13,4,14,8,18
51,2015-12-27,13,16,11,7,19
52,2016-01-03,10,16,11,5,22
53,2016-01-10,8,9,8,6,19
54,2016-01-17,10,8,9,7,20
55,2016-01-24,8,8,18,5,21
56,2016-01-31,8,6,25,7,26
57,2016-02-07,9,6,100,11,20
58,2016-02-14,20,6,13,8,23
59,2016-02-21,10,4,10,6,22
60,2016-02-28,7,6,9,6,21
61,2016-03-06,9,4,9,6,22
62,2016-03-13,7,7,10,5,19
63,2016-03-20,8,11,8,4,19
64,2016-03-27,8,27,9,6,20
65,2016-04-03,8,44,10,6,25
66,2016-04-10,8,24,10,6,20
67,2016-04-17,0,0,0,0,0
68,2016-04-24,0,0,0,0,0
69,2016-05-01,0,0,0,0,0
70,2016-05-08,0,0,0,0,0
71,2016-05-15,0,0,0,0,0
72,2016-05-22,0,0,0,0,0
73,2016-05-29,0,0,0,0,0
74,2016-06-05,0,0,0,0,0
75,2016-06-12,0,0,0,0,0
76,2016-06-19,0,0,0,0,0
77,2016-06-26,0,0,0,0,0
78,2016-07-03,0,0,0,0,0
