,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,Alphabet
0,2015-01-04,33,3,6,4,22
1,2015-01-11,16,5,7,3,18
2,2015-01-18,20,4,0,0,19
3,2015-01-25,24,0,0,8,18
4,2015-02-01,31,3,7,5,18
5,2015-02-08,86,5,5,4,17
6,2015-02-15,28,0,3,5,16
7,2015-02-22,38,7,3,4,20
8,2015-03-01,26,0,5,4,18
9,2015-03-08,23,3,7,5,17
10,2015-03-15,16,7,4,0,19
11,2015-03-22,18,6,3,18,12
12,2015-03-29,17,4,0,6,15
13,2015-04-05,17,3,2,2,28
14,2015-04-12,4,0,2,2,18
15,2015-04-19,18,10,4,0,23
16,2015-04-26,4,5,3,0,16
17,2015-05-03,9,8,4,6,17
18,2015-05-10,11,2,4,4,22
19,2015-05-17,16,3,3,7,19
20,2015-05-24,12,3,4,7,13
21,2015-05-31,14,0,4,7,9
22,2015-06-07,33,3,2,6,14
23,2015-06-14,27,4,6,12,13
24,2015-06-21,30,0,6,7,8
25,2015-06-28,23,6,9,4,6
26,2015-07-05,10,2,2,6,12
27,2015-07-12,19,2,4,5,17
28,2015-07-19,16,0,5,4,11
29,2015-07-26,13,3,5,0,9
30,2015-08-02,14,2,0,5,18
31,2015-08-09,23,7,2,3,30
32,2015-08-16,20,7,6,3,21
33,2015-08-23,11,6,6,9,18
34,2015-08-30,13,6,2,6,27
35,2015-09-06,6,7,4,4,19
36,2015-09-13,11,0,7,6,19
37,2015-09-20,10,4,1,4,19
38,2015-09-27,14,4,3,4,19
39,2015-10-04,13,3,5,5,22
40,2015-10-11,10,5,4,3,20
41,2015-10-18,11,3,2,3,25
42,2015-10-25,15,9,6,5,23
43,2015-11-01,11,0,5,4,18
44,2015-11-08,12,10,9,0,17
45,2015-11-15,9,3,3,4,11
46,2015-11-22,7,0,14,4,14
47,2015-11-29,4,7,12,3,15
48,2015-12-06,6,0,9,9,19
49,2015-12-13,6,3,10,7,17
50,2015-12-20,11,0,3,9,14
51,2015-12-27,2,11,7,8,13
52,2016-01-03,5,10,0,3,19
53,2016-01-10,6,6,9,6,20
54,2016-01-17,6,4,6,9,18
55,2016-01-24,2,7,11,4,16
56,2016-01-31,4,8,13,2,18
57,2016-02-07,9,4,86,3,16
58,2016-02-14,11,3,13,4,19
59,2016-02-21,7,2,10,4,20
60,2016-02-28,3,5,7,4,28
61,2016-03-06,4,4,5,6,24
62,2016-03-13,4,3,4,8,18
63,2016-03-20,2,7,5,10,16
64,2016-03-27,4,15,2,5,16
65,2016-04-03,5,27,5,0,15
66,2016-04-10,4,13,1,0,16
67,2016-04-17,4,13,3,7,15
68,2016-04-24,9,10,3,6,20
69,2016-05-01,0,3,4,6,19
70,2016-05-08,7,0,6,9,16
71,2016-05-15,0,5,10,9,20
72,2016-05-22,2,5,7,6,11
73,2016-05-29,5,2,3,5,15
74,2016-06-05,6,6,0,8,14
75,2016-06-12,2,7,2,7,6
76,2016-06-19,5,12,6,4,13
