,date,The Rolling Stones,Pink,U2,Bruno Mars,Alphabet
0,2015-01-04,11,0,15,0,33
1,2015-01-11,9,0,14,0,37
2,2015-01-18,10,0,13,0,35
3,2015-01-25,10,0,16,0,34
4,2015-02-01,9,0,15,0,34
5,2015-02-08,10,0,14,0,35
6,2015-02-15,12,0,10,0,33
7,2015-02-22,10,0,12,0,33
8,2015-03-01,9,0,11,0,36
9,2015-03-08,15,0,13,0,33
10,2015-03-15,20,0,12,0,34
11,2015-03-22,15,0,11,0,32
12,2015-03-29,39,0,12,0,31
13,2015-04-05,47,0,12,0,30
14,2015-04-12,31,0,11,0,35
15,2015-04-19,16,0,11,0,32
16,2015-04-26,15,0,13,0,31
17,2015-05-03,15,0,21,0,34
18,2015-05-10,18,0,35,0,34
19,2015-05-17,48,0,49,0,31
20,2015-05-24,57,0,66,0,34
21,2015-05-31,23,0,38,0,34
22,2015-06-07,17,0,15,0,28
23,2015-06-14,18,0,14,0,27
24,2015-06-21,17,0,12,0,29
25,2015-06-28,14,0,13,0,29
26,2015-07-05,10,0,12,0,29
27,2015-07-12,12,0,11,0,28
28,2015-07-19,12,0,14,0,30
29,2015-07-26,11,0,14,0,29
30,2015-08-02,11,0,9,0,29
31,2015-08-09,9,0,10,0,92
32,2015-08-16,10,0,9,0,47
33,2015-08-23,11,0,9,0,45
34,2015-08-30,11,0,9,0,52
35,2015-09-06,10,0,9,0,42
36,2015-09-13,10,0,10,0,44
37,2015-09-20,10,0,9,0,43
38,2015-09-27,10,0,9,0,44
39,2015-10-04,9,0,8,0,46
40,2015-10-11,9,0,9,0,42
41,2015-10-18,9,0,7,0,42
42,2015-10-25,9,0,8,0,38
43,2015-11-01,12,0,8,0,40
44,2015-11-08,11,0,13,0,39
45,2015-11-15,9,0,10,0,38
46,2015-11-22,9,0,10,0,30
47,2015-11-29,9,0,8,0,35
48,2015-12-06,9,0,18,0,37
49,2015-12-13,10,0,12,0,38
50,2015-12-20,12,0,10,0,30
51,2015-12-27,9,0,9,0,28
52,2016-01-03,9,0,7,0,34
53,2016-01-10,22,0,9,0,34
54,2016-01-17,10,0,8,0,32
55,2016-01-24,10,0,8,0,36
56,2016-01-31,11,0,8,0,47
57,2016-02-07,12,0,9,0,37
58,2016-02-14,11,0,8,0,37
59,2016-02-21,9,0,6,0,35
60,2016-02-28,10,0,7,0,35
61,2016-03-06,11,0,7,0,35
62,2016-03-13,9,0,9,0,35
63,2016-03-20,14,0,7,0,34
64,2016-03-27,13,0,9,0,36
65,2016-04-03,10,0,8,0,34
66,2016-04-10,10,0,7,0,34
67,2016-04-17,0,0,0,0,0
68,2016-04-24,0,0,0,0,0
69,2016-05-01,0,0,0,0,0
70,2016-05-08,0,0,0,0,0
71,2016-05-15,0,0,0,0,0
72,2016-05-22,0,0,0,0,0
73,2016-05-29,0,0,0,0,0
74,2016-06-05,0,0,0,0,0
75,2016-06-12,0,0,0,0,0
