,date,The Rolling Stones,Pink,U2,Bruno Mars,Alphabet
0,2015-01-04,16,0,0,23,21
1,2015-01-11,0,0,27,40,30
2,2015-01-18,0,0,24,22,29
3,2015-01-25,0,0,14,34,23
4,2015-02-01,9,0,12,45,32
5,2015-02-08,17,0,17,8,25
6,2015-02-15,0,0,0,35,34
7,2015-02-22,13,0,13,18,17
8,2015-03-01,0,0,0,41,35
9,2015-03-08,0,0,12,0,16
10,2015-03-15,12,0,11,18,40
11,2015-03-22,0,0,0,31,24
12,2015-03-29,18,0,12,23,22
13,2015-04-05,16,0,25,16,16
14,2015-04-12,19,0,17,0,29
15,2015-04-19,0,0,11,16,36
16,2015-04-26,11,0,0,14,0
17,2015-05-03,11,0,12,19,24
18,2015-05-10,10,0,16,0,31
19,2015-05-17,22,0,20,10,29
20,2015-05-24,14,0,10,12,29
21,2015-05-31,16,0,10,0,21
22,2015-06-07,13,0,0,0,9
23,2015-06-14,0,0,0,8,23
24,2015-06-21,13,0,39,22,0
25,2015-06-28,0,0,9,15,60
26,2015-07-05,17,0,11,14,32
27,2015-07-12,0,0,25,20,56
28,2015-07-19,0,0,0,0,22
29,2015-07-26,16,0,0,10,18
30,2015-08-02,14,0,0,27,24
31,2015-08-09,21,0,28,15,56
32,2015-08-16,0,0,0,0,41
33,2015-08-23,0,0,0,16,12
34,2015-08-30,9,0,0,13,14
35,2015-09-06,21,0,0,0,53
36,2015-09-13,12,0,10,0,36
37,2015-09-20,0,0,0,0,23
38,2015-09-27,0,0,0,0,37
39,2015-10-04,12,0,0,0,58
40,2015-10-11,0,0,0,22,27
41,2015-10-18,0,0,14,0,36
42,2015-10-25,18,0,12,0,30
43,2015-11-01,8,0,14,19,62
44,2015-11-08,12,0,0,16,30
45,2015-11-15,15,0,0,0,28
46,2015-11-22,0,0,0,17,33
47,2015-11-29,14,0,12,0,31
48,2015-12-06,10,0,0,8,25
49,2015-12-13,0,0,12,21,28
50,2015-12-20,15,0,18,0,21
51,2015-12-27,0,0,9,11,19
52,2016-01-03,4,0,0,13,24
53,2016-01-10,12,0,18,9,15
54,2016-01-17,0,0,0,10,18
55,2016-01-24,8,0,0,11,20
56,2016-01-31,5,0,0,10,37
57,2016-02-07,8,0,15,72,19
58,2016-02-14,31,0,0,15,28
59,2016-02-21,14,0,0,11,18
60,2016-02-28,0,0,5,0,24
61,2016-03-06,7,0,19,7,26
62,2016-03-13,0,0,23,6,22
