,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,Alphabet
0,2015-01-04,29,1,4,7,0
1,2015-01-11,27,2,4,6,0
2,2015-01-18,27,3,5,5,0
3,2015-01-25,33,4,7,7,0
4,2015-02-01,26,2,7,5,0
5,2015-02-08,74,3,8,6,0
6,2015-02-15,46,2,5,5,0
7,2015-02-22,85,3,4,5,0
8,2015-03-01,70,2,7,4,0
9,2015-03-08,26,2,6,6,0
10,2015-03-15,23,4,5,7,0
11,2015-03-22,28,3,8,9,0
12,2015-03-29,23,3,4,6,0
13,2015-04-05,12,3,3,7,0
14,2015-04-12,18,4,4,9,0
15,2015-04-19,18,2,4,8,0
16,2015-04-26,17,0,5,6,0
17,2015-05-03,18,3,2,9,0
18,2015-05-10,21,3,4,5,0
19,2015-05-17,26,2,8,6,0
20,2015-05-24,19,3,5,9,0
21,2015-05-31,19,3,7,5,0
22,2015-06-07,22,2,1,5,0
23,2015-06-14,30,5,4,8,0
24,2015-06-21,29,3,5,7,0
25,2015-06-28,60,6,7,7,0
26,2015-07-05,21,2,4,6,0
27,2015-07-12,19,1,4,6,0
28,2015-07-19,20,3,4,9,0
29,2015-07-26,17,3,5,5,0
30,2015-08-02,16,2,5,7,0
31,2015-08-09,15,1,4,7,0
32,2015-08-16,22,3,5,4,0
33,2015-08-23,16,5,3,7,0
34,2015-08-30,15,3,3,6,0
35,2015-09-06,15,3,3,6,0
36,2015-09-13,13,2,3,6,0
37,2015-09-20,15,2,6,5,0
38,2015-09-27,15,5,8,5,0
39,2015-10-04,13,2,2,6,0
40,2015-10-11,12,1,4,6,0
41,2015-10-18,10,1,2,6,0
42,2015-10-25,12,2,2,6,0
43,2015-11-01,7,3,7,6,0
44,2015-11-08,13,5,8,8,0
45,2015-11-15,10,4,6,6,0
46,2015-11-22,8,4,14,8,0
47,2015-11-29,9,4,19,7,0
48,2015-12-06,10,2,13,6,0
49,2015-12-13,9,2,15,5,0
50,2015-12-20,8,3,11,7,0
51,2015-12-27,9,10,6,10,0
52,2016-01-03,7,12,8,6,0
53,2016-01-10,6,7,8,5,0
54,2016-01-17,6,7,8,8,0
55,2016-01-24,7,5,15,8,0
56,2016-01-31,6,7,25,8,0
57,2016-02-07,5,7,100,15,0
58,2016-02-14,12,3,12,10,0
59,2016-02-21,8,4,8,6,0
