,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,Alphabet
0,2015-01-04,21,2,7,6,17
1,2015-01-11,26,3,10,2,25
2,2015-01-18,29,2,6,6,25
3,2015-01-25,34,2,7,8,30
4,2015-02-01,28,4,7,8,25
5,2015-02-08,62,7,6,6,22
6,2015-02-15,41,5,7,8,25
7,2015-02-22,36,4,8,6,27
8,2015-03-01,46,3,8,8,29
9,2015-03-08,34,3,7,5,28
10,2015-03-15,21,1,7,4,14
11,2015-03-22,25,6,5,8,16
12,2015-03-29,20,5,5,6,24
13,2015-04-05,19,0,4,7,27
14,2015-04-12,19,2,7,5,21
15,2015-04-19,18,3,6,7,24
16,2015-04-26,19,4,7,11,24
17,2015-05-03,27,0,6,6,24
18,2015-05-10,29,0,10,7,22
19,2015-05-17,84,2,7,3,24
20,2015-05-24,19,2,8,6,23
21,2015-05-31,23,7,5,6,18
22,2015-06-07,18,4,7,7,16
23,2015-06-14,24,0,8,6,15
24,2015-06-21,16,4,7,5,21
25,2015-06-28,20,3,7,5,17
26,2015-07-05,17,5,7,6,19
27,2015-07-12,23,4,7,7,18
28,2015-07-19,18,9,4,5,14
29,2015-07-26,16,0,8,0,16
30,2015-08-02,17,6,5,3,15
31,2015-08-09,11,5,8,4,43
32,2015-08-16,24,5,5,6,21
33,2015-08-23,10,3,5,5,25
34,2015-08-30,14,3,5,7,36
35,2015-09-06,16,4,8,6,33
36,2015-09-13,14,6,7,10,23
37,2015-09-20,14,6,6,5,21
38,2015-09-27,17,0,5,6,33
39,2015-10-04,13,2,4,5,27
40,2015-10-11,18,4,8,4,18
41,2015-10-18,10,2,4,11,25
42,2015-10-25,7,2,6,7,29
43,2015-11-01,9,1,11,6,28
44,2015-11-08,15,4,12,6,26
45,2015-11-15,17,4,7,8,30
46,2015-11-22,11,8,10,6,26
47,2015-11-29,9,3,25,9,28
48,2015-12-06,6,2,14,10,24
49,2015-12-13,6,2,16,4,25
50,2015-12-20,9,2,11,6,21
51,2015-12-27,11,8,8,6,22
52,2016-01-03,11,10,10,4,20
53,2016-01-10,9,7,7,6,24
54,2016-01-17,5,10,9,7,21
55,2016-01-24,11,10,18,6,23
56,2016-01-31,13,9,26,8,21
57,2016-02-07,11,6,100,11,25
58,2016-02-14,17,5,12,7,18
59,2016-02-21,7,6,10,7,25
60,2016-02-28,9,6,9,8,23
61,2016-03-06,7,1,9,5,21
62,2016-03-13,7,3,11,6,22
63,2016-03-20,11,6,10,8,20
64,2016-03-27,8,8,12,6,20
65,2016-04-03,8,17,14,4,15
66,2016-04-10,11,8,37,6,24
67,2016-04-17,5,10,19,7,20
68,2016-04-24,9,5,12,8,19
69,2016-05-01,4,5,14,6,15
70,2016-05-08,7,3,9,6,18
71,2016-05-15,4,8,14,6,20
72,2016-05-22,6,4,11,5,19
73,2016-05-29,6,6,11,11,18
74,2016-06-05,15,6,8,11,22
75,2016-06-12,7,4,9,11,14
76,2016-06-19,6,5,10,7,16
77,2016-06-26,4,7,10,7,20
78,2016-07-03,5,9,11,6,17
79,2016-07-10,2,7,13,2,21
80,2016-07-17,5,5,17,6,19
81,2016-07-24,3,7,14,6,18
82,2016-07-31,6,7,12,10,19
83,2016-08-07,3,5,14,7,21
84,2016-08-14,5,6,19,15,20
85,2016-08-21,6,6,31,15,31
86,2016-08-28,5,2,97,11,21
87,2016-09-04,5,3,17,10,25
88,2016-09-11,3,3,9,9,19
89,2016-09-18,6,3,8,9,23
90,2016-09-25,7,6,9,14,20
91,2016-10-02,6,1,8,7,20
92,2016-10-09,4,2,8,9,23
93,2016-10-16,9,2,8,4,21
94,2016-10-23,5,4,3,8,21
95,2016-10-30,8,5,9,13,20
96,2016-11-06,4,2,6,10,21
97,2016-11-13,2,4,6,26,23
98,2016-11-20,6,8,7,21,19
99,2016-11-27,6,3,9,11,22
100,2016-12-04,8,8,7,13,23
101,2016-12-11,5,3,8,10,18
102,2016-12-18,2,5,10,12,22
103,2016-12-25,5,4,5,11,16
104,2017-01-01,27,3,5,7,21
105,2017-01-08,16,4,7,7,20
106,2017-01-15,15,4,5,10,21
107,2017-01-22,13,2,6,11,17
108,2017-01-29,22,5,8,9,23
109,2017-02-05,13,2,5,12,21
110,2017-02-12,31,3,11,49,19
111,2017-02-19,19,5,10,13,21
112,2017-02-26,39,0,10,10,19
113,2017-03-05,66,4,10,11,22
114,2017-03-12,50,6,8,10,18
115,2017-03-19,33,2,6,10,19
116,2017-03-26,27,5,7,6,20
117,2017-04-02,22,3,9,10,22
118,2017-04-09,24,2,8,7,18
119,2017-04-16,24,3,7,7,21
120,2017-04-23,23,4,8,11,24
121,2017-04-30,21,6,8,9,21
122,2017-05-07,22,3,8,10,24
123,2017-05-14,20,0,6,5,22
124,2017-05-21,16,5,7,11,23
125,2017-05-28,20,7,9,9,21
126,2017-06-04,23,4,10,13,20
127,2017-06-11,21,5,10,13,22
128,2017-06-18,19,5,8,11,18
129,2017-06-25,19,1,8,9,12
130,2017-07-02,15,7,2,9,15
131,2017-07-09,23,7,10,8,17
132,2017-07-16,56,5,7,9,15
133,2017-07-23,21,7,8,8,19
134,2017-07-30,23,8,6,13,19
135,2017-08-06,23,1,9,10,17
136,2017-08-13,21,3,6,9,18
137,2017-08-20,13,4,5,6,23
138,2017-08-27,14,4,8,5,25
139,2017-09-03,16,4,7,5,24
140,2017-09-10,10,6,7,6,21
141,2017-09-17,17,3,9,8,30
142,2017-09-24,16,5,11,7,24
143,2017-10-01,17,3,7,7,22
144,2017-10-08,17,6,8,6,17
145,2017-10-15,29,5,7,5,20
146,2017-10-22,18,2,5,8,24
147,2017-10-29,18,4,7,10,24
148,2017-11-05,20,6,4,10,27
149,2017-11-12,22,6,5,7,23
150,2017-11-19,16,3,5,6,18
151,2017-11-26,22,4,5,5,23
152,2017-12-03,31,4,5,7,22
153,2017-12-10,32,5,5,9,23
154,2017-12-17,36,0,1,9,18
155,2017-12-24,35,5,5,7,19
156,2017-12-31,32,3,5,7,20
157,2018-01-07,31,3,4,8,21
158,2018-01-14,34,2,7,5,24
159,2018-01-21,46,3,6,5,27
160,2018-01-28,31,1,2,6,29
161,2018-02-04,29,2,3,6,26
162,2018-02-11,26,2,7,5,23
163,2018-02-18,25,0,7,9,24
164,2018-02-25,28,4,6,78,21
165,2018-03-04,25,3,8,20,25
166,2018-03-11,25,4,4,14,24
167,2018-03-18,21,5,7,12,22
168,2018-03-25,17,4,4,7,28
