,date,The Rolling Stones,Pink,U2,Bruno Mars,Alphabet
0,2015-01-04,7,13,12,0,28
1,2015-01-11,20,15,16,28,31
2,2015-01-18,17,0,0,36,31
3,2015-01-25,8,5,18,29,23
4,2015-02-01,18,11,9,29,15
5,2015-02-08,19,0,8,31,19
6,2015-02-15,22,9,17,30,34
7,2015-02-22,9,0,12,27,17
8,2015-03-01,11,12,0,21,34
9,2015-03-08,6,0,9,17,15
10,2015-03-15,25,0,6,12,32
11,2015-03-22,12,13,0,29,31
12,2015-03-29,17,11,19,29,33
13,2015-04-05,30,9,7,10,44
14,2015-04-12,9,9,0,18,17
15,2015-04-19,17,0,0,0,22
16,2015-04-26,10,12,0,8,11
17,2015-05-03,12,14,29,12,43
18,2015-05-10,12,12,25,26,25
19,2015-05-17,15,0,24,22,24
20,2015-05-24,0,0,31,14,45
21,2015-05-31,0,0,9,0,20
22,2015-06-07,22,0,27,12,19
23,2015-06-14,26,7,0,0,9
24,2015-06-21,0,8,17,11,10
25,2015-06-28,26,7,30,8,19
26,2015-07-05,19,8,49,12,20
27,2015-07-12,12,0,47,10,38
28,2015-07-19,6,7,22,10,11
29,2015-07-26,17,0,17,17,19
30,2015-08-02,11,6,16,0,17
31,2015-08-09,0,0,0,0,46
32,2015-08-16,0,21,19,6,35
33,2015-08-23,10,0,21,10,27
34,2015-08-30,12,9,0,0,41
35,2015-09-06,6,15,10,0,15
36,2015-09-13,24,0,17,10,47
37,2015-09-20,25,0,5,5,31
38,2015-09-27,0,0,6,17,43
39,2015-10-04,9,7,0,0,49
40,2015-10-11,34,0,0,11,14
41,2015-10-18,13,6,6,6,24
42,2015-10-25,9,0,0,16,27
43,2015-11-01,0,15,25,16,40
44,2015-11-08,9,10,0,15,34
45,2015-11-15,9,0,17,20,40
46,2015-11-22,13,8,16,13,38
47,2015-11-29,16,12,8,7,47
48,2015-12-06,0,0,23,6,30
49,2015-12-13,0,0,27,0,32
50,2015-12-20,0,0,11,0,27
51,2015-12-27,16,0,8,7,22
52,2016-01-03,13,0,10,5,14
53,2016-01-10,11,8,0,0,50
54,2016-01-17,4,4,6,6,34
55,2016-01-24,0,8,0,7,33
56,2016-01-31,19,16,0,8,39
57,2016-02-07,19,6,7,56,28
58,2016-02-14,8,6,8,12,25
59,2016-02-21,5,21,11,15,30
60,2016-02-28,15,0,14,14,35
61,2016-03-06,13,5,0,0,29
62,2016-03-13,12,8,12,0,33
63,2016-03-20,27,7,18,6,33
64,2016-03-27,15,10,0,6,31
65,2016-04-03,14,5,7,0,21
66,2016-04-10,0,13,7,11,37
67,2016-04-17,9,10,14,11,26
68,2016-04-24,17,12,5,0,23
69,2016-05-01,20,15,4,10,14
70,2016-05-08,5,13,9,0,29
71,2016-05-15,9,18,12,6,27
72,2016-05-22,12,25,0,16,27
73,2016-05-29,6,12,6,15,18
74,2016-06-05,0,18,14,0,23
75,2016-06-12,5,12,7,14,29
76,2016-06-19,7,8,5,16,24
77,2016-06-26,6,5,0,11,20
78,2016-07-03,8,0,12,7,25
79,2016-07-10,0,11,9,0,21
80,2016-07-17,0,12,0,0,10
81,2016-07-24,13,28,9,8,23
82,2016-07-31,6,0,0,0,17
83,2016-08-07,12,6,10,30,22
84,2016-08-14,13,10,0,0,21
85,2016-08-21,0,0,8,7,35
86,2016-08-28,0,0,7,5,34
87,2016-09-04,13,0,9,8,34
88,2016-09-11,0,0,5,10,45
89,2016-09-18,11,0,0,8,32
90,2016-09-25,13,0,12,0,18
91,2016-10-02,22,0,16,4,24
92,2016-10-09,6,0,0,14,46
93,2016-10-16,17,0,5,19,30
94,2016-10-23,18,0,7,21,39
95,2016-10-30,26,0,9,6,41
96,2016-11-06,15,0,0,25,29
97,2016-11-13,16,0,7,34,37
98,2016-11-20,5,0,7,43,26
99,2016-11-27,9,0,4,20,34
100,2016-12-04,4,0,5,20,25
101,2016-12-11,22,0,17,40,30
102,2016-12-18,0,0,5,26,37
103,2016-12-25,6,0,9,38,32
104,2017-01-01,15,0,16,30,40
105,2017-01-08,9,0,72,7,17
106,2017-01-15,9,0,29,14,22
107,2017-01-22,11,0,16,17,16
108,2017-01-29,14,0,11,13,34
109,2017-02-05,9,0,13,28,32
110,2017-02-12,10,0,9,100,32
111,2017-02-19,14,0,22,38,30
112,2017-02-26,7,0,14,25,26
113,2017-03-05,4,0,22,26,29
114,2017-03-12,12,0,25,28,25
115,2017-03-19,12,0,9,13,30
116,2017-03-26,3,0,5,8,28
117,2017-04-02,14,0,9,33,21
118,2017-04-09,9,0,3,20,36
119,2017-04-16,13,0,6,16,36
120,2017-04-23,7,0,11,3,17
121,2017-04-30,9,0,10,25,23
122,2017-05-07,0,0,0,14,35
123,2017-05-14,12,0,20,16,30
124,2017-05-21,24,0,0,35,39
125,2017-05-28,12,0,14,25,21
126,2017-06-04,7,0,23,16,27
127,2017-06-11,4,0,23,14,40
128,2017-06-18,18,0,38,13,34
129,2017-06-25,9,0,63,39,12
130,2017-07-02,11,0,11,24,16
131,2017-07-09,13,0,18,21,17
132,2017-07-16,11,0,6,14,38
133,2017-07-23,12,0,0,16,17
134,2017-07-30,4,0,13,14,25
135,2017-08-06,11,0,7,23,13
136,2017-08-13,6,0,11,25,19
137,2017-08-20,5,0,11,13,26
138,2017-08-27,0,0,0,19,33
139,2017-09-03,14,0,8,21,37
140,2017-09-10,9,0,9,16,33
141,2017-09-17,12,0,12,25,46
142,2017-09-24,14,0,6,21,37
143,2017-10-01,12,0,10,36,44
144,2017-10-08,9,0,7,32,40
145,2017-10-15,7,0,9,11,19
146,2017-10-22,9,0,14,13,39
147,2017-10-29,5,0,18,5,27
148,2017-11-05,11,0,10,8,21
149,2017-11-12,9,0,7,13,18
150,2017-11-19,12,0,10,5,21
151,2017-11-26,14,0,12,19,37
152,2017-12-03,6,0,21,7,32
153,2017-12-10,6,0,19,14,36
154,2017-12-17,5,0,9,6,43
155,2017-12-24,10,0,18,21,27
156,2017-12-31,12,0,20,33,22
157,2018-01-07,0,0,13,22,24
158,2018-01-14,11,0,26,15,36
159,2018-01-21,9,0,18,43,22
160,2018-01-28,6,0,18,72,31
161,2018-02-04,4,0,10,29,56
162,2018-02-11,10,0,9,34,36
163,2018-02-18,0,0,7,23,29
164,2018-02-25,15,0,18,17,49
