,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,Alphabet
0,2015-01-04,31,3,7,6,20
1,2015-01-11,37,5,4,7,25
2,2015-01-18,31,1,4,5,29
3,2015-01-25,38,3,7,7,19
4,2015-02-01,37,2,7,11,18
5,2015-02-08,80,4,6,5,23
6,2015-02-15,45,1,6,3,23
7,2015-02-22,40,4,7,6,22
8,2015-03-01,30,1,6,8,21
9,2015-03-08,33,3,5,5,20
10,2015-03-15,27,5,5,5,18
11,2015-03-22,26,5,4,10,21
12,2015-03-29,26,4,5,6,19
13,2015-04-05,35,3,7,8,16
14,2015-04-12,27,3,5,6,15
15,2015-04-19,20,6,4,8,20
16,2015-04-26,23,3,6,5,21
17,2015-05-03,30,5,7,5,16
18,2015-05-10,22,5,4,7,20
19,2015-05-17,32,3,7,7,16
20,2015-05-24,20,1,8,7,15
21,2015-05-31,32,7,7,5,13
22,2015-06-07,28,3,6,6,15
23,2015-06-14,29,3,6,10,15
24,2015-06-21,25,3,7,5,14
25,2015-06-28,18,5,5,6,17
26,2015-07-05,20,0,0,7,18
27,2015-07-12,20,3,3,4,13
28,2015-07-19,19,5,6,8,16
29,2015-07-26,18,5,5,7,12
30,2015-08-02,16,3,6,5,19
31,2015-08-09,21,3,4,5,37
32,2015-08-16,25,5,2,9,31
33,2015-08-23,21,6,4,8,26
34,2015-08-30,19,5,4,7,24
35,2015-09-06,28,3,4,7,25
36,2015-09-13,35,3,4,9,27
37,2015-09-20,18,4,8,6,25
38,2015-09-27,20,7,6,6,26
39,2015-10-04,15,6,5,8,21
40,2015-10-11,13,4,2,9,23
41,2015-10-18,15,4,4,6,26
42,2015-10-25,13,4,4,7,23
43,2015-11-01,12,4,6,8,28
44,2015-11-08,14,6,7,6,20
45,2015-11-15,11,7,7,6,19
46,2015-11-22,14,5,9,8,21
47,2015-11-29,9,4,22,6,21
48,2015-12-06,10,4,18,6,23
49,2015-12-13,10,5,13,3,20
50,2015-12-20,11,5,11,5,17
51,2015-12-27,11,14,6,11,15
52,2016-01-03,9,16,9,6,19
53,2016-01-10,7,9,6,5,20
54,2016-01-17,8,9,8,7,18
55,2016-01-24,8,8,12,7,22
56,2016-01-31,10,5,23,4,24
57,2016-02-07,8,5,100,12,18
58,2016-02-14,17,4,14,8,19
59,2016-02-21,9,7,8,6,19
60,2016-02-28,7,7,6,8,23
61,2016-03-06,7,4,7,6,16
62,2016-03-13,7,7,9,8,20
63,2016-03-20,6,13,6,10,19
64,2016-03-27,7,30,5,6,18
65,2016-04-03,6,52,5,6,18
66,2016-04-10,5,26,7,8,18
67,2016-04-17,7,22,4,6,18
68,2016-04-24,5,12,5,7,19
69,2016-05-01,5,10,6,7,16
70,2016-05-08,5,9,5,7,15
71,2016-05-15,8,9,7,8,15
72,2016-05-22,9,9,9,5,15
73,2016-05-29,6,12,7,8,14
74,2016-06-05,10,11,6,9,18
75,2016-06-12,8,16,5,6,13
76,2016-06-19,4,16,4,6,16
77,2016-06-26,5,21,5,4,16
78,2016-07-03,6,66,7,6,11
79,2016-07-10,2,77,5,7,14
80,2016-07-17,5,14,12,5,19
81,2016-07-24,9,14,16,5,14
82,2016-07-31,4,7,7,10,21
83,2016-08-07,7,8,7,7,24
84,2016-08-14,5,6,7,13,27
85,2016-08-21,5,6,5,15,23
86,2016-08-28,6,4,8,9,22
87,2016-09-04,5,6,6,7,21
88,2016-09-11,6,4,5,6,21
89,2016-09-18,5,6,6,10,21
90,2016-09-25,5,6,4,11,24
91,2016-10-02,5,6,7,8,20
92,2016-10-09,8,4,6,6,18
93,2016-10-16,4,3,4,10,17
94,2016-10-23,5,6,5,7,21
95,2016-10-30,4,6,5,7,18
96,2016-11-06,5,4,5,8,19
97,2016-11-13,5,3,6,26,23
98,2016-11-20,6,4,7,18,14
99,2016-11-27,5,5,3,9,18
100,2016-12-04,3,6,4,13,20
101,2016-12-11,6,5,3,9,20
102,2016-12-18,4,5,4,10,21
103,2016-12-25,4,7,3,12,18
104,2017-01-01,20,6,3,7,18
105,2017-01-08,21,3,5,8,19
106,2017-01-15,17,3,4,7,20
107,2017-01-22,14,6,6,10,16
108,2017-01-29,16,3,2,7,18
109,2017-02-05,16,6,6,9,16
110,2017-02-12,38,6,5,56,21
111,2017-02-19,25,6,6,13,20
112,2017-02-26,36,4,5,14,18
113,2017-03-05,80,7,6,13,18
114,2017-03-12,66,6,7,9,15
115,2017-03-19,51,8,6,9,17
116,2017-03-26,28,4,5,9,17
117,2017-04-02,26,5,5,9,16
118,2017-04-09,22,5,4,8,18
119,2017-04-16,23,5,4,9,19
120,2017-04-23,18,7,6,7,21
121,2017-04-30,14,4,5,9,21
122,2017-05-07,15,4,5,11,19
123,2017-05-14,21,5,4,11,16
124,2017-05-21,20,7,6,12,17
125,2017-05-28,20,10,5,8,17
126,2017-06-04,25,6,7,12,16
127,2017-06-11,19,7,6,13,16
128,2017-06-18,15,6,4,10,13
129,2017-06-25,18,7,5,9,16
130,2017-07-02,21,6,5,14,12
131,2017-07-09,15,7,8,16,15
132,2017-07-16,54,12,6,8,16
133,2017-07-23,20,18,5,8,12
134,2017-07-30,18,18,6,10,18
135,2017-08-06,16,15,6,12,23
136,2017-08-13,16,10,7,8,24
137,2017-08-20,18,7,4,8,19
138,2017-08-27,22,7,4,6,23
139,2017-09-03,17,7,4,7,18
140,2017-09-10,15,6,3,9,23
141,2017-09-17,18,6,4,7,25
142,2017-09-24,23,6,2,7,22
143,2017-10-01,65,6,2,7,23
144,2017-10-08,38,7,4,5,21
145,2017-10-15,35,9,5,8,21
146,2017-10-22,22,6,4,5,23
147,2017-10-29,16,8,1,4,22
148,2017-11-05,24,12,4,7,18
149,2017-11-12,18,32,4,6,20
150,2017-11-19,10,6,3,4,16
151,2017-11-26,21,3,3,3,21
152,2017-12-03,30,5,3,7,20
153,2017-12-10,29,4,3,5,14
154,2017-12-17,34,3,4,10,14
155,2017-12-24,30,5,5,6,16
156,2017-12-31,24,6,3,7,14
157,2018-01-07,30,4,2,6,19
158,2018-01-14,36,3,3,5,17
159,2018-01-21,37,5,2,6,19
160,2018-01-28,39,3,3,6,22
161,2018-02-04,33,5,5,7,25
162,2018-02-11,35,4,7,6,22
163,2018-02-18,23,3,4,7,19
164,2018-02-25,23,4,3,35,24
165,2018-03-04,21,5,5,12,20
166,2018-03-11,28,1,2,11,17
167,2018-03-18,19,4,3,7,20
168,2018-03-25,22,4,2,8,21
169,2018-04-01,20,4,4,9,20
170,2018-04-08,20,5,4,11,20
171,2018-04-15,15,5,3,6,20
172,2018-04-22,17,4,2,7,20
173,2018-04-29,13,8,4,9,16
174,2018-05-06,14,6,4,8,19
175,2018-05-13,17,4,3,9,20
176,2018-05-20,19,7,3,6,17
177,2018-05-27,12,5,5,7,17
178,2018-06-03,12,5,3,8,14
179,2018-06-10,15,4,2,5,15
180,2018-06-17,14,4,3,5,18
181,2018-06-24,17,5,2,7,15
182,2018-07-01,13,6,5,9,15
183,2018-07-08,16,2,3,6,17
184,2018-07-15,10,3,2,8,16
185,2018-07-22,15,6,3,8,16
186,2018-07-29,11,3,2,8,15
187,2018-08-05,11,4,4,7,23
188,2018-08-12,12,7,2,8,24
189,2018-08-19,15,4,2,9,26
190,2018-08-26,17,4,2,11,25
191,2018-09-02,14,4,4,11,21
192,2018-09-09,16,4,3,9,24
193,2018-09-16,17,3,3,7,23
194,2018-09-23,21,5,2,9,21
195,2018-09-30,49,4,3,7,25
196,2018-10-07,55,4,2,6,19
197,2018-10-14,14,4,3,11,18
198,2018-10-21,11,3,2,9,18
199,2018-10-28,12,6,4,10,20
200,2018-11-04,13,4,3,8,20
201,2018-11-11,11,3,3,10,20
202,2018-11-18,7,5,2,8,17
203,2018-11-25,8,3,1,9,20
204,2018-12-02,9,3,4,10,20
205,2018-12-09,8,3,1,10,21
206,2018-12-16,11,3,4,10,19
207,2018-12-23,7,3,4,10,16
208,2018-12-30,11,5,3,13,15
209,2019-01-06,11,4,2,13,19
210,2019-01-13,8,4,2,16,19
211,2019-01-20,8,4,1,59,24
212,2019-01-27,8,3,3,12,23
213,2019-02-03,6,3,3,7,21
214,2019-02-10,9,2,2,10,21
215,2019-02-17,11,2,3,6,18
216,2019-02-24,6,3,2,8,19
217,2019-03-03,7,2,2,8,20
218,2019-03-10,9,3,3,11,16
219,2019-03-17,8,3,2,8,18
220,2019-03-24,7,5,3,9,20
221,2019-03-31,8,5,5,6,17
222,2019-04-07,8,5,3,7,18
223,2019-04-14,8,5,3,7,18
224,2019-04-21,5,7,4,8,14
225,2019-04-28,8,8,3,7,18
226,2019-05-05,15,6,2,6,21
227,2019-05-12,12,5,4,7,17
228,2019-05-19,15,5,3,7,15
229,2019-05-26,12,7,1,6,15
230,2019-06-02,9,4,4,9,16
