,date,The Rolling Stones,Pink,U2,Bruno Mars,Alphabet
0,2015-01-04,31,17,29,27,32
1,2015-01-11,0,14,15,10,43
2,2015-01-18,0,24,0,27,11
3,2015-01-25,10,16,0,46,58
4,2015-02-01,14,0,16,29,45
5,2015-02-08,0,0,16,21,23
6,2015-02-15,20,0,27,22,35
7,2015-02-22,0,0,0,16,30
8,2015-03-01,26,0,17,10,38
9,2015-03-08,11,19,26,21,43
10,2015-03-15,21,0,23,0,52
11,2015-03-22,0,13,19,37,21
12,2015-03-29,51,0,12,23,69
13,2015-04-05,36,16,13,34,26
14,2015-04-12,17,16,63,0,66
15,2015-04-19,18,20,11,0,26
16,2015-04-26,30,0,0,38,42
17,2015-05-03,29,27,0,0,22
18,2015-05-10,34,0,27,12,14
19,2015-05-17,0,0,16,0,46
20,2015-05-24,44,18,32,0,76
21,2015-05-31,23,0,18,0,39
22,2015-06-07,20,10,21,20,0
23,2015-06-14,0,0,37,27,0
24,2015-06-21,38,0,30,0,36
25,2015-06-28,26,28,33,0,83
26,2015-07-05,14,0,16,30,13
27,2015-07-12,38,22,39,0,0
28,2015-07-19,0,0,27,29,29
29,2015-07-26,13,0,38,14,43
30,2015-08-02,22,0,0,0,37
31,2015-08-09,19,0,19,0,35
32,2015-08-16,22,0,0,0,17
33,2015-08-23,0,23,0,22,23
34,2015-08-30,0,0,20,0,85
35,2015-09-06,0,0,28,18,62
36,2015-09-13,11,15,0,10,18
37,2015-09-20,13,13,0,0,52
38,2015-09-27,14,0,0,17,34
39,2015-10-04,15,13,12,18,53
40,2015-10-11,22,55,0,12,69
41,2015-10-18,0,0,28,0,70
42,2015-10-25,0,23,27,37,57
43,2015-11-01,18,0,0,0,33
44,2015-11-08,16,25,0,0,37
45,2015-11-15,38,0,0,19,37
46,2015-11-22,0,0,0,15,24
47,2015-11-29,0,0,17,0,37
48,2015-12-06,0,0,87,22,32
49,2015-12-13,0,0,33,0,54
50,2015-12-20,0,0,18,0,20
51,2015-12-27,0,0,0,17,21
52,2016-01-03,13,0,14,26,42
53,2016-01-10,17,0,0,13,39
54,2016-01-17,9,0,19,12,33
55,2016-01-24,24,0,18,12,44
56,2016-01-31,0,0,10,20,43
57,2016-02-07,33,12,16,61,54
58,2016-02-14,36,0,32,25,10
59,2016-02-21,13,0,0,0,25
60,2016-02-28,9,0,9,0,42
61,2016-03-06,14,11,10,0,26
62,2016-03-13,38,0,0,0,28
63,2016-03-20,45,0,19,0,33
64,2016-03-27,25,0,0,24,22
65,2016-04-03,10,0,11,0,53
66,2016-04-10,13,12,14,12,24
67,2016-04-17,0,0,20,10,30
68,2016-04-24,0,33,0,12,10
69,2016-05-01,30,0,19,0,0
70,2016-05-08,12,0,0,34,25
71,2016-05-15,0,24,10,0,39
72,2016-05-22,29,13,0,0,70
73,2016-05-29,17,16,14,22,43
74,2016-06-05,45,21,17,27,35
75,2016-06-12,23,26,27,0,17
76,2016-06-19,0,0,0,0,0
