,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,Alphabet
0,2015-01-04,32,2,6,4,0
1,2015-01-11,36,4,5,6,0
2,2015-01-18,27,3,6,5,0
3,2015-01-25,36,3,5,7,0
4,2015-02-01,31,2,4,5,0
5,2015-02-08,73,3,8,6,0
6,2015-02-15,39,4,5,7,0
7,2015-02-22,34,5,5,7,0
8,2015-03-01,31,3,4,5,0
9,2015-03-08,25,3,6,9,0
10,2015-03-15,22,2,4,7,0
11,2015-03-22,25,3,5,7,0
12,2015-03-29,21,2,5,6,0
13,2015-04-05,18,2,5,8,0
14,2015-04-12,15,2,5,9,0
15,2015-04-19,16,4,6,7,0
16,2015-04-26,15,2,5,9,0
17,2015-05-03,16,3,5,8,0
18,2015-05-10,19,5,5,8,0
19,2015-05-17,23,3,7,7,0
20,2015-05-24,19,2,4,8,0
21,2015-05-31,23,3,5,7,0
22,2015-06-07,17,5,5,6,0
23,2015-06-14,22,3,4,11,0
24,2015-06-21,20,1,5,6,0
25,2015-06-28,23,3,4,8,0
26,2015-07-05,22,4,3,7,0
27,2015-07-12,18,3,4,7,0
28,2015-07-19,16,3,2,7,0
29,2015-07-26,18,3,5,8,0
30,2015-08-02,19,2,6,7,0
31,2015-08-09,21,3,4,5,0
32,2015-08-16,26,4,4,8,0
33,2015-08-23,20,5,3,9,0
34,2015-08-30,17,3,4,7,0
35,2015-09-06,18,5,3,8,0
36,2015-09-13,26,3,5,8,0
37,2015-09-20,15,4,5,5,0
38,2015-09-27,18,5,5,6,0
39,2015-10-04,16,4,4,5,0
40,2015-10-11,16,5,4,5,0
41,2015-10-18,15,4,4,6,0
42,2015-10-25,14,4,4,6,0
43,2015-11-01,11,4,6,7,0
44,2015-11-08,13,7,7,6,0
45,2015-11-15,10,5,5,6,0
46,2015-11-22,12,3,11,6,0
47,2015-11-29,11,5,21,7,0
48,2015-12-06,10,4,13,7,0
49,2015-12-13,11,3,13,6,0
50,2015-12-20,10,4,9,8,0
51,2015-12-27,10,12,5,6,0
52,2016-01-03,10,14,8,8,0
53,2016-01-10,7,8,8,6,0
54,2016-01-17,10,8,6,9,0
55,2016-01-24,7,8,13,6,0
56,2016-01-31,8,8,24,8,0
57,2016-02-07,8,8,100,11,0
58,2016-02-14,15,6,12,8,0
59,2016-02-21,9,5,8,7,0
60,2016-02-28,10,6,5,7,0
61,2016-03-06,5,5,7,7,0
62,2016-03-13,6,6,8,7,0
63,2016-03-20,7,10,6,7,0
64,2016-03-27,7,30,6,7,0
65,2016-04-03,6,49,7,7,0
66,2016-04-10,5,22,15,7,0
67,2016-04-17,6,16,9,6,0
68,2016-04-24,8,13,8,7,0
69,2016-05-01,6,10,7,8,0
70,2016-05-08,5,10,6,8,0
71,2016-05-15,6,9,7,8,0
72,2016-05-22,5,9,7,7,0
73,2016-05-29,6,10,6,8,0
74,2016-06-05,9,9,6,10,0
75,2016-06-12,8,15,7,6,0
76,2016-06-19,5,75,7,8,0
77,2016-06-26,5,19,8,8,0
78,2016-07-03,4,15,8,5,0
79,2016-07-10,5,16,10,6,0
80,2016-07-17,4,10,13,5,0
81,2016-07-24,4,8,22,6,0
82,2016-07-31,4,7,36,7,0
83,2016-08-07,4,7,10,7,0
84,2016-08-14,4,6,7,14,0
85,2016-08-21,3,4,7,16,0
86,2016-08-28,5,4,7,11,0
87,2016-09-04,5,5,5,7,23
88,2016-09-11,6,4,4,9,26
89,2016-09-18,5,4,6,7,21
90,2016-09-25,4,4,5,12,22
91,2016-10-02,5,4,6,8,20
92,2016-10-09,4,4,6,9,24
93,2016-10-16,5,2,5,7,18
94,2016-10-23,4,5,5,8,19
95,2016-10-30,4,3,5,9,21
96,2016-11-06,3,3,3,10,16
97,2016-11-13,5,5,6,23,18
98,2016-11-20,5,5,6,18,17
99,2016-11-27,5,5,4,12,18
100,2016-12-04,4,7,4,9,19
101,2016-12-11,4,4,5,10,20
102,2016-12-18,4,3,5,13,19
103,2016-12-25,6,3,4,8,14
104,2017-01-01,23,5,3,7,16
105,2017-01-08,20,3,4,7,21
106,2017-01-15,19,4,4,9,19
107,2017-01-22,16,3,4,9,19
108,2017-01-29,20,4,4,9,21
109,2017-02-05,16,5,7,9,19
110,2017-02-12,43,4,4,82,18
111,2017-02-19,28,3,7,23,20
112,2017-02-26,38,3,5,15,20
113,2017-03-05,69,4,7,11,16
114,2017-03-12,71,4,6,12,17
115,2017-03-19,43,4,7,9,18
116,2017-03-26,30,4,6,12,20
117,2017-04-02,26,4,6,10,15
118,2017-04-09,25,3,5,11,18
119,2017-04-16,22,3,5,9,19
120,2017-04-23,20,4,7,11,15
121,2017-04-30,19,5,6,10,19
122,2017-05-07,19,4,6,11,18
123,2017-05-14,19,4,6,14,18
124,2017-05-21,22,9,5,12,16
125,2017-05-28,17,11,6,12,18
126,2017-06-04,24,6,8,12,17
127,2017-06-11,20,5,7,14,16
128,2017-06-18,17,7,4,14,12
129,2017-06-25,17,5,7,15,14
130,2017-07-02,22,5,5,17,15
131,2017-07-09,23,6,7,80,16
132,2017-07-16,56,8,6,14,13
133,2017-07-23,20,8,4,11,13
134,2017-07-30,17,7,8,10,15
135,2017-08-06,19,6,9,9,15
136,2017-08-13,17,5,10,8,14
137,2017-08-20,15,6,8,8,17
138,2017-08-27,20,5,4,6,19
139,2017-09-03,20,4,3,7,20
140,2017-09-10,20,5,3,7,24
141,2017-09-17,22,4,4,8,24
142,2017-09-24,46,5,4,7,20
143,2017-10-01,24,6,5,7,20
144,2017-10-08,18,5,4,8,21
145,2017-10-15,30,6,4,7,22
146,2017-10-22,20,10,4,7,22
147,2017-10-29,18,26,4,5,21
148,2017-11-05,22,8,4,6,23
149,2017-11-12,22,4,3,5,22
150,2017-11-19,11,3,3,6,16
151,2017-11-26,20,4,2,8,20
152,2017-12-03,32,2,4,7,19
153,2017-12-10,35,4,4,7,16
154,2017-12-17,36,2,3,6,21
155,2017-12-24,38,3,4,7,14
156,2017-12-31,29,3,4,6,16
157,2018-01-07,33,3,3,6,21
158,2018-01-14,32,3,3,6,20
159,2018-01-21,38,2,3,6,22
160,2018-01-28,35,3,4,8,23
161,2018-02-04,37,3,4,7,23
162,2018-02-11,50,3,6,6,20
