,date,The Rolling Stones,Pink,U2,Bruno Mars,Alphabet
166,2018-03-11,0,0,20,8,18
167,2018-03-18,0,0,5,11,19
168,2018-03-25,0,0,5,8,17
169,2018-04-01,0,0,4,11,15
170,2018-04-08,0,0,6,9,15
171,2018-04-15,0,0,4,5,14
172,2018-04-22,0,0,8,7,17
173,2018-04-29,0,0,11,7,19
174,2018-05-06,4,20,16,12,17
175,2018-05-13,5,10,57,6,18
176,2018-05-20,7,8,48,6,16
177,2018-05-27,3,6,4,7,12
178,2018-06-03,0,11,4,5,11
179,2018-06-10,4,8,2,6,14
180,2018-06-17,1,10,5,6,12
181,2018-06-24,3,7,4,8,10
182,2018-07-01,3,5,6,4,8
183,2018-07-08,0,8,4,4,14
184,2018-07-15,4,7,4,14,12
185,2018-07-22,1,7,3,8,11
186,2018-07-29,6,6,5,10,15
187,2018-08-05,4,7,0,4,11
188,2018-08-12,2,10,3,14,20
189,2018-08-19,6,8,3,7,22
190,2018-08-26,7,5,3,5,20
191,2018-09-02,5,5,3,5,20
192,2018-09-09,1,7,7,8,22
193,2018-09-16,0,6,3,6,18
194,2018-09-23,2,5,0,7,15
195,2018-09-30,4,4,0,5,23
196,2018-10-07,5,3,1,7,21
197,2018-10-14,4,3,5,5,18
198,2018-10-21,7,6,0,3,19
199,2018-10-28,3,5,0,9,14
200,2018-11-04,6,4,0,5,15
201,2018-11-11,4,6,0,2,15
202,2018-11-18,3,5,3,5,15
203,2018-11-25,9,3,5,6,20
204,2018-12-02,7,5,0,4,16
205,2018-12-09,5,6,5,9,18
206,2018-12-16,6,9,2,5,19
207,2018-12-23,2,4,4,7,13
208,2018-12-30,3,7,2,6,12
209,2019-01-06,4,4,0,3,18
210,2019-01-13,8,10,2,7,16
211,2019-01-20,7,11,1,2,12
212,2019-01-27,6,7,2,8,18
213,2019-02-03,4,11,2,6,16
214,2019-02-10,5,11,2,7,17
215,2019-02-17,1,8,2,10,13
216,2019-02-24,4,11,2,7,16
217,2019-03-03,2,10,2,10,15
218,2019-03-10,4,8,0,5,11
219,2019-03-17,6,15,0,4,18
220,2019-03-24,0,14,0,4,22
221,2019-03-31,8,12,3,5,21
222,2019-04-07,9,7,0,5,21
223,2019-04-14,6,8,4,5,17
224,2019-04-21,3,17,2,3,12
225,2019-04-28,6,24,2,4,16
226,2019-05-05,4,68,2,7,20
227,2019-05-12,6,11,3,10,12
228,2019-05-19,2,10,1,3,13
229,2019-05-26,5,12,3,5,10
230,2019-06-02,4,12,4,6,16
231,2019-06-09,5,9,2,4,5
232,2019-06-16,6,17,0,2,13
233,2019-06-23,11,15,4,3,14
234,2019-06-30,5,6,0,2,9
235,2019-07-07,5,14,2,3,12
236,2019-07-14,5,5,3,5,11
237,2019-07-21,6,12,0,5,16
238,2019-07-28,5,9,4,0,12
239,2019-08-04,14,6,2,3,15
240,2019-08-11,8,16,4,4,12
241,2019-08-18,7,6,2,5,19
242,2019-08-25,11,8,4,3,17
243,2019-09-01,6,13,3,1,17
244,2019-09-08,5,11,4,4,24
245,2019-09-15,3,8,0,2,17
246,2019-09-22,0,7,3,2,21
247,2019-09-29,2,9,2,2,20
248,2019-10-06,0,11,2,8,23
249,2019-10-13,4,6,2,4,16
250,2019-10-20,5,2,4,4,15
251,2019-10-27,3,4,4,3,19
252,2019-11-03,8,7,3,1,18
253,2019-11-10,8,19,2,4,19
254,2019-11-17,4,8,3,4,16
255,2019-11-24,4,9,5,5,11
256,2019-12-01,2,9,4,2,16
257,2019-12-08,4,6,3,3,19
258,2019-12-15,3,3,0,1,16
259,2019-12-22,2,6,1,4,18
260,2019-12-29,0,7,3,3,14
