,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,Alphabet
0,2015-01-04,17,0,0,6,17
1,2015-01-11,21,0,6,5,24
2,2015-01-18,26,0,0,7,12
3,2015-01-25,20,0,7,10,22
4,2015-02-01,30,0,9,4,14
5,2015-02-08,44,0,6,10,23
6,2015-02-15,33,0,4,6,17
7,2015-02-22,23,0,6,5,19
8,2015-03-01,15,0,8,3,29
9,2015-03-08,18,0,6,8,23
10,2015-03-15,11,0,14,5,14
11,2015-03-22,9,0,0,5,12
12,2015-03-29,26,0,3,7,16
13,2015-04-05,17,0,11,3,15
14,2015-04-12,18,0,0,7,18
15,2015-04-19,18,0,8,5,15
16,2015-04-26,4,0,0,4,18
17,2015-05-03,16,0,7,8,18
18,2015-05-10,19,0,0,10,24
19,2015-05-17,26,0,0,10,19
20,2015-05-24,18,0,5,3,25
21,2015-05-31,17,0,7,13,16
22,2015-06-07,16,0,11,0,23
23,2015-06-14,20,0,0,9,16
24,2015-06-21,18,0,0,15,16
25,2015-06-28,12,0,6,3,13
26,2015-07-05,22,0,5,8,15
27,2015-07-12,17,0,4,10,11
28,2015-07-19,18,0,6,0,0
29,2015-07-26,13,0,4,4,15
30,2015-08-02,14,0,3,6,12
31,2015-08-09,24,0,6,9,27
32,2015-08-16,15,0,4,5,17
33,2015-08-23,11,0,2,3,28
34,2015-08-30,16,0,6,0,24
35,2015-09-06,21,0,6,7,25
36,2015-09-13,11,0,6,8,17
37,2015-09-20,11,0,8,10,16
38,2015-09-27,13,0,5,7,19
39,2015-10-04,7,0,0,6,16
40,2015-10-11,18,0,3,3,21
41,2015-10-18,8,0,7,9,24
42,2015-10-25,19,0,3,6,28
43,2015-11-01,9,0,2,4,15
44,2015-11-08,7,0,6,4,26
45,2015-11-15,8,0,8,8,24
46,2015-11-22,13,0,4,8,15
47,2015-11-29,6,0,14,4,17
48,2015-12-06,6,0,12,9,26
49,2015-12-13,9,0,16,4,16
50,2015-12-20,3,0,14,8,20
51,2015-12-27,5,0,8,8,13
52,2016-01-03,11,0,9,6,18
53,2016-01-10,14,0,12,5,18
54,2016-01-17,8,0,11,4,14
55,2016-01-24,3,0,9,5,19
56,2016-01-31,5,0,14,5,20
57,2016-02-07,10,0,72,13,17
58,2016-02-14,11,0,9,0,18
59,2016-02-21,10,0,7,6,22
60,2016-02-28,5,0,5,4,22
61,2016-03-06,5,0,6,9,17
62,2016-03-13,9,0,11,7,22
63,2016-03-20,9,0,7,7,10
64,2016-03-27,2,0,6,0,12
65,2016-04-03,6,0,5,6,18
66,2016-04-10,7,0,6,4,18
67,2016-04-17,6,0,9,9,22
68,2016-04-24,6,0,2,5,14
69,2016-05-01,7,0,5,3,24
70,2016-05-08,7,0,5,0,13
71,2016-05-15,7,0,6,5,17
