,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,Alphabet
0,2015-01-04,29,2,3,6,20
1,2015-01-11,31,6,6,4,20
2,2015-01-18,34,4,5,3,22
3,2015-01-25,42,2,8,5,27
4,2015-02-01,38,2,6,4,27
5,2015-02-08,72,8,8,10,24
6,2015-02-15,31,3,4,5,19
7,2015-02-22,30,2,4,2,18
8,2015-03-01,22,4,6,5,25
9,2015-03-08,22,0,6,7,23
10,2015-03-15,19,3,8,4,20
11,2015-03-22,23,4,2,4,15
12,2015-03-29,23,4,7,7,20
13,2015-04-05,25,1,4,4,23
14,2015-04-12,22,5,3,4,25
15,2015-04-19,15,5,5,7,18
16,2015-04-26,18,4,8,5,11
17,2015-05-03,15,6,5,7,23
18,2015-05-10,17,1,2,6,21
19,2015-05-17,25,4,8,6,20
20,2015-05-24,19,3,6,5,16
21,2015-05-31,25,4,3,2,17
22,2015-06-07,22,4,6,7,16
23,2015-06-14,28,4,2,7,18
24,2015-06-21,19,5,6,9,12
25,2015-06-28,22,6,1,8,16
26,2015-07-05,20,6,6,10,14
27,2015-07-12,18,5,5,8,16
28,2015-07-19,20,7,4,8,18
29,2015-07-26,14,4,2,8,16
30,2015-08-02,19,5,3,7,16
31,2015-08-09,20,6,5,10,25
32,2015-08-16,25,4,5,11,26
33,2015-08-23,18,6,4,8,26
34,2015-08-30,16,4,7,8,26
35,2015-09-06,16,5,6,9,20
36,2015-09-13,16,4,4,11,26
37,2015-09-20,14,3,2,7,20
38,2015-09-27,20,5,4,6,22
39,2015-10-04,15,5,3,7,16
40,2015-10-11,15,4,3,5,24
41,2015-10-18,15,4,5,6,24
42,2015-10-25,9,7,6,5,29
43,2015-11-01,8,3,8,4,24
44,2015-11-08,14,10,7,5,20
45,2015-11-15,12,6,3,8,18
46,2015-11-22,12,4,9,0,20
47,2015-11-29,11,6,19,4,23
48,2015-12-06,9,0,14,6,26
49,2015-12-13,10,3,13,6,24
50,2015-12-20,7,5,5,4,16
51,2015-12-27,15,13,10,4,15
52,2016-01-03,3,12,7,6,23
53,2016-01-10,10,5,6,2,20
54,2016-01-17,8,7,10,5,22
55,2016-01-24,9,6,12,5,23
56,2016-01-31,9,5,20,6,21
57,2016-02-07,9,3,100,10,20
58,2016-02-14,16,9,13,7,17
59,2016-02-21,9,3,10,5,19
60,2016-02-28,7,3,6,5,21
