,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,Alphabet
0,2015-01-04,25,6,1,4,15
1,2015-01-11,31,0,4,9,14
2,2015-01-18,26,3,2,3,19
3,2015-01-25,28,2,5,6,21
4,2015-02-01,25,1,3,4,17
5,2015-02-08,56,3,5,6,17
6,2015-02-15,29,2,7,5,17
7,2015-02-22,30,4,8,8,18
8,2015-03-01,23,4,0,9,22
9,2015-03-08,22,3,3,5,14
10,2015-03-15,19,0,5,7,14
11,2015-03-22,18,4,2,8,17
12,2015-03-29,15,2,5,5,9
13,2015-04-05,9,0,2,9,21
14,2015-04-12,11,0,3,5,17
15,2015-04-19,12,3,2,4,14
16,2015-04-26,11,1,5,5,11
17,2015-05-03,16,3,4,21,10
18,2015-05-10,19,4,3,20,14
19,2015-05-17,23,3,3,10,16
20,2015-05-24,17,4,6,7,17
21,2015-05-31,17,4,8,5,11
22,2015-06-07,18,9,5,7,9
23,2015-06-14,17,3,5,9,12
24,2015-06-21,20,3,4,6,14
25,2015-06-28,17,0,5,6,15
26,2015-07-05,18,5,2,5,12
27,2015-07-12,13,2,4,7,18
28,2015-07-19,18,6,6,8,9
29,2015-07-26,12,3,4,6,14
30,2015-08-02,9,6,6,6,15
31,2015-08-09,17,0,0,5,24
32,2015-08-16,21,6,5,6,20
33,2015-08-23,15,6,2,7,25
34,2015-08-30,15,4,3,4,27
35,2015-09-06,13,2,1,4,19
36,2015-09-13,17,3,0,7,17
37,2015-09-20,6,5,2,4,19
38,2015-09-27,15,0,3,4,21
39,2015-10-04,6,2,5,5,22
40,2015-10-11,10,4,3,6,24
41,2015-10-18,12,3,3,2,25
42,2015-10-25,5,0,2,3,15
43,2015-11-01,4,3,5,4,21
44,2015-11-08,17,7,2,6,20
45,2015-11-15,6,5,5,7,15
46,2015-11-22,10,5,11,8,17
47,2015-11-29,11,2,12,4,18
48,2015-12-06,11,5,9,4,19
49,2015-12-13,10,1,7,4,20
50,2015-12-20,5,2,12,5,17
51,2015-12-27,4,19,2,4,14
52,2016-01-03,5,13,2,5,17
53,2016-01-10,6,8,4,9,16
54,2016-01-17,6,33,5,12,15
55,2016-01-24,11,12,13,4,11
56,2016-01-31,3,8,17,9,12
