,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,Alphabet
0,2015-01-04,15,7,6,0,18
1,2015-01-11,26,0,8,7,13
2,2015-01-18,30,0,9,5,19
3,2015-01-25,33,0,0,6,13
4,2015-02-01,29,0,3,9,12
5,2015-02-08,87,3,11,7,23
6,2015-02-15,64,9,5,0,18
7,2015-02-22,37,0,5,7,23
8,2015-03-01,27,0,0,3,21
9,2015-03-08,13,4,4,9,23
10,2015-03-15,18,0,5,3,12
11,2015-03-22,25,0,7,0,22
12,2015-03-29,22,7,0,0,17
13,2015-04-05,23,6,5,0,16
14,2015-04-12,29,0,9,13,20
15,2015-04-19,25,4,0,12,15
16,2015-04-26,13,0,8,5,12
17,2015-05-03,19,0,4,9,19
18,2015-05-10,20,4,0,3,14
19,2015-05-17,28,0,5,4,11
20,2015-05-24,22,3,11,5,16
21,2015-05-31,14,6,4,7,19
22,2015-06-07,28,0,0,0,9
23,2015-06-14,27,4,4,0,10
24,2015-06-21,21,0,0,3,9
25,2015-06-28,29,0,0,8,13
26,2015-07-05,19,0,4,6,0
27,2015-07-12,25,6,13,3,9
28,2015-07-19,11,0,5,8,13
29,2015-07-26,31,5,3,6,0
30,2015-08-02,12,6,8,19,14
31,2015-08-09,24,0,0,0,22
32,2015-08-16,31,0,0,18,16
33,2015-08-23,12,0,5,6,14
34,2015-08-30,13,6,6,6,16
35,2015-09-06,16,4,6,8,22
36,2015-09-13,23,4,4,6,17
37,2015-09-20,59,0,7,0,12
38,2015-09-27,28,4,0,0,16
39,2015-10-04,15,0,3,8,27
40,2015-10-11,16,7,3,9,19
41,2015-10-18,8,6,9,4,29
42,2015-10-25,20,4,0,9,24
43,2015-11-01,12,0,13,0,23
44,2015-11-08,14,7,6,4,11
45,2015-11-15,15,3,3,4,22
46,2015-11-22,12,0,15,0,21
47,2015-11-29,10,5,20,5,19
48,2015-12-06,10,3,27,6,13
49,2015-12-13,5,11,16,0,13
50,2015-12-20,10,0,0,0,9
51,2015-12-27,10,15,9,4,16
52,2016-01-03,16,15,7,6,11
53,2016-01-10,5,14,10,5,14
54,2016-01-17,0,5,8,7,13
55,2016-01-24,7,0,22,5,23
56,2016-01-31,10,3,41,3,25
57,2016-02-07,3,6,100,9,25
58,2016-02-14,19,7,15,9,19
59,2016-02-21,8,10,13,6,21
60,2016-02-28,15,0,0,0,15
61,2016-03-06,15,3,8,4,29
62,2016-03-13,8,3,11,3,21
63,2016-03-20,9,6,6,3,20
64,2016-03-27,7,25,3,0,16
65,2016-04-03,3,28,7,0,12
66,2016-04-10,4,20,13,3,16
67,2016-04-17,7,20,3,8,16
68,2016-04-24,7,8,9,10,19
69,2016-05-01,8,10,0,13,13
70,2016-05-08,6,8,3,8,17
71,2016-05-15,17,10,8,10,28
72,2016-05-22,4,0,8,3,11
73,2016-05-29,6,9,5,12,18
74,2016-06-05,18,6,6,6,23
75,2016-06-12,6,5,14,4,0
76,2016-06-19,0,16,0,8,10
77,2016-06-26,3,10,9,0,15
78,2016-07-03,4,18,4,3,9
79,2016-07-10,0,21,0,6,11
80,2016-07-17,0,77,19,0,11
81,2016-07-24,3,7,47,9,15
82,2016-07-31,6,8,29,3,11
83,2016-08-07,0,10,9,9,14
84,2016-08-14,4,7,12,15,19
85,2016-08-21,3,7,7,8,11
86,2016-08-28,6,3,13,8,15
87,2016-09-04,8,4,10,3,25
88,2016-09-11,5,3,7,4,18
89,2016-09-18,7,7,8,10,17
90,2016-09-25,7,2,5,9,26
91,2016-10-02,2,0,6,6,19
92,2016-10-09,8,4,11,10,16
93,2016-10-16,0,0,0,9,23
94,2016-10-23,18,0,7,6,23
95,2016-10-30,4,7,0,0,19
96,2016-11-06,4,0,3,10,17
97,2016-11-13,5,4,0,28,19
98,2016-11-20,6,7,6,6,23
99,2016-11-27,12,8,9,0,11
100,2016-12-04,4,0,3,9,18
101,2016-12-11,9,5,4,7,12
102,2016-12-18,0,3,0,6,19
103,2016-12-25,5,0,12,11,13
104,2017-01-01,22,0,10,4,24
105,2017-01-08,30,5,0,3,19
106,2017-01-15,20,5,7,10,14
107,2017-01-22,16,5,5,4,23
108,2017-01-29,19,6,3,4,18
109,2017-02-05,24,8,6,0,13
110,2017-02-12,45,3,5,69,19
111,2017-02-19,31,4,10,14,18
112,2017-02-26,45,0,0,11,21
113,2017-03-05,82,4,7,8,16
114,2017-03-12,88,0,7,12,21
115,2017-03-19,47,0,4,8,8
116,2017-03-26,40,2,0,8,22
117,2017-04-02,29,5,2,8,17
118,2017-04-09,21,2,5,9,19
119,2017-04-16,21,4,3,10,13
120,2017-04-23,26,4,8,6,13
121,2017-04-30,24,0,4,12,16
122,2017-05-07,16,0,8,17,15
123,2017-05-14,22,0,11,59,10
124,2017-05-21,23,4,6,26,12
125,2017-05-28,13,4,7,10,14
126,2017-06-04,24,0,5,8,14
127,2017-06-11,15,0,10,7,15
128,2017-06-18,15,7,9,8,16
129,2017-06-25,20,8,7,3,2
130,2017-07-02,26,8,0,3,0
131,2017-07-09,29,5,6,10,18
132,2017-07-16,69,9,12,8,9
133,2017-07-23,28,11,11,6,7
134,2017-07-30,24,11,62,0,10
135,2017-08-06,23,7,11,4,10
136,2017-08-13,16,7,5,7,12
137,2017-08-20,14,8,8,0,14
138,2017-08-27,21,5,7,7,15
139,2017-09-03,10,7,5,2,20
140,2017-09-10,7,4,2,3,19
141,2017-09-17,36,8,0,4,32
142,2017-09-24,19,3,3,0,22
143,2017-10-01,13,0,3,6,19
144,2017-10-08,23,7,0,2,20
145,2017-10-15,45,10,8,6,23
146,2017-10-22,24,13,4,4,28
147,2017-10-29,13,3,4,0,21
148,2017-11-05,25,3,3,4,24
149,2017-11-12,24,6,7,6,14
150,2017-11-19,10,3,3,0,9
151,2017-11-26,20,0,10,3,16
152,2017-12-03,40,4,0,6,21
153,2017-12-10,42,0,4,3,25
154,2017-12-17,44,4,0,6,15
155,2017-12-24,42,0,10,5,10
156,2017-12-31,30,0,6,5,16
157,2018-01-07,47,3,3,8,18
158,2018-01-14,40,3,3,0,17
159,2018-01-21,32,0,5,4,24
160,2018-01-28,41,0,0,4,13
161,2018-02-04,29,5,9,0,23
162,2018-02-11,40,2,18,3,22
163,2018-02-18,22,4,17,6,9
164,2018-02-25,21,4,5,14,16
165,2018-03-04,30,0,4,5,19
166,2018-03-11,12,4,0,7,17
