,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,The Rolling Stones,Pink,U2,Bruno Mars
0,2015-01-04,1.263157894736842,0.5416666666666666,0.0,0.0,0.2857142857142857,0.2830188679245283,0.0,0.896551724137931
1,2015-01-11,1.1666666666666667,0.27586206896551724,0.5,0.3125,0.3023255813953488,0.0,0.2711864406779661,1.3055555555555556
2,2015-01-18,1.1923076923076923,0.15625,0.0,0.35294117647058826,0.1702127659574468,0.0,0.34375,0.6153846153846154
3,2015-01-25,2.875,0.6842105263157895,0.9333333333333333,0.0,0.5357142857142857,0.0,0.2564102564102564,1.2173913043478262
4,2015-02-01,1.8235294117647058,0.0,0.35294117647058826,0.391304347826087,0.22580645161290322,0.782608695652174,0.5476190476190477,1.6538461538461537
5,2015-02-08,4.045454545454546,0.1111111111111111,0.5909090909090909,0.0,0.0,0.2,0.2727272727272727,0.5151515151515151
6,2015-02-15,3.5,0.5,0.3,0.4230769230769231,0.0,0.0,0.3469387755102041,0.8666666666666667
7,2015-02-22,1.1470588235294117,0.0,0.12121212121212122,0.2222222222222222,0.0,0.0,0.27380952380952384,0.3333333333333333
8,2015-03-01,1.7777777777777777,0.0,0.5555555555555556,0.25,0.0,0.1836734693877551,0.5681818181818182,1.3333333333333333
9,2015-03-08,1.0526315789473684,0.0,0.2777777777777778,0.36,0.6470588235294118,0.0,0.0,0.8214285714285714
10,2015-03-15,2.0,0.0,0.0,0.0,1.0833333333333333,0.0,1.0625,1.1
11,2015-03-22,1.3,0.0,0.35,0.0,0.4722222222222222,0.35185185185185186,0.36,0.8
12,2015-03-29,0.9333333333333333,0.0,0.26666666666666666,0.3,0.9259259259259259,0.0,0.35135135135135137,0.43478260869565216
13,2015-04-05,2.125,0.5,0.625,0.0,0.4,0.0,1.0,1.25
14,2015-04-12,1.631578947368421,0.17391304347826086,0.21052631578947367,0.32,0.47058823529411764,0.29411764705882354,0.5106382978723404,0.41379310344827586
15,2015-04-19,2.142857142857143,0.0,0.0,0.4444444444444444,0.0,0.35135135135135137,0.0,0.6666666666666666
16,2015-04-26,1.3333333333333333,0.0,1.0,0.5,0.5,1.375,0.0,0.6153846153846154
17,2015-05-03,0.9,0.0,0.25,0.6538461538461539,0.19444444444444445,0.0,0.0,0.4666666666666667
18,2015-05-10,1.0952380952380953,0.0,0.6190476190476191,0.0,0.2631578947368421,0.21052631578947367,0.5192307692307693,0.25
19,2015-05-17,8.666666666666666,1.75,0.0,3.0,1.3333333333333333,2.2222222222222223,2.5,5.2
20,2015-05-24,1.3333333333333333,0.0,0.2222222222222222,0.20833333333333334,0.36363636363636365,0.24,0.9555555555555556,0.17857142857142858
21,2015-05-31,0.6,0.0,0.2,0.7037037037037037,1.0555555555555556,0.4444444444444444,0.7142857142857143,0.3333333333333333
22,2015-06-07,5.4,0.0,0.0,1.4285714285714286,2.6666666666666665,0.0,1.9166666666666667,0.0
23,2015-06-14,2.3333333333333335,0.0,0.0,0.4375,0.9545454545454546,0.5454545454545454,0.0,0.8888888888888888
24,2015-06-21,5.75,0.0,0.75,0.0,2.5,2.5454545454545454,2.1,1.0
25,2015-06-28,1.8823529411764706,0.0,0.23529411764705882,0.0,1.1935483870967742,0.5869565217391305,0.8571428571428571,0.0
26,2015-07-05,inf,inf,inf,,inf,inf,inf,inf
27,2015-07-12,1.4285714285714286,0.0,0.42857142857142855,0.5263157894736842,0.6923076923076923,0.0,2.742857142857143,0.36363636363636365
28,2015-07-19,inf,,inf,inf,inf,inf,inf,inf
29,2015-07-26,4.571428571428571,0.8888888888888888,1.2857142857142858,0.6666666666666666,1.3846153846153846,1.0526315789473684,1.411764705882353,1.5454545454545454
30,2015-08-02,0.5,0.275,0.0,0.23255813953488372,0.0,0.0,0.0,0.10204081632653061
31,2015-08-09,0.6666666666666666,0.15151515151515152,0.0,0.0,0.14285714285714285,0.2328767123287671,0.43283582089552236,0.1951219512195122
32,2015-08-16,1.4782608695652173,0.0,0.0,0.36666666666666664,0.2926829268292683,0.0,0.21428571428571427,0.3235294117647059
33,2015-08-23,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0
34,2015-08-30,0.5789473684210527,0.0,0.3157894736842105,0.0,0.4857142857142857,0.5660377358490566,0.0,0.3793103448275862
35,2015-09-06,1.1764705882352942,0.3333333333333333,0.35294117647058826,0.6086956521739131,0.3870967741935484,0.5106382978723404,0.0,0.3076923076923077
36,2015-09-13,0.7096774193548387,0.0,0.12903225806451613,0.19047619047619047,0.21052631578947367,0.18823529411764706,0.37662337662337664,0.10638297872340426
37,2015-09-20,4.615384615384615,0.0,1.1538461538461537,0.5882352941176471,0.5,0.34285714285714286,0.5625,0.55
38,2015-09-27,1.6875,0.4,0.0,0.5454545454545454,0.43333333333333335,0.5111111111111111,0.4146341463414634,0.48
39,2015-10-04,0.46153846153846156,0.0,0.2692307692307692,0.4,0.19148936170212766,0.0,0.3076923076923077,0.2564102564102564
40,2015-10-11,0.5625,0.0,0.75,0.0,0.0,0.0,0.4,0.6
41,2015-10-18,0.4,0.13157894736842105,0.4,0.0,0.2545454545454545,0.0,0.09333333333333334,0.13043478260869565
42,2015-10-25,0.45161290322580644,0.07894736842105263,0.0,0.21428571428571427,0.25,0.0,0.18181818181818182,0.0
43,2015-11-01,0.27586206896551724,0.11428571428571428,0.2857142857142857,0.2631578947368421,0.2692307692307692,0.0,0.08450704225352113,0.23255813953488372
44,2015-11-08,0.8421052631578947,0.0,0.3157894736842105,0.24,0.2647058823529412,0.35294117647058826,0.0,0.21428571428571427
45,2015-11-15,1.5789473684210527,0.0,0.3157894736842105,0.0,0.2857142857142857,0.4807692307692308,0.3958333333333333,0.2413793103448276
46,2015-11-22,0.8,0.0,0.85,0.2222222222222222,0.6756756756756757,0.16363636363636364,0.16,0.25806451612903225
47,2015-11-29,0.5,0.0,0.9545454545454546,0.13333333333333333,0.4878048780487805,0.18032786885245902,0.16071428571428573,0.5
48,2015-12-06,1.0,0.4375,1.6153846153846154,0.47058823529411764,0.6521739130434783,0.0,0.71875,0.4
49,2015-12-13,0.5,0.12,0.85,0.0,0.2222222222222222,0.509090909090909,0.2,0.7333333333333333
50,2015-12-20,1.0,0.0,0.875,0.45454545454545453,0.0,0.0,1.5,0.5833333333333334
51,2015-12-27,0.42105263157894735,1.173913043478261,0.8947368421052632,0.36,0.6176470588235294,0.27450980392156865,0.0,0.0
52,2016-01-03,1.4444444444444444,1.9090909090909092,1.0,0.75,0.75,0.0,0.6363636363636364,0.6923076923076923
53,2016-01-10,0.3333333333333333,0.46153846153846156,0.38095238095238093,0.21428571428571427,0.21052631578947367,0.0,0.0,0.25
54,2016-01-17,1.1111111111111112,1.5454545454545454,0.6666666666666666,0.6666666666666666,0.3125,0.6666666666666666,0.7727272727272727,1.0769230769230769
55,2016-01-24,0.4117647058823529,0.18181818181818182,0.8823529411764706,0.30434782608695654,0.0,0.14583333333333334,0.23255813953488372,0.19230769230769232
56,2016-01-31,0.20689655172413793,0.0,1.3103448275862069,0.10256410256410256,0.11320754716981132,0.10126582278481013,0.125,0.0
57,2016-02-07,0.3333333333333333,0.7894736842105263,6.666666666666667,0.5,0.48148148148148145,0.0,0.8108108108108109,3.5652173913043477
58,2016-02-14,0.7058823529411765,0.30952380952380953,0.18181818181818182,0.2222222222222222,0.19672131147540983,0.14285714285714285,0.11904761904761904,0.19607843137254902
59,2016-02-21,0.6363636363636364,0.7857142857142857,1.1818181818181819,0.6,0.45,0.0,0.8148148148148148,0.4117647058823529
60,2016-02-28,0.3333333333333333,0.0,0.0,0.16666666666666666,0.53125,0.7083333333333334,0.20454545454545456,0.0
61,2016-03-06,0.16129032258064516,0.23684210526315788,0.1935483870967742,0.0,0.23214285714285715,0.09523809523809523,0.33766233766233766,0.2553191489361702
62,2016-03-13,0.35294117647058826,0.0,0.35294117647058826,0.0,0.2903225806451613,0.2608695652173913,0.16666666666666666,0.34615384615384615
63,2016-03-20,0.5333333333333333,0.5,0.0,0.21052631578947367,0.3076923076923077,0.5641025641025641,0.3611111111111111,0.5
64,2016-03-27,0.45,1.25,0.0,0.0,0.3055555555555556,0.2777777777777778,0.2857142857142857,0.0
65,2016-04-03,0.46153846153846156,2.625,0.9230769230769231,0.7222222222222222,0.0,0.8055555555555556,0.6363636363636364,0.45
66,2016-04-10,0.375,1.2,0.6875,0.36363636363636365,0.3448275862068966,0.29545454545454547,0.225,0.2916666666666667
67,2016-04-17,0.0,1.3333333333333333,0.29411764705882354,0.7391304347826086,0.6774193548387096,0.0,0.0,0.38461538461538464
68,2016-04-24,0.5263157894736842,0.3333333333333333,0.42105263157894735,0.4230769230769231,0.6857142857142857,0.4230769230769231,0.5625,0.0
69,2016-05-01,0.45454545454545453,0.2962962962962963,0.42857142857142855,0.27586206896551724,0.38461538461538464,0.3220338983050847,0.0,0.3939393939393939
70,2016-05-08,0.7777777777777778,1.2727272727272727,0.4444444444444444,1.5,0.6875,0.0,0.0,0.5714285714285714
71,2016-05-15,0.12,0.25806451612903225,0.2,0.12121212121212122,0.5111111111111111,0.31343283582089554,0.0,0.0
72,2016-05-22,0.0,0.21052631578947367,0.3125,0.6190476190476191,0.2857142857142857,0.7380952380952381,0.41025641025641024,0.3333333333333333
73,2016-05-29,0.11538461538461539,0.375,0.4230769230769231,0.0,0.25,0.352112676056338,0.0,0.2
74,2016-06-05,0.23809523809523808,0.0,0.0,0.14814814814814814,0.40540540540540543,0.5357142857142857,0.0,0.16129032258064516
75,2016-06-12,0.35714285714285715,0.29411764705882354,0.6428571428571429,0.0,0.4,0.6578947368421053,0.0,0.0
76,2016-06-19,0.0,2.0,1.0,0.0,1.6363636363636365,0.875,0.4666666666666667,0.0
77,2016-06-26,0.23529411764705882,0.6190476190476191,0.6470588235294118,0.30434782608695654,0.25806451612903225,0.0,0.16666666666666666,0.3076923076923077
78,2016-07-03,0.3,2.0,1.4,0.0,0.9444444444444444,1.7037037037037037,0.0,0.5333333333333333
79,2016-07-10,0.35294117647058826,1.2857142857142858,0.6470588235294118,0.30434782608695654,0.3870967741935484,0.32608695652173914,0.40476190476190477,0.32
80,2016-07-17,0.0,7.6923076923076925,2.1,0.42857142857142855,0.8421052631578947,0.3103448275862069,0.46153846153846156,0.8125
81,2016-07-24,0.2222222222222222,0.4782608695652174,2.5,0.375,0.0,0.4,0.0,0.0
82,2016-07-31,0.0,0.4375,2.1538461538461537,0.23529411764705882,0.5416666666666666,0.34285714285714286,0.4375,0.3
83,2016-08-07,0.5555555555555556,0.45454545454545453,0.2222222222222222,0.16666666666666666,0.696969696969697,0.6530612244897959,0.0,0.4074074074074074
84,2016-08-14,0.0,0.0,0.7692307692307693,0.7777777777777778,0.0,0.3611111111111111,0.0,0.4
85,2016-08-21,0.30434782608695654,0.1724137931034483,0.17391304347826086,0.4838709677419355,0.2619047619047619,0.19047619047619047,0.6491228070175439,0.37142857142857144
86,2016-08-28,0.4117647058823529,0.5238095238095238,0.7647058823529411,0.6363636363636364,0.43333333333333335,0.0,0.2619047619047619,1.2
