,date,Ed Sheeran,Guns N' Roses,Coldplay,Metallica,The Rolling Stones,Pink,U2,Bruno Mars
0,2015-01-04,1.1818181818181819,0.10526315789473684,0.23076923076923078,0.18333333333333332,0.1724137931034483,0.1388888888888889,0.3055555555555556,0.6666666666666666
1,2015-01-11,1.4375,0.13513513513513514,0.16,0.1724137931034483,0.21428571428571427,0.11594202898550725,0.21739130434782608,0.9310344827586207
2,2015-01-18,1.2424242424242424,0.10526315789473684,0.28,0.22033898305084745,0.20689655172413793,0.18309859154929578,0.23943661971830985,0.8666666666666667
3,2015-01-25,1.186046511627907,0.12244897959183673,0.18181818181818182,0.19230769230769232,0.15789473684210525,0.10752688172043011,0.1827956989247312,0.6923076923076923
4,2015-02-01,1.3142857142857143,0.125,0.18518518518518517,0.2857142857142857,0.06666666666666667,0.10666666666666667,0.16,0.90625
5,2015-02-08,3.064516129032258,0.05714285714285714,0.16666666666666666,0.19642857142857142,0.18518518518518517,0.19402985074626866,0.208955223880597,0.8214285714285714
6,2015-02-15,1.793103448275862,0.09090909090909091,0.2727272727272727,0.19607843137254902,0.2,0.14516129032258066,0.22580645161290322,0.9230769230769231
7,2015-02-22,1.8076923076923077,0.23333333333333334,0.1,0.23404255319148937,0.17391304347826086,0.30357142857142855,0.2857142857142857,0.7916666666666666
8,2015-03-01,1.125,0.1111111111111111,0.16,0.22807017543859648,0.14285714285714285,0.18840579710144928,0.18840579710144928,0.6896551724137931
9,2015-03-08,1.03125,0.08108108108108109,0.24,0.1724137931034483,0.21428571428571427,0.18840579710144928,0.17391304347826086,0.5172413793103449
10,2015-03-15,1.0,0.16129032258064516,0.14285714285714285,0.2653061224489796,0.5652173913043478,0.1896551724137931,0.25862068965517243,0.64
11,2015-03-22,1.1071428571428572,0.1875,0.19047619047619047,0.28,0.3333333333333333,0.26666666666666666,0.2833333333333333,0.64
12,2015-03-29,1.2692307692307692,0.16666666666666666,0.25,0.2978723404255319,1.7391304347826086,0.2807017543859649,0.2631578947368421,0.7083333333333334
13,2015-04-05,1.3181818181818181,0.16666666666666666,0.29411764705882354,0.2564102564102564,2.263157894736842,0.1956521739130435,0.45652173913043476,0.65
14,2015-04-12,0.84375,0.1388888888888889,0.12,0.24561403508771928,1.0714285714285714,0.4057971014492754,0.2608695652173913,0.5172413793103449
15,2015-04-19,0.8181818181818182,0.08108108108108109,0.2,0.1864406779661017,0.4482758620689655,0.14084507042253522,0.19718309859154928,0.4666666666666667
16,2015-04-26,0.8846153846153846,0.13793103448275862,0.25,0.1956521739130435,0.5,0.2,0.32727272727272727,0.5217391304347826
17,2015-05-03,1.0,0.23333333333333334,0.35,0.19148936170212766,0.4782608695652174,0.21428571428571427,0.30357142857142855,0.4583333333333333
