,date,Pink,Alphabet
0,2015-01-04,13,70
1,2015-01-11,14,49
2,2015-01-18,0,57
3,2015-01-25,8,55
4,2015-02-01,13,35
5,2015-02-08,20,39
6,2015-02-15,28,36
7,2015-02-22,23,17
8,2015-03-01,13,64
9,2015-03-08,16,40
10,2015-03-15,10,44
11,2015-03-22,0,59
12,2015-03-29,13,59
13,2015-04-05,12,56
14,2015-04-12,26,34
15,2015-04-19,0,38
16,2015-04-26,21,21
17,2015-05-03,10,66
18,2015-05-10,0,41
19,2015-05-17,20,48
20,2015-05-24,0,43
21,2015-05-31,0,25
22,2015-06-07,11,42
23,2015-06-14,0,31
24,2015-06-21,0,19
25,2015-06-28,0,32
26,2015-07-05,24,44
27,2015-07-12,0,39
28,2015-07-19,14,53
29,2015-07-26,18,32
30,2015-08-02,15,0
31,2015-08-09,0,64
32,2015-08-16,13,62
33,2015-08-23,0,27
34,2015-08-30,0,66
35,2015-09-06,29,52
36,2015-09-13,0,70
37,2015-09-20,8,48
38,2015-09-27,9,55
39,2015-10-04,28,81
40,2015-10-11,0,26
41,2015-10-18,24,40
42,2015-10-25,18,42
43,2015-11-01,9,56
44,2015-11-08,27,54
45,2015-11-15,0,60
46,2015-11-22,46,43
47,2015-11-29,16,76
48,2015-12-06,15,50
49,2015-12-13,0,56
50,2015-12-20,27,34
51,2015-12-27,18,20
52,2016-01-03,12,40
53,2016-01-10,15,88
54,2016-01-17,6,52
55,2016-01-24,0,48
56,2016-01-31,46,46
57,2016-02-07,14,45
58,2016-02-14,13,42
59,2016-02-21,22,49
60,2016-02-28,0,58
61,2016-03-06,9,44
62,2016-03-13,0,51
63,2016-03-20,18,65
64,2016-03-27,8,25
65,2016-04-03,0,31
66,2016-04-10,12,46
67,2016-04-17,16,28
68,2016-04-24,22,45
69,2016-05-01,23,29
70,2016-05-08,13,54
71,2016-05-15,21,54
72,2016-05-22,37,40
73,2016-05-29,18,33
74,2016-06-05,15,35
75,2016-06-12,22,44
76,2016-06-19,16,39
77,2016-06-26,9,22
78,2016-07-03,8,45
79,2016-07-10,26,0
80,2016-07-17,23,29
81,2016-07-24,29,46
82,2016-07-31,9,35
83,2016-08-07,7,41
84,2016-08-14,15,51
85,2016-08-21,8,25
86,2016-08-28,0,52
87,2016-09-04,11,54
88,2016-09-11,0,65
89,2016-09-18,0,46
90,2016-09-25,5,41
91,2016-10-02,0,42
92,2016-10-09,7,63
93,2016-10-16,14,44
94,2016-10-23,13,52
95,2016-10-30,18,58
96,2016-11-06,10,44
97,2016-11-13,11,52
98,2016-11-20,0,21
99,2016-11-27,18,46
100,2016-12-04,0,44
101,2016-12-11,23,46
102,2016-12-18,8,54
103,2016-12-25,19,44
104,2017-01-01,16,63
105,2017-01-08,20,34
106,2017-01-15,0,47
107,2017-01-22,20,12
108,2017-01-29,23,48
109,2017-02-05,14,28
110,2017-02-12,15,58
111,2017-02-19,14,33
112,2017-02-26,7,41
113,2017-03-05,8,55
114,2017-03-12,11,32
115,2017-03-19,0,50
116,2017-03-26,10,48
117,2017-04-02,10,38
118,2017-04-09,7,46
119,2017-04-16,18,46
120,2017-04-23,0,37
121,2017-04-30,11,41
122,2017-05-07,20,41
123,2017-05-14,10,32
124,2017-05-21,0,52
125,2017-05-28,22,27
126,2017-06-04,9,48
127,2017-06-11,0,69
128,2017-06-18,0,36
129,2017-06-25,16,45
130,2017-07-02,29,58
131,2017-07-09,9,33
132,2017-07-16,0,61
133,2017-07-23,29,40
134,2017-07-30,14,8
135,2017-08-06,18,23
136,2017-08-13,24,26
137,2017-08-20,26,41
138,2017-08-27,48,48
139,2017-09-03,54,61
140,2017-09-10,17,73
141,2017-09-17,12,69
142,2017-09-24,27,40
143,2017-10-01,50,59
144,2017-10-08,96,43
145,2017-10-15,69,43
146,2017-10-22,34,61
147,2017-10-29,27,42
148,2017-11-05,50,43
149,2017-11-12,31,27
150,2017-11-19,87,39
151,2017-11-26,12,52
152,2017-12-03,27,51
153,2017-12-10,25,53
154,2017-12-17,26,45
155,2017-12-24,38,48
156,2017-12-31,19,30
157,2018-01-07,35,36
158,2018-01-14,29,45
159,2018-01-21,28,50
160,2018-01-28,72,54
161,2018-02-04,100,79
162,2018-02-11,29,62
163,2018-02-18,36,63
164,2018-02-25,62,52
165,2018-03-04,57,43
166,2018-03-11,31,37
167,2018-03-18,24,57
168,2018-03-25,52,29
169,2018-04-01,45,59
170,2018-04-08,90,65
171,2018-04-15,43,40
172,2018-04-22,37,65
173,2018-04-29,25,50
174,2018-05-06,15,31
175,2018-05-13,33,27
176,2018-05-20,23,31
177,2018-05-27,19,50
178,2018-06-03,14,40
179,2018-06-10,18,40
180,2018-06-17,15,51
181,2018-06-24,11,40
182,2018-07-01,33,24
183,2018-07-08,20,35
184,2018-07-15,18,58
185,2018-07-22,17,37
186,2018-07-29,16,24
187,2018-08-05,29,25
188,2018-08-12,0,37
189,2018-08-19,24,33
190,2018-08-26,7,42
191,2018-09-02,22,46
192,2018-09-09,10,49
193,2018-09-16,10,49
194,2018-09-23,13,43
195,2018-09-30,21,47
196,2018-10-07,6,40
197,2018-10-14,12,42
198,2018-10-21,18,45
199,2018-10-28,15,51
200,2018-11-04,31,47
201,2018-11-11,11,20
202,2018-11-18,7,37
203,2018-11-25,30,57
204,2018-12-02,6,51
205,2018-12-09,0,56
206,2018-12-16,0,31
207,2018-12-23,20,25
208,2018-12-30,23,49
209,2019-01-06,0,0
210,2019-01-13,0,0
211,2019-01-20,0,0
212,2019-01-27,0,0
213,2019-02-03,0,0
214,2019-02-10,0,0
215,2019-02-17,17,47
216,2019-02-24,0,0
217,2019-03-03,0,0
218,2019-03-10,0,0
219,2019-03-17,0,0
220,2019-03-24,0,0
221,2019-03-31,0,0
222,2019-04-07,0,0
223,2019-04-14,0,0
224,2019-04-21,0,0
225,2019-04-28,0,0
226,2019-05-05,27,32
227,2019-05-12,0,0
228,2019-05-19,0,0
229,2019-05-26,0,0
230,2019-06-02,0,0
231,2019-06-09,0,0
232,2019-06-16,0,0
233,2019-06-23,0,0
234,2019-06-30,0,0
235,2019-07-07,0,0
236,2019-07-14,17,33
237,2019-07-21,0,0
238,2019-07-28,30,45
239,2019-08-04,0,0
240,2019-08-11,0,0
241,2019-08-18,0,0
242,2019-08-25,0,0
243,2019-09-01,0,0
244,2019-09-08,0,0
245,2019-09-15,0,0
246,2019-09-22,6,36
247,2019-09-29,0,0
248,2019-10-06,0,0
249,2019-10-13,0,0
250,2019-10-20,0,0
251,2019-10-27,0,0
252,2019-11-03,0,0
253,2019-11-10,0,0
254,2019-11-17,0,0
255,2019-11-24,17,40
256,2019-12-01,24,66
257,2019-12-08,0,0
258,2019-12-15,0,0
259,2019-12-22,0,0
260,2019-12-29,0,0
