,date,Guns N' Roses,Alphabet
0,2015-01-04,4,34
1,2015-01-11,6,24
2,2015-01-18,6,29
3,2015-01-25,0,25
4,2015-02-01,7,31
5,2015-02-08,3,30
6,2015-02-15,6,23
7,2015-02-22,3,28
8,2015-03-01,5,26
9,2015-03-08,0,27
10,2015-03-15,9,31
11,2015-03-22,6,27
12,2015-03-29,4,28
13,2015-04-05,0,37
14,2015-04-12,8,29
15,2015-04-19,8,37
16,2015-04-26,0,38
17,2015-05-03,0,25
18,2015-05-10,5,36
19,2015-05-17,9,27
20,2015-05-24,7,22
21,2015-05-31,0,14
22,2015-06-07,0,25
23,2015-06-14,0,27
24,2015-06-21,8,12
25,2015-06-28,0,20
26,2015-07-05,8,14
27,2015-07-12,3,27
28,2015-07-19,8,21
29,2015-07-26,7,19
30,2015-08-02,3,26
31,2015-08-09,7,45
32,2015-08-16,7,37
33,2015-08-23,5,34
34,2015-08-30,7,34
35,2015-09-06,9,26
36,2015-09-13,5,31
37,2015-09-20,9,32
38,2015-09-27,5,30
39,2015-10-04,0,38
40,2015-10-11,8,39
41,2015-10-18,0,29
42,2015-10-25,13,33
43,2015-11-01,0,26
44,2015-11-08,11,36
45,2015-11-15,10,28
46,2015-11-22,3,24
47,2015-11-29,9,28
48,2015-12-06,8,33
49,2015-12-13,5,28
50,2015-12-20,0,24
51,2015-12-27,13,22
52,2016-01-03,14,28
53,2016-01-10,9,28
54,2016-01-17,15,28
55,2016-01-24,4,26
56,2016-01-31,15,28
57,2016-02-07,16,29
58,2016-02-14,5,36
59,2016-02-21,0,33
60,2016-02-28,5,48
61,2016-03-06,6,37
62,2016-03-13,5,29
63,2016-03-20,15,27
64,2016-03-27,25,27
65,2016-04-03,39,31
66,2016-04-10,22,34
67,2016-04-17,21,25
68,2016-04-24,13,31
69,2016-05-01,8,32
70,2016-05-08,6,23
71,2016-05-15,8,31
72,2016-05-22,4,18
73,2016-05-29,9,27
74,2016-06-05,11,28
75,2016-06-12,13,15
