,date,Pink,Alphabet
0,2015-01-04,8,35
1,2015-01-11,7,31
2,2015-01-18,6,28
3,2015-01-25,6,29
4,2015-02-01,6,33
5,2015-02-08,8,28
6,2015-02-15,6,29
7,2015-02-22,7,31
8,2015-03-01,4,29
9,2015-03-08,5,32
10,2015-03-15,5,30
11,2015-03-22,8,28
12,2015-03-29,6,29
13,2015-04-05,7,29
14,2015-04-12,11,28
15,2015-04-19,8,32
16,2015-04-26,7,28
17,2015-05-03,7,28
18,2015-05-10,9,27
19,2015-05-17,7,29
20,2015-05-24,5,32
21,2015-05-31,5,33
22,2015-06-07,7,26
23,2015-06-14,9,26
24,2015-06-21,7,29
25,2015-06-28,5,36
26,2015-07-05,5,44
27,2015-07-12,7,38
28,2015-07-19,4,40
29,2015-07-26,5,35
30,2015-08-02,9,37
31,2015-08-09,8,96
32,2015-08-16,6,49
33,2015-08-23,9,56
34,2015-08-30,3,69
35,2015-09-06,9,61
36,2015-09-13,3,67
37,2015-09-20,11,61
38,2015-09-27,6,57
39,2015-10-04,7,65
40,2015-10-11,7,54
41,2015-10-18,7,60
42,2015-10-25,7,57
43,2015-11-01,5,55
44,2015-11-08,6,50
45,2015-11-15,8,54
46,2015-11-22,8,40
47,2015-11-29,5,54
48,2015-12-06,8,54
49,2015-12-13,6,46
50,2015-12-20,4,36
51,2015-12-27,8,32
52,2016-01-03,5,45
53,2016-01-10,7,44
54,2016-01-17,5,46
55,2016-01-24,7,40
56,2016-01-31,9,60
57,2016-02-07,7,48
58,2016-02-14,10,51
59,2016-02-21,5,55
60,2016-02-28,5,44
61,2016-03-06,7,39
62,2016-03-13,6,44
63,2016-03-20,8,50
64,2016-03-27,6,43
65,2016-04-03,8,43
66,2016-04-10,10,51
67,2016-04-17,7,46
68,2016-04-24,10,45
69,2016-05-01,14,40
70,2016-05-08,14,41
71,2016-05-15,16,43
72,2016-05-22,26,43
73,2016-05-29,17,41
74,2016-06-05,13,41
75,2016-06-12,11,41
76,2016-06-19,11,37
77,2016-06-26,8,33
78,2016-07-03,11,31
79,2016-07-10,8,31
80,2016-07-17,13,34
81,2016-07-24,14,43
82,2016-07-31,14,44
83,2016-08-07,12,39
84,2016-08-14,11,37
85,2016-08-21,9,51
86,2016-08-28,13,58
87,2016-09-04,8,55
88,2016-09-11,8,59
89,2016-09-18,10,52
90,2016-09-25,8,54
91,2016-10-02,8,50
92,2016-10-09,9,39
93,2016-10-16,11,43
94,2016-10-23,7,47
95,2016-10-30,6,44
96,2016-11-06,7,40
97,2016-11-13,14,47
98,2016-11-20,10,41
99,2016-11-27,7,43
100,2016-12-04,8,42
101,2016-12-11,9,54
102,2016-12-18,8,36
103,2016-12-25,15,39
104,2017-01-01,12,44
105,2017-01-08,9,42
106,2017-01-15,6,44
107,2017-01-22,8,47
108,2017-01-29,10,41
109,2017-02-05,10,46
110,2017-02-12,11,52
111,2017-02-19,8,47
112,2017-02-26,7,52
113,2017-03-05,8,44
114,2017-03-12,8,47
115,2017-03-19,9,47
116,2017-03-26,7,48
117,2017-04-02,8,44
118,2017-04-09,8,44
119,2017-04-16,11,43
120,2017-04-23,7,44
121,2017-04-30,9,46
122,2017-05-07,7,47
123,2017-05-14,7,52
124,2017-05-21,5,47
125,2017-05-28,6,47
126,2017-06-04,9,39
127,2017-06-11,6,45
128,2017-06-18,11,41
129,2017-06-25,8,39
130,2017-07-02,12,33
131,2017-07-09,10,40
132,2017-07-16,4,39
133,2017-07-23,7,36
134,2017-07-30,7,35
135,2017-08-06,14,42
136,2017-08-13,17,42
137,2017-08-20,16,41
138,2017-08-27,46,49
139,2017-09-03,16,55
140,2017-09-10,11,57
141,2017-09-17,15,66
142,2017-09-24,13,55
143,2017-10-01,30,60
144,2017-10-08,59,55
145,2017-10-15,47,49
146,2017-10-22,21,54
147,2017-10-29,17,50
148,2017-11-05,20,48
149,2017-11-12,19,49
150,2017-11-19,46,41
151,2017-11-26,18,46
152,2017-12-03,17,50
153,2017-12-10,20,47
154,2017-12-17,15,44
155,2017-12-24,20,42
156,2017-12-31,16,41
157,2018-01-07,21,45
158,2018-01-14,16,48
159,2018-01-21,21,59
160,2018-01-28,45,60
161,2018-02-04,78,56
