,date,Metallica,Alphabet
0,2015-01-04,4,21
1,2015-01-11,6,22
2,2015-01-18,7,23
3,2015-01-25,5,22
4,2015-02-01,7,21
5,2015-02-08,6,26
6,2015-02-15,7,22
7,2015-02-22,7,23
8,2015-03-01,6,24
9,2015-03-08,7,22
10,2015-03-15,8,16
11,2015-03-22,12,20
12,2015-03-29,8,21
13,2015-04-05,8,21
14,2015-04-12,8,21
15,2015-04-19,8,20
16,2015-04-26,7,21
17,2015-05-03,7,20
18,2015-05-10,6,20
19,2015-05-17,8,19
20,2015-05-24,8,19
21,2015-05-31,6,20
22,2015-06-07,6,17
23,2015-06-14,8,17
24,2015-06-21,7,15
25,2015-06-28,6,15
26,2015-07-05,9,16
27,2015-07-12,7,16
28,2015-07-19,8,19
29,2015-07-26,15,16
30,2015-08-02,20,14
31,2015-08-09,9,41
32,2015-08-16,6,23
33,2015-08-23,7,25
34,2015-08-30,7,29
35,2015-09-06,8,22
36,2015-09-13,7,24
37,2015-09-20,9,24
38,2015-09-27,6,24
39,2015-10-04,7,27
40,2015-10-11,6,27
41,2015-10-18,6,25
42,2015-10-25,7,21
43,2015-11-01,8,23
44,2015-11-08,7,23
45,2015-11-15,8,23
46,2015-11-22,8,20
47,2015-11-29,7,24
48,2015-12-06,6,24
49,2015-12-13,7,21
50,2015-12-20,9,20
51,2015-12-27,8,17
52,2016-01-03,7,18
53,2016-01-10,8,19
54,2016-01-17,8,19
55,2016-01-24,8,22
56,2016-01-31,8,28
57,2016-02-07,14,20
58,2016-02-14,8,19
59,2016-02-21,8,21
60,2016-02-28,7,23
61,2016-03-06,7,17
62,2016-03-13,10,21
63,2016-03-20,13,19
64,2016-03-27,9,14
65,2016-04-03,9,22
66,2016-04-10,8,20
67,2016-04-17,10,18
68,2016-04-24,8,21
69,2016-05-01,7,20
70,2016-05-08,7,20
71,2016-05-15,6,24
72,2016-05-22,8,19
73,2016-05-29,7,16
74,2016-06-05,8,17
75,2016-06-12,8,14
76,2016-06-19,6,14
77,2016-06-26,8,18
78,2016-07-03,6,15
79,2016-07-10,9,15
80,2016-07-17,7,16
81,2016-07-24,8,17
82,2016-07-31,8,21
83,2016-08-07,8,16
84,2016-08-14,22,18
85,2016-08-21,21,25
86,2016-08-28,10,24
87,2016-09-04,11,24
88,2016-09-11,7,23
89,2016-09-18,8,22
90,2016-09-25,15,22
91,2016-10-02,8,19
92,2016-10-09,9,19
93,2016-10-16,9,22
94,2016-10-23,7,21
95,2016-10-30,10,21
96,2016-11-06,11,19
97,2016-11-13,31,24
98,2016-11-20,20,18
99,2016-11-27,14,20
100,2016-12-04,13,21
101,2016-12-11,10,20
102,2016-12-18,11,20
103,2016-12-25,11,17
104,2017-01-01,9,19
105,2017-01-08,10,22
106,2017-01-15,8,21
107,2017-01-22,9,21
108,2017-01-29,10,21
109,2017-02-05,14,20
110,2017-02-12,100,20
111,2017-02-19,27,22
112,2017-02-26,17,21
113,2017-03-05,15,20
114,2017-03-12,14,20
115,2017-03-19,12,20
116,2017-03-26,12,21
117,2017-04-02,10,20
118,2017-04-09,13,20
119,2017-04-16,12,20
120,2017-04-23,13,22
121,2017-04-30,12,23
122,2017-05-07,13,22
123,2017-05-14,14,20
124,2017-05-21,16,23
125,2017-05-28,21,21
126,2017-06-04,36,20
127,2017-06-11,37,19
128,2017-06-18,70,18
129,2017-06-25,11,17
130,2017-07-02,12,15
131,2017-07-09,10,19
132,2017-07-16,10,15
133,2017-07-23,9,17
134,2017-07-30,9,16
135,2017-08-06,11,16
136,2017-08-13,10,20
137,2017-08-20,7,24
138,2017-08-27,8,24
139,2017-09-03,8,24
140,2017-09-10,8,23
141,2017-09-17,6,25
142,2017-09-24,8,24
143,2017-10-01,6,23
144,2017-10-08,7,23
145,2017-10-15,7,23
146,2017-10-22,7,25
147,2017-10-29,8,24
148,2017-11-05,10,25
149,2017-11-12,7,24
150,2017-11-19,8,18
151,2017-11-26,6,22
152,2017-12-03,8,22
153,2017-12-10,6,22
154,2017-12-17,7,20
155,2017-12-24,7,16
156,2017-12-31,6,18
157,2018-01-07,6,22
158,2018-01-14,7,21
159,2018-01-21,7,23
160,2018-01-28,8,27
161,2018-02-04,7,26
162,2018-02-11,6,25
163,2018-02-18,7,23
164,2018-02-25,26,23
165,2018-03-04,10,23
166,2018-03-11,10,22
167,2018-03-18,8,23
168,2018-03-25,8,17
169,2018-04-01,9,20
170,2018-04-08,9,22
171,2018-04-15,7,21
172,2018-04-22,9,23
173,2018-04-29,8,20
174,2018-05-06,7,20
175,2018-05-13,7,21
176,2018-05-20,9,21
177,2018-05-27,7,18
178,2018-06-03,7,18
179,2018-06-10,7,17
180,2018-06-17,7,17
181,2018-06-24,8,18
182,2018-07-01,7,16
183,2018-07-08,7,16
184,2018-07-15,8,16
185,2018-07-22,7,21
186,2018-07-29,7,17
187,2018-08-05,7,19
