,date,Ed Sheeran,Alphabet
0,2015-01-04,33,22
1,2015-01-11,36,22
2,2015-01-18,37,23
3,2015-01-25,39,21
4,2015-02-01,34,22
5,2015-02-08,91,23
6,2015-02-15,43,20
7,2015-02-22,53,22
8,2015-03-01,36,22
9,2015-03-08,30,21
10,2015-03-15,27,21
11,2015-03-22,24,23
12,2015-03-29,22,19
13,2015-04-05,27,21
14,2015-04-12,21,20
15,2015-04-19,19,22
16,2015-04-26,17,19
17,2015-05-03,22,17
18,2015-05-10,36,20
19,2015-05-17,34,16
20,2015-05-24,36,21
21,2015-05-31,28,20
22,2015-06-07,23,19
23,2015-06-14,30,17
24,2015-06-21,23,17
25,2015-06-28,22,18
26,2015-07-05,20,19
27,2015-07-12,15,18
28,2015-07-19,18,20
29,2015-07-26,17,17
30,2015-08-02,19,15
31,2015-08-09,24,36
32,2015-08-16,28,25
33,2015-08-23,17,23
34,2015-08-30,18,35
35,2015-09-06,18,29
36,2015-09-13,16,29
37,2015-09-20,18,24
38,2015-09-27,23,29
39,2015-10-04,18,34
40,2015-10-11,16,27
41,2015-10-18,16,32
42,2015-10-25,14,28
43,2015-11-01,12,29
44,2015-11-08,15,25
45,2015-11-15,13,23
46,2015-11-22,13,21
47,2015-11-29,10,25
48,2015-12-06,10,25
49,2015-12-13,11,22
50,2015-12-20,12,22
51,2015-12-27,12,16
52,2016-01-03,11,16
53,2016-01-10,10,18
54,2016-01-17,11,21
55,2016-01-24,7,22
56,2016-01-31,8,26
57,2016-02-07,8,21
58,2016-02-14,22,23
59,2016-02-21,10,25
60,2016-02-28,8,22
61,2016-03-06,9,20
62,2016-03-13,6,19
63,2016-03-20,7,18
64,2016-03-27,8,21
65,2016-04-03,6,21
66,2016-04-10,8,21
67,2016-04-17,5,22
68,2016-04-24,5,23
69,2016-05-01,7,20
70,2016-05-08,8,19
71,2016-05-15,5,21
72,2016-05-22,7,20
73,2016-05-29,7,17
74,2016-06-05,8,16
75,2016-06-12,5,17
76,2016-06-19,5,16
77,2016-06-26,5,18
78,2016-07-03,6,18
79,2016-07-10,6,18
80,2016-07-17,5,16
81,2016-07-24,6,15
82,2016-07-31,6,22
83,2016-08-07,5,13
84,2016-08-14,6,18
85,2016-08-21,4,19
86,2016-08-28,4,25
87,2016-09-04,5,25
88,2016-09-11,5,27
89,2016-09-18,5,27
90,2016-09-25,4,24
91,2016-10-02,6,24
92,2016-10-09,5,22
93,2016-10-16,5,23
94,2016-10-23,5,26
95,2016-10-30,4,20
96,2016-11-06,4,16
97,2016-11-13,7,23
98,2016-11-20,5,19
99,2016-11-27,7,26
100,2016-12-04,5,24
101,2016-12-11,8,23
102,2016-12-18,5,22
103,2016-12-25,6,18
104,2017-01-01,26,20
105,2017-01-08,26,20
106,2017-01-15,18,19
107,2017-01-22,19,24
108,2017-01-29,21,24
109,2017-02-05,21,22
110,2017-02-12,52,22
111,2017-02-19,30,21
112,2017-02-26,47,24
113,2017-03-05,100,22
114,2017-03-12,81,20
115,2017-03-19,53,22
116,2017-03-26,38,22
117,2017-04-02,29,22
118,2017-04-09,29,19
119,2017-04-16,26,19
120,2017-04-23,25,23
121,2017-04-30,22,22
122,2017-05-07,23,24
123,2017-05-14,19,21
124,2017-05-21,25,22
125,2017-05-28,20,21
126,2017-06-04,28,19
127,2017-06-11,23,16
128,2017-06-18,20,17
129,2017-06-25,24,18
130,2017-07-02,34,14
131,2017-07-09,55,15
132,2017-07-16,76,15
133,2017-07-23,22,17
134,2017-07-30,17,18
135,2017-08-06,21,17
136,2017-08-13,16,16
137,2017-08-20,19,20
138,2017-08-27,21,26
139,2017-09-03,17,26
140,2017-09-10,17,28
141,2017-09-17,24,26
142,2017-09-24,41,23
143,2017-10-01,20,25
144,2017-10-08,19,24
145,2017-10-15,37,22
146,2017-10-22,22,24
147,2017-10-29,22,24
148,2017-11-05,29,24
149,2017-11-12,25,25
150,2017-11-19,14,19
151,2017-11-26,23,20
152,2017-12-03,38,23
153,2017-12-10,37,21
154,2017-12-17,43,20
155,2017-12-24,42,16
156,2017-12-31,35,18
157,2018-01-07,42,24
158,2018-01-14,43,20
159,2018-01-21,48,23
160,2018-01-28,39,26
161,2018-02-04,38,26
162,2018-02-11,40,23
163,2018-02-18,31,24
164,2018-02-25,31,24
165,2018-03-04,29,22
166,2018-03-11,23,23
167,2018-03-18,20,22
168,2018-03-25,23,19
169,2018-04-01,18,20
170,2018-04-08,24,21
171,2018-04-15,17,22
172,2018-04-22,21,23
173,2018-04-29,18,19
174,2018-05-06,18,22
175,2018-05-13,20,19
176,2018-05-20,24,19
177,2018-05-27,20,16
178,2018-06-03,14,17
179,2018-06-10,15,19
180,2018-06-17,14,15
181,2018-06-24,21,19
182,2018-07-01,19,16
183,2018-07-08,17,17
184,2018-07-15,19,16
185,2018-07-22,18,19
186,2018-07-29,16,17
187,2018-08-05,17,16
188,2018-08-12,17,17
189,2018-08-19,16,17
190,2018-08-26,19,29
191,2018-09-02,20,27
192,2018-09-09,18,26
193,2018-09-16,27,26
194,2018-09-23,81,22
195,2018-09-30,34,26
196,2018-10-07,16,27
197,2018-10-14,13,22
198,2018-10-21,11,24
199,2018-10-28,13,22
200,2018-11-04,13,20
201,2018-11-11,10,21
202,2018-11-18,11,19
203,2018-11-25,9,23
204,2018-12-02,11,23
205,2018-12-09,9,20
206,2018-12-16,10,21
207,2018-12-23,11,15
208,2018-12-30,9,18
209,2019-01-06,9,20
210,2019-01-13,9,20
211,2019-01-20,9,22
212,2019-01-27,11,21
213,2019-02-03,9,27
214,2019-02-10,11,22
215,2019-02-17,12,22
216,2019-02-24,9,22
217,2019-03-03,10,22
218,2019-03-10,8,19
219,2019-03-17,9,23
220,2019-03-24,10,23
221,2019-03-31,7,22
222,2019-04-07,9,22
223,2019-04-14,9,19
224,2019-04-21,8,18
225,2019-04-28,9,21
226,2019-05-05,16,19
227,2019-05-12,13,17
228,2019-05-19,14,18
229,2019-05-26,14,18
230,2019-06-02,13,23
231,2019-06-09,12,15
232,2019-06-16,15,18
233,2019-06-23,15,17
234,2019-06-30,17,15
235,2019-07-07,32,16
236,2019-07-14,24,15
237,2019-07-21,17,16
238,2019-07-28,20,17
239,2019-08-04,14,19
240,2019-08-11,14,19
241,2019-08-18,11,19
242,2019-08-25,14,22
243,2019-09-01,12,24
244,2019-09-08,9,27
245,2019-09-15,10,24
246,2019-09-22,11,27
247,2019-09-29,11,24
248,2019-10-06,11,23
249,2019-10-13,10,24
250,2019-10-20,10,23
251,2019-10-27,9,27
252,2019-11-03,9,24
253,2019-11-10,9,24
254,2019-11-17,9,25
255,2019-11-24,10,20
256,2019-12-01,8,27
257,2019-12-08,7,19
258,2019-12-15,8,20
259,2019-12-22,12,16
260,2019-12-29,11,19
