,date,Ed Sheeran,Alphabet
0,2015-01-04,25,19
1,2015-01-11,25,25
2,2015-01-18,23,24
3,2015-01-25,27,22
4,2015-02-01,23,20
5,2015-02-08,59,23
6,2015-02-15,35,23
7,2015-02-22,31,22
8,2015-03-01,24,20
9,2015-03-08,18,16
10,2015-03-15,19,24
11,2015-03-22,25,23
12,2015-03-29,26,16
13,2015-04-05,17,21
14,2015-04-12,25,20
15,2015-04-19,18,24
16,2015-04-26,11,24
17,2015-05-03,13,19
18,2015-05-10,15,20
19,2015-05-17,26,21
20,2015-05-24,20,16
21,2015-05-31,24,16
22,2015-06-07,25,13
23,2015-06-14,30,20
24,2015-06-21,25,17
25,2015-06-28,27,13
26,2015-07-05,24,16
27,2015-07-12,20,17
28,2015-07-19,23,18
29,2015-07-26,16,14
30,2015-08-02,16,12
31,2015-08-09,30,35
32,2015-08-16,27,19
33,2015-08-23,22,21
34,2015-08-30,22,25
35,2015-09-06,19,28
36,2015-09-13,60,34
37,2015-09-20,15,24
38,2015-09-27,20,30
39,2015-10-04,14,25
40,2015-10-11,17,21
41,2015-10-18,14,30
42,2015-10-25,11,22
43,2015-11-01,14,30
44,2015-11-08,10,25
45,2015-11-15,12,24
46,2015-11-22,12,22
47,2015-11-29,8,24
48,2015-12-06,7,26
49,2015-12-13,12,22
50,2015-12-20,9,18
51,2015-12-27,12,12
52,2016-01-03,7,19
53,2016-01-10,7,18
54,2016-01-17,9,23
55,2016-01-24,7,21
56,2016-01-31,8,28
57,2016-02-07,4,22
58,2016-02-14,18,21
59,2016-02-21,8,24
60,2016-02-28,7,22
61,2016-03-06,4,21
62,2016-03-13,4,22
63,2016-03-20,7,18
64,2016-03-27,7,19
65,2016-04-03,5,20
66,2016-04-10,5,23
67,2016-04-17,5,18
68,2016-04-24,6,18
69,2016-05-01,6,17
70,2016-05-08,7,20
71,2016-05-15,6,21
72,2016-05-22,5,18
73,2016-05-29,4,18
74,2016-06-05,10,18
75,2016-06-12,4,17
76,2016-06-19,5,12
77,2016-06-26,6,15
78,2016-07-03,6,15
79,2016-07-10,3,17
80,2016-07-17,2,14
81,2016-07-24,3,16
82,2016-07-31,5,20
83,2016-08-07,4,16
84,2016-08-14,4,16
85,2016-08-21,4,17
86,2016-08-28,3,20
87,2016-09-04,4,21
88,2016-09-11,5,34
89,2016-09-18,2,24
90,2016-09-25,4,27
91,2016-10-02,4,20
92,2016-10-09,3,26
93,2016-10-16,5,18
94,2016-10-23,2,24
95,2016-10-30,3,21
96,2016-11-06,5,23
97,2016-11-13,5,21
98,2016-11-20,5,17
99,2016-11-27,6,25
100,2016-12-04,4,22
101,2016-12-11,7,20
102,2016-12-18,4,20
103,2016-12-25,6,15
104,2017-01-01,27,23
105,2017-01-08,24,19
106,2017-01-15,15,20
107,2017-01-22,16,22
108,2017-01-29,16,21
109,2017-02-05,18,21
110,2017-02-12,46,22
111,2017-02-19,26,18
112,2017-02-26,41,17
113,2017-03-05,80,23
114,2017-03-12,71,22
115,2017-03-19,42,21
116,2017-03-26,36,22
117,2017-04-02,29,21
118,2017-04-09,24,18
119,2017-04-16,26,20
120,2017-04-23,19,23
121,2017-04-30,21,20
122,2017-05-07,20,22
123,2017-05-14,18,19
124,2017-05-21,24,23
125,2017-05-28,17,17
126,2017-06-04,30,17
127,2017-06-11,20,19
128,2017-06-18,24,17
129,2017-06-25,65,16
130,2017-07-02,47,17
131,2017-07-09,20,17
132,2017-07-16,59,15
133,2017-07-23,20,14
134,2017-07-30,17,15
135,2017-08-06,16,16
136,2017-08-13,14,14
137,2017-08-20,14,17
138,2017-08-27,16,17
139,2017-09-03,11,23
140,2017-09-10,13,29
141,2017-09-17,21,27
142,2017-09-24,26,22
143,2017-10-01,20,23
144,2017-10-08,23,22
145,2017-10-15,54,21
146,2017-10-22,26,24
147,2017-10-29,17,22
148,2017-11-05,22,23
149,2017-11-12,22,25
150,2017-11-19,13,20
151,2017-11-26,24,24
152,2017-12-03,34,18
153,2017-12-10,29,21
154,2017-12-17,33,20
155,2017-12-24,33,18
156,2017-12-31,26,20
157,2018-01-07,31,21
158,2018-01-14,32,19
159,2018-01-21,45,20
160,2018-01-28,39,26
161,2018-02-04,23,23
162,2018-02-11,27,25
163,2018-02-18,24,23
164,2018-02-25,27,21
165,2018-03-04,23,23
166,2018-03-11,22,20
167,2018-03-18,16,22
168,2018-03-25,20,19
169,2018-04-01,18,20
170,2018-04-08,19,22
171,2018-04-15,16,23
172,2018-04-22,14,18
173,2018-04-29,12,21
174,2018-05-06,16,20
175,2018-05-13,14,22
176,2018-05-20,17,18
177,2018-05-27,15,20
178,2018-06-03,17,16
179,2018-06-10,12,14
180,2018-06-17,12,17
181,2018-06-24,17,15
182,2018-07-01,19,14
183,2018-07-08,17,16
184,2018-07-15,19,14
185,2018-07-22,14,12
186,2018-07-29,17,23
187,2018-08-05,15,13
188,2018-08-12,16,15
189,2018-08-19,13,12
190,2018-08-26,17,21
191,2018-09-02,18,27
192,2018-09-09,19,26
193,2018-09-16,18,20
194,2018-09-23,13,21
195,2018-09-30,22,26
196,2018-10-07,25,25
197,2018-10-14,100,18
198,2018-10-21,75,21
199,2018-10-28,12,24
200,2018-11-04,11,21
201,2018-11-11,9,24
202,2018-11-18,9,18
203,2018-11-25,9,23
204,2018-12-02,9,20
205,2018-12-09,8,22
206,2018-12-16,8,24
207,2018-12-23,8,15
208,2018-12-30,7,21
209,2019-01-06,10,22
210,2019-01-13,10,20
211,2019-01-20,9,21
212,2019-01-27,11,21
213,2019-02-03,10,20
214,2019-02-10,7,26
215,2019-02-17,11,22
216,2019-02-24,9,25
217,2019-03-03,8,23
218,2019-03-10,7,24
219,2019-03-17,8,16
220,2019-03-24,10,19
221,2019-03-31,8,18
222,2019-04-07,7,20
223,2019-04-14,10,24
224,2019-04-21,8,26
225,2019-04-28,9,21
226,2019-05-05,13,20
227,2019-05-12,13,19
228,2019-05-19,11,23
229,2019-05-26,14,23
230,2019-06-02,10,21
231,2019-06-09,9,17
232,2019-06-16,10,16
233,2019-06-23,11,18
234,2019-06-30,16,17
235,2019-07-07,29,16
236,2019-07-14,20,15
237,2019-07-21,15,15
238,2019-07-28,13,18
239,2019-08-04,12,16
240,2019-08-11,12,17
241,2019-08-18,9,19
242,2019-08-25,12,18
243,2019-09-01,9,23
244,2019-09-08,9,28
245,2019-09-15,7,22
246,2019-09-22,7,25
247,2019-09-29,10,26
248,2019-10-06,10,26
249,2019-10-13,8,21
250,2019-10-20,10,26
251,2019-10-27,7,27
252,2019-11-03,8,23
253,2019-11-10,9,25
254,2019-11-17,8,25
255,2019-11-24,9,17
256,2019-12-01,7,23
257,2019-12-08,7,22
258,2019-12-15,8,19
259,2019-12-22,11,16
260,2019-12-29,11,21
