,date,Pink,Alphabet
0,2015-01-04,5,54
1,2015-01-11,0,45
2,2015-01-18,9,52
3,2015-01-25,5,52
4,2015-02-01,10,59
5,2015-02-08,10,73
6,2015-02-15,8,50
7,2015-02-22,2,48
8,2015-03-01,12,52
9,2015-03-08,8,50
10,2015-03-15,4,53
11,2015-03-22,14,54
12,2015-03-29,6,55
13,2015-04-05,7,46
14,2015-04-12,16,56
15,2015-04-19,8,45
16,2015-04-26,15,37
17,2015-05-03,8,39
18,2015-05-10,9,39
19,2015-05-17,2,46
20,2015-05-24,7,56
21,2015-05-31,8,61
22,2015-06-07,10,46
23,2015-06-14,5,50
24,2015-06-21,12,25
25,2015-06-28,4,36
26,2015-07-05,6,46
27,2015-07-12,8,48
28,2015-07-19,7,49
29,2015-07-26,7,33
30,2015-08-02,5,37
31,2015-08-09,5,100
32,2015-08-16,5,49
33,2015-08-23,8,60
34,2015-08-30,8,81
35,2015-09-06,5,74
36,2015-09-13,6,70
37,2015-09-20,9,64
38,2015-09-27,11,68
39,2015-10-04,5,81
40,2015-10-11,5,61
41,2015-10-18,7,57
42,2015-10-25,9,60
43,2015-11-01,11,63
44,2015-11-08,9,64
45,2015-11-15,13,71
46,2015-11-22,8,52
47,2015-11-29,6,59
48,2015-12-06,10,61
49,2015-12-13,0,50
50,2015-12-20,12,40
51,2015-12-27,9,36
52,2016-01-03,7,45
53,2016-01-10,6,42
54,2016-01-17,6,44
55,2016-01-24,8,45
56,2016-01-31,13,58
57,2016-02-07,12,44
58,2016-02-14,7,57
59,2016-02-21,9,55
60,2016-02-28,3,56
61,2016-03-06,10,53
62,2016-03-13,7,35
63,2016-03-20,0,42
64,2016-03-27,3,49
65,2016-04-03,8,54
66,2016-04-10,12,52
67,2016-04-17,5,49
68,2016-04-24,13,45
69,2016-05-01,11,37
70,2016-05-08,11,47
71,2016-05-15,17,41
72,2016-05-22,21,46
73,2016-05-29,18,46
74,2016-06-05,13,40
75,2016-06-12,13,34
76,2016-06-19,13,37
77,2016-06-26,14,44
78,2016-07-03,9,34
79,2016-07-10,12,36
80,2016-07-17,14,41
81,2016-07-24,15,45
82,2016-07-31,11,49
83,2016-08-07,13,32
84,2016-08-14,11,40
85,2016-08-21,12,34
86,2016-08-28,5,74
87,2016-09-04,11,63
88,2016-09-11,9,63
89,2016-09-18,7,50
90,2016-09-25,7,53
91,2016-10-02,7,43
92,2016-10-09,3,38
93,2016-10-16,6,48
94,2016-10-23,8,54
95,2016-10-30,8,44
96,2016-11-06,10,47
97,2016-11-13,18,57
98,2016-11-20,8,45
99,2016-11-27,10,52
100,2016-12-04,9,55
101,2016-12-11,7,47
102,2016-12-18,12,55
103,2016-12-25,12,45
104,2017-01-01,10,49
105,2017-01-08,6,49
106,2017-01-15,12,51
107,2017-01-22,5,43
108,2017-01-29,7,46
109,2017-02-05,7,55
110,2017-02-12,8,58
111,2017-02-19,8,37
112,2017-02-26,2,57
113,2017-03-05,7,51
114,2017-03-12,3,51
115,2017-03-19,7,47
116,2017-03-26,8,51
117,2017-04-02,9,46
118,2017-04-09,7,41
119,2017-04-16,10,42
120,2017-04-23,8,51
121,2017-04-30,4,57
122,2017-05-07,7,50
123,2017-05-14,8,51
124,2017-05-21,6,40
125,2017-05-28,5,52
126,2017-06-04,6,45
127,2017-06-11,9,33
128,2017-06-18,6,43
129,2017-06-25,7,30
130,2017-07-02,10,33
131,2017-07-09,12,42
132,2017-07-16,9,31
133,2017-07-23,9,37
134,2017-07-30,8,40
135,2017-08-06,9,42
136,2017-08-13,14,37
137,2017-08-20,15,38
138,2017-08-27,55,51
139,2017-09-03,18,44
140,2017-09-10,11,61
141,2017-09-17,15,55
142,2017-09-24,13,66
143,2017-10-01,25,57
144,2017-10-08,55,47
145,2017-10-15,54,47
146,2017-10-22,20,50
147,2017-10-29,17,50
148,2017-11-05,32,54
149,2017-11-12,18,53
150,2017-11-19,48,53
151,2017-11-26,20,57
152,2017-12-03,23,58
153,2017-12-10,18,53
154,2017-12-17,17,48
155,2017-12-24,19,34
156,2017-12-31,24,42
157,2018-01-07,21,53
158,2018-01-14,16,44
159,2018-01-21,23,48
160,2018-01-28,58,67
161,2018-02-04,96,57
162,2018-02-11,18,52
163,2018-02-18,25,47
164,2018-02-25,38,53
165,2018-03-04,39,55
166,2018-03-11,28,46
167,2018-03-18,24,46
168,2018-03-25,26,49
169,2018-04-01,29,51
170,2018-04-08,37,47
171,2018-04-15,84,53
172,2018-04-22,32,48
173,2018-04-29,37,40
174,2018-05-06,21,44
175,2018-05-13,27,48
176,2018-05-20,19,48
177,2018-05-27,16,46
178,2018-06-03,18,43
179,2018-06-10,15,44
180,2018-06-17,23,49
181,2018-06-24,17,37
182,2018-07-01,11,37
183,2018-07-08,15,43
184,2018-07-15,16,41
185,2018-07-22,18,47
186,2018-07-29,20,44
187,2018-08-05,16,39
188,2018-08-12,17,41
189,2018-08-19,16,44
190,2018-08-26,17,51
191,2018-09-02,12,62
192,2018-09-09,12,63
193,2018-09-16,9,63
194,2018-09-23,10,72
195,2018-09-30,7,54
196,2018-10-07,8,65
197,2018-10-14,8,47
198,2018-10-21,10,61
199,2018-10-28,9,53
200,2018-11-04,11,40
201,2018-11-11,20,52
202,2018-11-18,15,43
203,2018-11-25,10,48
204,2018-12-02,10,46
205,2018-12-09,16,45
206,2018-12-16,12,51
207,2018-12-23,9,38
208,2018-12-30,10,42
209,2019-01-06,0,0
210,2019-01-13,21,44
211,2019-01-20,0,0
212,2019-01-27,0,0
213,2019-02-03,15,56
214,2019-02-10,0,0
215,2019-02-17,0,0
216,2019-02-24,0,0
217,2019-03-03,0,0
218,2019-03-10,0,0
219,2019-03-17,0,0
220,2019-03-24,0,0
221,2019-03-31,0,0
