,date,Coldplay,Alphabet
0,2015-01-04,5,18
1,2015-01-11,5,20
2,2015-01-18,4,17
3,2015-01-25,6,18
4,2015-02-01,5,17
5,2015-02-08,7,20
6,2015-02-15,5,18
7,2015-02-22,6,24
8,2015-03-01,5,17
9,2015-03-08,4,17
10,2015-03-15,6,17
11,2015-03-22,3,20
12,2015-03-29,7,18
13,2015-04-05,5,15
14,2015-04-12,5,19
15,2015-04-19,4,17
16,2015-04-26,6,15
17,2015-05-03,4,15
18,2015-05-10,4,14
19,2015-05-17,7,17
20,2015-05-24,7,18
21,2015-05-31,8,17
22,2015-06-07,7,14
23,2015-06-14,7,16
24,2015-06-21,5,14
25,2015-06-28,5,15
26,2015-07-05,4,14
27,2015-07-12,4,15
28,2015-07-19,4,15
29,2015-07-26,3,13
30,2015-08-02,4,12
31,2015-08-09,6,47
32,2015-08-16,4,19
33,2015-08-23,4,18
34,2015-08-30,3,25
35,2015-09-06,4,24
36,2015-09-13,2,21
37,2015-09-20,8,21
38,2015-09-27,6,28
39,2015-10-04,6,26
40,2015-10-11,6,19
41,2015-10-18,3,21
42,2015-10-25,5,20
43,2015-11-01,7,21
44,2015-11-08,6,21
45,2015-11-15,8,22
46,2015-11-22,16,14
47,2015-11-29,22,19
48,2015-12-06,18,21
49,2015-12-13,12,16
50,2015-12-20,9,18
51,2015-12-27,8,17
52,2016-01-03,10,15
53,2016-01-10,7,17
54,2016-01-17,8,18
55,2016-01-24,25,19
56,2016-01-31,43,26
57,2016-02-07,100,17
58,2016-02-14,15,19
59,2016-02-21,12,19
60,2016-02-28,10,16
61,2016-03-06,8,15
62,2016-03-13,11,16
63,2016-03-20,9,18
64,2016-03-27,10,17
65,2016-04-03,8,18
66,2016-04-10,7,18
67,2016-04-17,8,17
68,2016-04-24,10,17
69,2016-05-01,7,16
70,2016-05-08,7,16
71,2016-05-15,9,18
72,2016-05-22,10,16
73,2016-05-29,10,13
74,2016-06-05,10,15
75,2016-06-12,11,15
76,2016-06-19,10,13
77,2016-06-26,10,14
78,2016-07-03,10,12
79,2016-07-10,13,12
80,2016-07-17,22,12
81,2016-07-24,58,15
82,2016-07-31,49,17
83,2016-08-07,12,11
84,2016-08-14,8,15
85,2016-08-21,9,16
86,2016-08-28,8,17
87,2016-09-04,7,21
88,2016-09-11,4,22
89,2016-09-18,5,21
90,2016-09-25,6,20
91,2016-10-02,9,18
92,2016-10-09,12,18
93,2016-10-16,7,16
94,2016-10-23,7,19
95,2016-10-30,6,18
96,2016-11-06,5,16
97,2016-11-13,8,17
98,2016-11-20,7,14
99,2016-11-27,5,18
100,2016-12-04,4,19
101,2016-12-11,7,18
102,2016-12-18,6,18
103,2016-12-25,6,14
104,2017-01-01,5,16
105,2017-01-08,6,18
106,2017-01-15,4,18
107,2017-01-22,5,16
108,2017-01-29,6,21
109,2017-02-05,7,15
110,2017-02-12,5,20
111,2017-02-19,10,18
112,2017-02-26,8,18
113,2017-03-05,8,17
114,2017-03-12,6,16
115,2017-03-19,10,20
116,2017-03-26,8,17
117,2017-04-02,9,19
118,2017-04-09,9,15
119,2017-04-16,8,13
120,2017-04-23,7,17
121,2017-04-30,8,18
122,2017-05-07,6,18
123,2017-05-14,6,17
124,2017-05-21,8,17
125,2017-05-28,9,17
126,2017-06-04,14,18
127,2017-06-11,9,18
128,2017-06-18,12,15
129,2017-06-25,12,13
130,2017-07-02,10,14
131,2017-07-09,15,15
132,2017-07-16,13,12
133,2017-07-23,17,15
134,2017-07-30,71,15
135,2017-08-06,15,13
136,2017-08-13,7,14
137,2017-08-20,6,13
138,2017-08-27,6,17
139,2017-09-03,3,18
140,2017-09-10,5,24
141,2017-09-17,5,21
142,2017-09-24,5,19
143,2017-10-01,5,22
144,2017-10-08,7,20
145,2017-10-15,3,21
146,2017-10-22,2,22
147,2017-10-29,5,18
