,date,The Rolling Stones,Alphabet
0,2015-01-04,3,17
1,2015-01-11,5,18
2,2015-01-18,4,17
3,2015-01-25,4,20
4,2015-02-01,3,16
5,2015-02-08,3,16
6,2015-02-15,6,17
7,2015-02-22,3,13
8,2015-03-01,4,16
9,2015-03-08,15,15
10,2015-03-15,16,15
11,2015-03-22,9,13
12,2015-03-29,20,16
13,2015-04-05,13,17
14,2015-04-12,10,19
15,2015-04-19,8,15
16,2015-04-26,7,13
17,2015-05-03,6,15
18,2015-05-10,7,17
19,2015-05-17,8,14
20,2015-05-24,7,14
21,2015-05-31,12,15
22,2015-06-07,6,17
23,2015-06-14,10,16
24,2015-06-21,9,15
25,2015-06-28,8,14
26,2015-07-05,7,13
27,2015-07-12,7,11
28,2015-07-19,1,15
29,2015-07-26,4,14
30,2015-08-02,4,14
31,2015-08-09,4,31
32,2015-08-16,3,25
33,2015-08-23,6,22
34,2015-08-30,4,21
35,2015-09-06,6,21
36,2015-09-13,5,21
37,2015-09-20,4,18
38,2015-09-27,5,23
39,2015-10-04,3,20
40,2015-10-11,4,24
41,2015-10-18,4,21
42,2015-10-25,4,22
43,2015-11-01,4,18
44,2015-11-08,3,16
45,2015-11-15,3,19
46,2015-11-22,6,15
47,2015-11-29,3,15
48,2015-12-06,5,19
49,2015-12-13,4,16
50,2015-12-20,7,16
51,2015-12-27,4,12
52,2016-01-03,3,18
53,2016-01-10,5,13
54,2016-01-17,5,15
55,2016-01-24,4,15
56,2016-01-31,6,18
57,2016-02-07,3,18
58,2016-02-14,6,15
59,2016-02-21,4,15
60,2016-02-28,5,16
61,2016-03-06,4,16
62,2016-03-13,5,15
63,2016-03-20,7,13
64,2016-03-27,5,16
65,2016-04-03,5,16
66,2016-04-10,3,17
67,2016-04-17,5,16
68,2016-04-24,4,14
69,2016-05-01,7,16
70,2016-05-08,6,15
71,2016-05-15,4,16
72,2016-05-22,4,13
73,2016-05-29,3,13
74,2016-06-05,6,11
75,2016-06-12,7,12
76,2016-06-19,3,12
77,2016-06-26,5,11
78,2016-07-03,2,15
79,2016-07-10,4,14
80,2016-07-17,3,9
81,2016-07-24,3,12
82,2016-07-31,2,14
83,2016-08-07,7,14
84,2016-08-14,2,13
85,2016-08-21,3,20
86,2016-08-28,3,19
87,2016-09-04,4,16
88,2016-09-11,5,18
89,2016-09-18,5,18
90,2016-09-25,3,16
91,2016-10-02,6,17
92,2016-10-09,6,14
93,2016-10-16,6,17
94,2016-10-23,6,13
95,2016-10-30,4,13
96,2016-11-06,5,15
97,2016-11-13,4,15
98,2016-11-20,3,13
99,2016-11-27,6,15
100,2016-12-04,9,17
101,2016-12-11,7,13
102,2016-12-18,5,17
103,2016-12-25,4,14
104,2017-01-01,5,14
105,2017-01-08,4,17
106,2017-01-15,6,16
107,2017-01-22,6,17
108,2017-01-29,4,16
109,2017-02-05,4,15
110,2017-02-12,4,15
111,2017-02-19,3,15
112,2017-02-26,4,15
113,2017-03-05,4,17
114,2017-03-12,5,16
115,2017-03-19,4,14
116,2017-03-26,5,13
117,2017-04-02,5,16
118,2017-04-09,3,16
119,2017-04-16,5,15
120,2017-04-23,4,16
121,2017-04-30,5,18
122,2017-05-07,5,19
123,2017-05-14,3,14
124,2017-05-21,4,13
125,2017-05-28,4,13
126,2017-06-04,3,15
127,2017-06-11,5,13
128,2017-06-18,5,13
129,2017-06-25,4,13
130,2017-07-02,4,11
131,2017-07-09,4,13
132,2017-07-16,4,13
133,2017-07-23,5,12
134,2017-07-30,4,13
135,2017-08-06,4,15
136,2017-08-13,3,13
137,2017-08-20,5,16
138,2017-08-27,3,18
139,2017-09-03,4,15
140,2017-09-10,4,18
141,2017-09-17,4,15
142,2017-09-24,3,20
143,2017-10-01,4,18
144,2017-10-08,3,16
145,2017-10-15,4,20
146,2017-10-22,4,16
147,2017-10-29,3,16
148,2017-11-05,5,16
149,2017-11-12,5,20
150,2017-11-19,3,14
151,2017-11-26,3,17
152,2017-12-03,4,19
153,2017-12-10,4,17
154,2017-12-17,3,14
155,2017-12-24,4,11
156,2017-12-31,5,11
157,2018-01-07,4,16
158,2018-01-14,4,17
159,2018-01-21,4,16
160,2018-01-28,4,16
161,2018-02-04,6,19
162,2018-02-11,4,19
163,2018-02-18,4,19
164,2018-02-25,5,19
165,2018-03-04,4,16
166,2018-03-11,6,16
167,2018-03-18,3,15
168,2018-03-25,6,14
169,2018-04-01,4,14
170,2018-04-08,4,16
171,2018-04-15,4,14
172,2018-04-22,4,14
173,2018-04-29,3,14
174,2018-05-06,5,17
175,2018-05-13,6,16
176,2018-05-20,4,13
177,2018-05-27,4,13
178,2018-06-03,4,12
179,2018-06-10,5,12
180,2018-06-17,6,12
181,2018-06-24,4,12
182,2018-07-01,5,13
183,2018-07-08,5,13
184,2018-07-15,5,12
185,2018-07-22,3,15
186,2018-07-29,4,14
187,2018-08-05,5,12
188,2018-08-12,5,16
189,2018-08-19,4,20
190,2018-08-26,3,19
191,2018-09-02,3,17
192,2018-09-09,3,17
193,2018-09-16,4,16
194,2018-09-23,3,17
195,2018-09-30,3,17
196,2018-10-07,4,17
197,2018-10-14,5,21
198,2018-10-21,3,19
199,2018-10-28,6,16
200,2018-11-04,11,17
201,2018-11-11,9,18
202,2018-11-18,38,12
203,2018-11-25,63,19
204,2018-12-02,18,16
205,2018-12-09,12,18
206,2018-12-16,7,18
207,2018-12-23,8,13
208,2018-12-30,7,14
209,2019-01-06,8,16
210,2019-01-13,10,16
211,2019-01-20,6,16
212,2019-01-27,7,17
213,2019-02-03,6,18
214,2019-02-10,9,15
215,2019-02-17,6,16
216,2019-02-24,5,15
217,2019-03-03,6,15
218,2019-03-10,5,16
219,2019-03-17,7,12
220,2019-03-24,16,13
221,2019-03-31,14,13
222,2019-04-07,7,14
223,2019-04-14,6,16
224,2019-04-21,8,16
225,2019-04-28,6,20
226,2019-05-05,6,16
227,2019-05-12,14,17
228,2019-05-19,10,14
229,2019-05-26,6,14
230,2019-06-02,7,15
231,2019-06-09,7,13
232,2019-06-16,8,11
233,2019-06-23,9,13
234,2019-06-30,9,10
235,2019-07-07,11,13
236,2019-07-14,13,13
237,2019-07-21,10,16
238,2019-07-28,20,13
239,2019-08-04,100,12
240,2019-08-11,75,18
241,2019-08-18,11,16
