,date,Guns N' Roses,Alphabet
0,2015-01-04,11,71
1,2015-01-11,6,40
2,2015-01-18,19,66
3,2015-01-25,4,57
4,2015-02-01,7,39
5,2015-02-08,6,72
6,2015-02-15,0,58
7,2015-02-22,10,45
8,2015-03-01,6,59
9,2015-03-08,9,58
10,2015-03-15,7,44
11,2015-03-22,6,44
12,2015-03-29,4,49
13,2015-04-05,7,48
14,2015-04-12,6,58
15,2015-04-19,0,40
16,2015-04-26,7,47
17,2015-05-03,14,48
18,2015-05-10,10,54
19,2015-05-17,0,41
20,2015-05-24,9,42
21,2015-05-31,10,36
22,2015-06-07,12,30
23,2015-06-14,0,31
24,2015-06-21,0,53
25,2015-06-28,19,41
26,2015-07-05,12,32
27,2015-07-12,9,46
28,2015-07-19,11,55
29,2015-07-26,0,26
30,2015-08-02,0,47
31,2015-08-09,0,100
32,2015-08-16,7,95
33,2015-08-23,7,81
34,2015-08-30,0,59
35,2015-09-06,5,61
36,2015-09-13,13,78
37,2015-09-20,8,79
38,2015-09-27,14,62
39,2015-10-04,6,50
40,2015-10-11,7,52
41,2015-10-18,8,72
42,2015-10-25,7,59
43,2015-11-01,8,70
44,2015-11-08,10,57
45,2015-11-15,17,74
46,2015-11-22,19,52
47,2015-11-29,10,50
48,2015-12-06,9,52
49,2015-12-13,14,53
50,2015-12-20,16,45
51,2015-12-27,37,41
52,2016-01-03,19,41
53,2016-01-10,14,47
54,2016-01-17,28,40
55,2016-01-24,19,47
56,2016-01-31,9,48
57,2016-02-07,14,44
58,2016-02-14,17,55
59,2016-02-21,7,43
60,2016-02-28,11,38
61,2016-03-06,7,45
62,2016-03-13,14,39
63,2016-03-20,19,42
64,2016-03-27,40,38
65,2016-04-03,71,49
66,2016-04-10,54,43
67,2016-04-17,42,54
68,2016-04-24,20,40
69,2016-05-01,17,43
70,2016-05-08,19,45
71,2016-05-15,16,45
72,2016-05-22,15,44
73,2016-05-29,19,42
74,2016-06-05,9,41
75,2016-06-12,29,31
76,2016-06-19,27,30
77,2016-06-26,30,43
78,2016-07-03,58,23
79,2016-07-10,61,29
80,2016-07-17,31,38
81,2016-07-24,51,40
82,2016-07-31,37,55
83,2016-08-07,18,74
84,2016-08-14,18,77
85,2016-08-21,13,93
86,2016-08-28,7,62
87,2016-09-04,15,50
88,2016-09-11,12,67
89,2016-09-18,21,65
90,2016-09-25,12,42
91,2016-10-02,3,48
92,2016-10-09,13,43
93,2016-10-16,9,41
94,2016-10-23,12,54
95,2016-10-30,7,55
96,2016-11-06,5,39
97,2016-11-13,9,54
98,2016-11-20,7,32
99,2016-11-27,9,50
100,2016-12-04,15,52
101,2016-12-11,9,54
102,2016-12-18,11,30
103,2016-12-25,8,30
104,2017-01-01,5,35
105,2017-01-08,3,57
106,2017-01-15,10,36
107,2017-01-22,10,43
108,2017-01-29,8,40
109,2017-02-05,10,44
110,2017-02-12,8,43
111,2017-02-19,12,42
112,2017-02-26,9,43
113,2017-03-05,8,63
114,2017-03-12,16,39
115,2017-03-19,10,43
116,2017-03-26,3,39
117,2017-04-02,11,44
118,2017-04-09,10,45
119,2017-04-16,9,46
120,2017-04-23,9,51
121,2017-04-30,12,35
122,2017-05-07,15,45
123,2017-05-14,8,38
124,2017-05-21,10,41
125,2017-05-28,17,37
126,2017-06-04,11,42
127,2017-06-11,7,45
128,2017-06-18,14,41
129,2017-06-25,9,39
130,2017-07-02,10,35
131,2017-07-09,17,40
132,2017-07-16,17,40
133,2017-07-23,13,40
134,2017-07-30,15,32
135,2017-08-06,19,49
136,2017-08-13,15,61
137,2017-08-20,8,61
138,2017-08-27,13,70
139,2017-09-03,13,54
140,2017-09-10,9,62
141,2017-09-17,10,52
142,2017-09-24,12,41
143,2017-10-01,9,50
144,2017-10-08,15,62
145,2017-10-15,12,60
146,2017-10-22,11,52
147,2017-10-29,12,54
148,2017-11-05,20,47
149,2017-11-12,22,54
150,2017-11-19,10,32
151,2017-11-26,8,37
152,2017-12-03,6,59
153,2017-12-10,5,47
154,2017-12-17,7,43
155,2017-12-24,10,35
156,2017-12-31,9,43
157,2018-01-07,8,53
158,2018-01-14,9,42
159,2018-01-21,4,57
160,2018-01-28,9,56
161,2018-02-04,5,54
162,2018-02-11,11,54
163,2018-02-18,9,49
164,2018-02-25,7,58
165,2018-03-04,11,61
166,2018-03-11,11,54
167,2018-03-18,11,46
168,2018-03-25,18,37
169,2018-04-01,4,55
170,2018-04-08,15,43
171,2018-04-15,9,52
172,2018-04-22,4,59
173,2018-04-29,16,51
174,2018-05-06,9,44
175,2018-05-13,14,51
176,2018-05-20,7,34
177,2018-05-27,10,42
178,2018-06-03,11,43
179,2018-06-10,9,39
180,2018-06-17,9,43
181,2018-06-24,11,42
182,2018-07-01,15,41
183,2018-07-08,13,33
184,2018-07-15,9,34
185,2018-07-22,13,33
186,2018-07-29,9,47
187,2018-08-05,11,49
188,2018-08-12,7,56
189,2018-08-19,10,73
190,2018-08-26,7,61
191,2018-09-02,9,52
192,2018-09-09,6,65
193,2018-09-16,7,55
194,2018-09-23,6,56
195,2018-09-30,5,47
196,2018-10-07,6,46
197,2018-10-14,8,73
198,2018-10-21,8,49
199,2018-10-28,8,51
200,2018-11-04,0,49
201,2018-11-11,8,41
202,2018-11-18,7,41
203,2018-11-25,11,42
204,2018-12-02,8,46
205,2018-12-09,14,47
206,2018-12-16,8,48
207,2018-12-23,5,29
208,2018-12-30,7,40
209,2019-01-06,3,42
210,2019-01-13,9,44
211,2019-01-20,8,47
212,2019-01-27,10,49
213,2019-02-03,0,62
214,2019-02-10,6,52
215,2019-02-17,7,52
216,2019-02-24,9,59
217,2019-03-03,9,41
218,2019-03-10,10,53
219,2019-03-17,7,46
220,2019-03-24,8,40
221,2019-03-31,10,40
222,2019-04-07,12,46
223,2019-04-14,9,42
224,2019-04-21,5,40
225,2019-04-28,5,33
226,2019-05-05,11,43
227,2019-05-12,11,43
228,2019-05-19,8,35
229,2019-05-26,10,37
230,2019-06-02,9,29
231,2019-06-09,18,31
232,2019-06-16,15,27
233,2019-06-23,15,40
234,2019-06-30,6,34
235,2019-07-07,9,28
236,2019-07-14,11,38
237,2019-07-21,14,40
238,2019-07-28,16,44
239,2019-08-04,6,43
240,2019-08-11,10,64
241,2019-08-18,4,54
242,2019-08-25,2,73
243,2019-09-01,9,59
244,2019-09-08,9,64
245,2019-09-15,8,65
246,2019-09-22,14,59
247,2019-09-29,7,48
248,2019-10-06,8,51
249,2019-10-13,14,55
250,2019-10-20,11,58
251,2019-10-27,6,57
252,2019-11-03,9,60
253,2019-11-10,12,60
254,2019-11-17,4,43
255,2019-11-24,6,36
256,2019-12-01,7,50
257,2019-12-08,7,48
258,2019-12-15,8,44
259,2019-12-22,9,45
260,2019-12-29,8,34
