,date,Coldplay,Alphabet
0,2015-01-04,0,21
1,2015-01-11,18,25
2,2015-01-18,7,26
3,2015-01-25,10,22
4,2015-02-01,0,19
5,2015-02-08,0,26
6,2015-02-15,0,16
7,2015-02-22,7,23
8,2015-03-01,28,23
9,2015-03-08,8,29
10,2015-03-15,0,22
11,2015-03-22,0,17
12,2015-03-29,0,14
13,2015-04-05,4,17
14,2015-04-12,0,28
15,2015-04-19,4,10
16,2015-04-26,0,21
17,2015-05-03,4,17
18,2015-05-10,0,12
19,2015-05-17,7,24
20,2015-05-24,0,21
21,2015-05-31,4,22
22,2015-06-07,0,20
23,2015-06-14,21,19
24,2015-06-21,4,14
25,2015-06-28,5,12
26,2015-07-05,4,19
27,2015-07-12,11,20
28,2015-07-19,7,12
29,2015-07-26,5,21
30,2015-08-02,0,14
31,2015-08-09,0,22
32,2015-08-16,0,28
33,2015-08-23,5,29
34,2015-08-30,9,32
35,2015-09-06,5,18
36,2015-09-13,4,18
37,2015-09-20,7,26
38,2015-09-27,5,27
39,2015-10-04,4,19
40,2015-10-11,4,30
41,2015-10-18,12,27
42,2015-10-25,14,21
43,2015-11-01,6,18
44,2015-11-08,0,23
45,2015-11-15,8,24
46,2015-11-22,10,26
47,2015-11-29,23,25
48,2015-12-06,21,31
49,2015-12-13,16,22
50,2015-12-20,8,21
51,2015-12-27,7,21
52,2016-01-03,8,17
53,2016-01-10,6,12
54,2016-01-17,6,21
55,2016-01-24,33,26
56,2016-01-31,22,31
57,2016-02-07,100,20
58,2016-02-14,10,17
59,2016-02-21,0,25
60,2016-02-28,12,24
61,2016-03-06,3,7
62,2016-03-13,13,26
63,2016-03-20,8,20
64,2016-03-27,4,20
65,2016-04-03,3,23
66,2016-04-10,7,19
67,2016-04-17,11,15
68,2016-04-24,7,15
69,2016-05-01,4,16
70,2016-05-08,0,22
71,2016-05-15,7,15
72,2016-05-22,9,20
73,2016-05-29,7,27
74,2016-06-05,0,22
75,2016-06-12,4,13
76,2016-06-19,9,21
77,2016-06-26,8,21
78,2016-07-03,17,13
79,2016-07-10,4,15
80,2016-07-17,9,12
81,2016-07-24,26,20
82,2016-07-31,17,18
83,2016-08-07,11,14
84,2016-08-14,5,20
85,2016-08-21,24,21
86,2016-08-28,3,10
87,2016-09-04,4,29
88,2016-09-11,7,23
89,2016-09-18,5,21
90,2016-09-25,7,20
91,2016-10-02,7,19
92,2016-10-09,9,20
93,2016-10-16,10,18
94,2016-10-23,9,17
95,2016-10-30,9,26
96,2016-11-06,0,27
97,2016-11-13,3,17
98,2016-11-20,7,18
99,2016-11-27,9,19
100,2016-12-04,8,11
101,2016-12-11,12,24
102,2016-12-18,0,14
103,2016-12-25,4,24
104,2017-01-01,4,19
105,2017-01-08,0,26
106,2017-01-15,0,19
107,2017-01-22,0,29
108,2017-01-29,8,24
109,2017-02-05,6,22
110,2017-02-12,6,28
111,2017-02-19,5,19
112,2017-02-26,7,27
113,2017-03-05,7,18
114,2017-03-12,4,22
115,2017-03-19,8,15
116,2017-03-26,6,19
117,2017-04-02,6,21
118,2017-04-09,5,16
119,2017-04-16,12,26
120,2017-04-23,4,26
121,2017-04-30,6,15
122,2017-05-07,4,25
123,2017-05-14,3,24
124,2017-05-21,7,39
125,2017-05-28,0,29
126,2017-06-04,7,17
127,2017-06-11,5,18
128,2017-06-18,5,20
129,2017-06-25,5,12
130,2017-07-02,4,13
131,2017-07-09,4,11
132,2017-07-16,12,14
133,2017-07-23,6,17
134,2017-07-30,20,9
135,2017-08-06,6,17
136,2017-08-13,7,18
137,2017-08-20,7,15
138,2017-08-27,8,19
139,2017-09-03,0,13
140,2017-09-10,8,31
141,2017-09-17,3,42
142,2017-09-24,2,21
143,2017-10-01,5,11
144,2017-10-08,8,31
145,2017-10-15,0,23
146,2017-10-22,6,32
147,2017-10-29,0,18
148,2017-11-05,0,24
149,2017-11-12,8,31
150,2017-11-19,5,28
151,2017-11-26,8,24
152,2017-12-03,3,17
153,2017-12-10,8,20
154,2017-12-17,0,27
155,2017-12-24,6,15
156,2017-12-31,4,14
157,2018-01-07,6,21
158,2018-01-14,0,15
159,2018-01-21,0,25
160,2018-01-28,0,13
161,2018-02-04,5,19
162,2018-02-11,4,25
163,2018-02-18,7,17
164,2018-02-25,7,27
165,2018-03-04,6,24
166,2018-03-11,5,17
167,2018-03-18,0,33
168,2018-03-25,3,25
169,2018-04-01,0,18
170,2018-04-08,12,17
171,2018-04-15,4,25
172,2018-04-22,9,22
173,2018-04-29,2,23
174,2018-05-06,8,22
175,2018-05-13,5,21
176,2018-05-20,3,15
177,2018-05-27,5,13
178,2018-06-03,3,21
179,2018-06-10,6,12
