,date,Metallica,Alphabet
0,2015-01-04,3,22
1,2015-01-11,4,18
2,2015-01-18,5,21
3,2015-01-25,3,21
4,2015-02-01,6,24
5,2015-02-08,3,29
6,2015-02-15,5,20
7,2015-02-22,2,20
8,2015-03-01,2,21
9,2015-03-08,4,20
10,2015-03-15,5,21
11,2015-03-22,6,22
12,2015-03-29,2,22
13,2015-04-05,6,19
14,2015-04-12,6,22
15,2015-04-19,6,18
16,2015-04-26,5,15
17,2015-05-03,3,16
18,2015-05-10,3,16
19,2015-05-17,2,18
20,2015-05-24,5,23
21,2015-05-31,4,25
22,2015-06-07,4,19
23,2015-06-14,6,20
24,2015-06-21,8,10
25,2015-06-28,4,15
26,2015-07-05,4,19
27,2015-07-12,5,19
28,2015-07-19,3,20
29,2015-07-26,6,13
30,2015-08-02,7,15
31,2015-08-09,3,40
32,2015-08-16,0,20
33,2015-08-23,6,24
34,2015-08-30,5,33
35,2015-09-06,6,30
36,2015-09-13,4,28
37,2015-09-20,4,26
38,2015-09-27,5,28
39,2015-10-04,2,33
40,2015-10-11,3,25
41,2015-10-18,2,23
42,2015-10-25,0,24
43,2015-11-01,3,25
44,2015-11-08,5,26
45,2015-11-15,1,29
46,2015-11-22,2,21
47,2015-11-29,5,24
48,2015-12-06,4,25
49,2015-12-13,4,20
50,2015-12-20,7,16
51,2015-12-27,7,15
52,2016-01-03,4,18
53,2016-01-10,6,17
54,2016-01-17,5,18
55,2016-01-24,5,18
56,2016-01-31,6,24
57,2016-02-07,9,18
58,2016-02-14,5,23
59,2016-02-21,5,22
60,2016-02-28,4,23
61,2016-03-06,4,22
62,2016-03-13,7,14
63,2016-03-20,5,17
64,2016-03-27,3,20
65,2016-04-03,5,22
66,2016-04-10,5,21
67,2016-04-17,7,20
68,2016-04-24,6,18
69,2016-05-01,6,15
70,2016-05-08,4,19
71,2016-05-15,6,16
72,2016-05-22,4,18
73,2016-05-29,4,19
74,2016-06-05,6,16
75,2016-06-12,5,14
76,2016-06-19,4,15
77,2016-06-26,5,18
78,2016-07-03,5,14
79,2016-07-10,4,15
80,2016-07-17,5,17
81,2016-07-24,5,18
82,2016-07-31,5,20
83,2016-08-07,4,13
84,2016-08-14,10,16
85,2016-08-21,12,14
86,2016-08-28,7,30
87,2016-09-04,8,26
88,2016-09-11,6,26
89,2016-09-18,6,20
90,2016-09-25,9,21
91,2016-10-02,4,17
92,2016-10-09,4,15
93,2016-10-16,6,20
94,2016-10-23,7,22
95,2016-10-30,6,18
96,2016-11-06,7,19
97,2016-11-13,17,23
98,2016-11-20,16,18
99,2016-11-27,9,21
100,2016-12-04,6,22
101,2016-12-11,7,19
102,2016-12-18,8,22
103,2016-12-25,6,18
104,2017-01-01,4,20
105,2017-01-08,7,20
106,2017-01-15,6,21
107,2017-01-22,5,17
108,2017-01-29,4,19
109,2017-02-05,6,22
110,2017-02-12,73,23
111,2017-02-19,20,15
112,2017-02-26,11,23
113,2017-03-05,13,21
114,2017-03-12,9,21
115,2017-03-19,8,19
116,2017-03-26,8,20
117,2017-04-02,9,18
118,2017-04-09,10,16
119,2017-04-16,11,17
120,2017-04-23,12,21
121,2017-04-30,18,23
122,2017-05-07,100,20
123,2017-05-14,16,21
124,2017-05-21,9,16
125,2017-05-28,6,21
126,2017-06-04,8,18
127,2017-06-11,8,13
128,2017-06-18,5,17
129,2017-06-25,5,12
130,2017-07-02,6,13
131,2017-07-09,5,17
132,2017-07-16,6,13
133,2017-07-23,4,15
134,2017-07-30,5,16
135,2017-08-06,8,17
136,2017-08-13,7,15
137,2017-08-20,5,15
138,2017-08-27,6,21
139,2017-09-03,6,18
140,2017-09-10,5,25
141,2017-09-17,6,22
142,2017-09-24,5,27
143,2017-10-01,6,23
144,2017-10-08,4,19
145,2017-10-15,3,19
146,2017-10-22,5,20
147,2017-10-29,3,20
148,2017-11-05,6,22
149,2017-11-12,5,21
150,2017-11-19,4,21
151,2017-11-26,4,23
152,2017-12-03,6,24
153,2017-12-10,6,21
154,2017-12-17,3,19
155,2017-12-24,5,14
156,2017-12-31,5,17
157,2018-01-07,5,22
158,2018-01-14,3,18
159,2018-01-21,4,19
160,2018-01-28,5,27
161,2018-02-04,4,23
162,2018-02-11,5,21
163,2018-02-18,5,19
164,2018-02-25,12,21
165,2018-03-04,5,22
166,2018-03-11,4,18
167,2018-03-18,3,19
168,2018-03-25,4,20
169,2018-04-01,4,20
170,2018-04-08,7,19
171,2018-04-15,6,21
172,2018-04-22,5,19
173,2018-04-29,7,16
174,2018-05-06,5,18
175,2018-05-13,4,20
176,2018-05-20,8,19
177,2018-05-27,5,19
178,2018-06-03,5,17
179,2018-06-10,6,18
180,2018-06-17,6,20
181,2018-06-24,5,15
182,2018-07-01,5,15
183,2018-07-08,3,17
184,2018-07-15,6,17
185,2018-07-22,4,19
186,2018-07-29,4,18
187,2018-08-05,7,16
188,2018-08-12,5,17
189,2018-08-19,4,18
190,2018-08-26,5,21
191,2018-09-02,5,25
192,2018-09-09,5,25
193,2018-09-16,6,25
194,2018-09-23,5,29
195,2018-09-30,4,22
196,2018-10-07,7,26
197,2018-10-14,8,19
198,2018-10-21,7,25
199,2018-10-28,4,22
200,2018-11-04,5,16
201,2018-11-11,5,21
202,2018-11-18,4,17
203,2018-11-25,7,19
204,2018-12-02,5,19
205,2018-12-09,5,18
206,2018-12-16,6,21
207,2018-12-23,5,15
208,2018-12-30,5,17
209,2019-01-06,0,0
210,2019-01-13,5,18
211,2019-01-20,0,0
212,2019-01-27,0,0
213,2019-02-03,6,23
214,2019-02-10,0,0
215,2019-02-17,0,0
216,2019-02-24,0,0
217,2019-03-03,0,0
218,2019-03-10,0,0
219,2019-03-17,0,0
220,2019-03-24,0,0
221,2019-03-31,0,0
222,2019-04-07,0,0
223,2019-04-14,0,0
224,2019-04-21,0,0
225,2019-04-28,0,0
226,2019-05-05,0,0
227,2019-05-12,2,17
228,2019-05-19,0,0
229,2019-05-26,0,0
230,2019-06-02,4,23
231,2019-06-09,5,15
232,2019-06-16,0,0
233,2019-06-23,0,0
234,2019-06-30,0,0
235,2019-07-07,0,0
236,2019-07-14,0,0
237,2019-07-21,5,16
238,2019-07-28,0,0
239,2019-08-04,0,0
240,2019-08-11,0,0
241,2019-08-18,0,0
242,2019-08-25,0,0
243,2019-09-01,4,21
244,2019-09-08,0,0
245,2019-09-15,5,25
246,2019-09-22,0,0
247,2019-09-29,0,0
248,2019-10-06,0,0
249,2019-10-13,0,0
250,2019-10-20,0,0
251,2019-10-27,0,0
252,2019-11-03,0,0
253,2019-11-10,0,0
254,2019-11-17,0,0
255,2019-11-24,0,0
256,2019-12-01,4,24
