,date,Metallica,Alphabet
0,2015-01-04,8,33
1,2015-01-11,7,34
2,2015-01-18,8,33
3,2015-01-25,6,36
4,2015-02-01,9,30
5,2015-02-08,8,29
6,2015-02-15,9,28
7,2015-02-22,8,33
8,2015-03-01,9,31
9,2015-03-08,7,32
10,2015-03-15,7,30
11,2015-03-22,8,30
12,2015-03-29,8,29
13,2015-04-05,7,30
14,2015-04-12,8,31
15,2015-04-19,8,32
16,2015-04-26,8,26
17,2015-05-03,7,29
18,2015-05-10,7,30
19,2015-05-17,8,32
20,2015-05-24,10,32
21,2015-05-31,9,27
22,2015-06-07,8,26
23,2015-06-14,11,25
24,2015-06-21,8,25
25,2015-06-28,7,27
26,2015-07-05,8,25
27,2015-07-12,6,25
28,2015-07-19,7,24
29,2015-07-26,9,26
30,2015-08-02,11,24
31,2015-08-09,7,57
32,2015-08-16,6,37
33,2015-08-23,7,42
34,2015-08-30,7,42
35,2015-09-06,8,38
36,2015-09-13,9,40
37,2015-09-20,8,35
38,2015-09-27,7,37
39,2015-10-04,5,42
40,2015-10-11,8,35
41,2015-10-18,6,35
42,2015-10-25,9,37
43,2015-11-01,9,32
44,2015-11-08,9,35
45,2015-11-15,8,35
46,2015-11-22,7,25
47,2015-11-29,8,31
48,2015-12-06,10,34
49,2015-12-13,8,29
50,2015-12-20,9,23
51,2015-12-27,9,26
52,2016-01-03,7,29
53,2016-01-10,9,27
54,2016-01-17,8,27
55,2016-01-24,7,28
56,2016-01-31,9,36
57,2016-02-07,14,27
58,2016-02-14,10,29
59,2016-02-21,8,29
60,2016-02-28,8,29
61,2016-03-06,7,27
62,2016-03-13,7,25
63,2016-03-20,6,25
64,2016-03-27,8,26
65,2016-04-03,7,32
66,2016-04-10,8,26
67,2016-04-17,9,26
68,2016-04-24,9,29
69,2016-05-01,8,24
70,2016-05-08,8,26
71,2016-05-15,9,30
72,2016-05-22,10,27
73,2016-05-29,7,28
74,2016-06-05,10,27
75,2016-06-12,7,24
76,2016-06-19,8,22
77,2016-06-26,8,21
78,2016-07-03,8,22
79,2016-07-10,10,24
80,2016-07-17,8,25
81,2016-07-24,9,24
82,2016-07-31,7,27
83,2016-08-07,8,27
84,2016-08-14,19,33
85,2016-08-21,19,43
86,2016-08-28,11,35
87,2016-09-04,13,33
88,2016-09-11,10,32
89,2016-09-18,11,37
90,2016-09-25,18,31
91,2016-10-02,10,26
92,2016-10-09,12,32
93,2016-10-16,13,30
94,2016-10-23,13,31
95,2016-10-30,12,28
96,2016-11-06,11,26
97,2016-11-13,34,26
98,2016-11-20,21,21
99,2016-11-27,15,28
100,2016-12-04,14,28
101,2016-12-11,12,27
102,2016-12-18,13,26
103,2016-12-25,9,24
104,2017-01-01,11,26
105,2017-01-08,11,25
106,2017-01-15,9,29
107,2017-01-22,11,29
108,2017-01-29,11,25
109,2017-02-05,13,28
110,2017-02-12,85,25
111,2017-02-19,24,25
112,2017-02-26,19,28
113,2017-03-05,18,26
114,2017-03-12,14,25
115,2017-03-19,15,27
116,2017-03-26,14,30
117,2017-04-02,13,29
118,2017-04-09,15,24
119,2017-04-16,12,26
120,2017-04-23,14,30
121,2017-04-30,14,27
122,2017-05-07,16,30
123,2017-05-14,17,29
124,2017-05-21,17,29
125,2017-05-28,14,31
126,2017-06-04,17,23
127,2017-06-11,21,25
128,2017-06-18,20,25
129,2017-06-25,29,26
130,2017-07-02,100,19
131,2017-07-09,24,26
132,2017-07-16,12,24
133,2017-07-23,11,23
134,2017-07-30,11,22
135,2017-08-06,11,26
136,2017-08-13,11,35
137,2017-08-20,10,40
138,2017-08-27,9,35
139,2017-09-03,8,23
140,2017-09-10,7,23
141,2017-09-17,10,30
142,2017-09-24,9,33
143,2017-10-01,6,33
144,2017-10-08,8,33
145,2017-10-15,9,33
146,2017-10-22,7,32
147,2017-10-29,9,33
148,2017-11-05,9,37
149,2017-11-12,7,31
150,2017-11-19,8,26
151,2017-11-26,7,29
152,2017-12-03,8,31
153,2017-12-10,7,29
154,2017-12-17,8,27
155,2017-12-24,10,23
156,2017-12-31,5,23
157,2018-01-07,7,28
158,2018-01-14,6,27
159,2018-01-21,7,30
160,2018-01-28,8,30
161,2018-02-04,8,35
162,2018-02-11,8,30
163,2018-02-18,8,29
164,2018-02-25,17,31
165,2018-03-04,9,29
166,2018-03-11,7,29
167,2018-03-18,7,28
168,2018-03-25,8,26
169,2018-04-01,8,29
170,2018-04-08,11,28
171,2018-04-15,9,30
172,2018-04-22,8,27
173,2018-04-29,8,29
174,2018-05-06,8,28
175,2018-05-13,8,30
176,2018-05-20,8,27
177,2018-05-27,8,29
178,2018-06-03,9,24
179,2018-06-10,9,27
180,2018-06-17,7,24
