,date,Pink,Alphabet
0,2015-01-04,10,66
1,2015-01-11,10,50
2,2015-01-18,16,53
3,2015-01-25,18,56
4,2015-02-01,13,69
5,2015-02-08,17,82
6,2015-02-15,10,46
7,2015-02-22,16,50
8,2015-03-01,14,49
9,2015-03-08,0,74
10,2015-03-15,19,54
11,2015-03-22,0,49
12,2015-03-29,10,62
13,2015-04-05,9,53
14,2015-04-12,14,59
15,2015-04-19,6,26
16,2015-04-26,8,31
17,2015-05-03,0,71
18,2015-05-10,0,53
19,2015-05-17,16,59
20,2015-05-24,11,47
21,2015-05-31,11,56
22,2015-06-07,17,50
23,2015-06-14,0,62
24,2015-06-21,8,39
25,2015-06-28,0,23
26,2015-07-05,10,27
27,2015-07-12,10,34
28,2015-07-19,0,28
29,2015-07-26,16,34
30,2015-08-02,16,50
31,2015-08-09,14,100
32,2015-08-16,26,99
33,2015-08-23,15,92
34,2015-08-30,20,87
35,2015-09-06,19,84
36,2015-09-13,14,89
37,2015-09-20,0,72
38,2015-09-27,17,81
39,2015-10-04,0,81
40,2015-10-11,8,57
41,2015-10-18,7,65
42,2015-10-25,13,49
43,2015-11-01,9,36
44,2015-11-08,0,73
45,2015-11-15,16,70
46,2015-11-22,0,47
47,2015-11-29,0,57
48,2015-12-06,12,52
49,2015-12-13,0,50
50,2015-12-20,6,54
51,2015-12-27,0,30
52,2016-01-03,20,55
53,2016-01-10,13,46
54,2016-01-17,7,49
55,2016-01-24,0,44
56,2016-01-31,10,61
57,2016-02-07,7,42
58,2016-02-14,6,65
59,2016-02-21,13,50
60,2016-02-28,11,53
61,2016-03-06,10,59
62,2016-03-13,0,47
63,2016-03-20,5,48
64,2016-03-27,8,48
65,2016-04-03,11,60
66,2016-04-10,11,36
67,2016-04-17,10,54
68,2016-04-24,26,53
69,2016-05-01,19,44
70,2016-05-08,27,42
71,2016-05-15,29,55
72,2016-05-22,34,36
73,2016-05-29,13,32
74,2016-06-05,28,45
75,2016-06-12,15,32
76,2016-06-19,4,30
77,2016-06-26,8,24
78,2016-07-03,14,31
79,2016-07-10,16,41
80,2016-07-17,15,29
81,2016-07-24,19,33
82,2016-07-31,13,14
83,2016-08-07,13,37
84,2016-08-14,19,44
85,2016-08-21,18,60
86,2016-08-28,10,70
87,2016-09-04,9,63
88,2016-09-11,0,54
89,2016-09-18,11,65
90,2016-09-25,5,68
91,2016-10-02,6,60
92,2016-10-09,16,57
93,2016-10-16,5,55
94,2016-10-23,10,63
95,2016-10-30,16,63
96,2016-11-06,4,60
97,2016-11-13,12,58
98,2016-11-20,15,45
99,2016-11-27,7,54
100,2016-12-04,7,47
101,2016-12-11,11,64
102,2016-12-18,0,50
103,2016-12-25,12,43
104,2017-01-01,16,71
105,2017-01-08,6,43
106,2017-01-15,18,61
107,2017-01-22,5,63
108,2017-01-29,8,70
109,2017-02-05,0,60
110,2017-02-12,10,44
111,2017-02-19,5,52
112,2017-02-26,9,60
113,2017-03-05,5,73
114,2017-03-12,19,56
115,2017-03-19,9,44
116,2017-03-26,6,65
117,2017-04-02,11,46
118,2017-04-09,26,59
119,2017-04-16,10,52
120,2017-04-23,11,70
121,2017-04-30,15,52
122,2017-05-07,14,38
123,2017-05-14,7,49
124,2017-05-21,0,50
125,2017-05-28,15,52
126,2017-06-04,0,37
127,2017-06-11,13,47
128,2017-06-18,11,43
129,2017-06-25,9,48
130,2017-07-02,11,43
131,2017-07-09,23,32
132,2017-07-16,12,26
133,2017-07-23,13,33
134,2017-07-30,8,38
135,2017-08-06,10,41
136,2017-08-13,18,69
137,2017-08-20,12,56
138,2017-08-27,55,72
139,2017-09-03,25,57
140,2017-09-10,12,65
141,2017-09-17,14,33
142,2017-09-24,10,67
143,2017-10-01,34,85
144,2017-10-08,75,43
145,2017-10-15,37,37
146,2017-10-22,24,59
147,2017-10-29,26,55
148,2017-11-05,36,50
149,2017-11-12,17,64
150,2017-11-19,45,63
151,2017-11-26,19,49
152,2017-12-03,12,65
153,2017-12-10,15,39
154,2017-12-17,23,45
155,2017-12-24,29,29
156,2017-12-31,23,37
157,2018-01-07,17,70
158,2018-01-14,14,49
159,2018-01-21,21,55
160,2018-01-28,42,71
161,2018-02-04,77,39
162,2018-02-11,19,59
163,2018-02-18,30,60
164,2018-02-25,48,54
165,2018-03-04,72,56
166,2018-03-11,28,47
167,2018-03-18,36,57
168,2018-03-25,23,53
169,2018-04-01,20,40
170,2018-04-08,24,51
171,2018-04-15,25,38
172,2018-04-22,57,47
173,2018-04-29,43,39
174,2018-05-06,34,34
175,2018-05-13,25,40
176,2018-05-20,26,33
177,2018-05-27,22,31
178,2018-06-03,12,36
179,2018-06-10,9,45
180,2018-06-17,12,28
181,2018-06-24,27,31
182,2018-07-01,12,52
183,2018-07-08,22,42
184,2018-07-15,18,52
185,2018-07-22,20,41
186,2018-07-29,23,41
187,2018-08-05,14,48
188,2018-08-12,16,53
189,2018-08-19,17,79
190,2018-08-26,10,73
191,2018-09-02,20,58
192,2018-09-09,7,56
193,2018-09-16,14,48
194,2018-09-23,11,60
195,2018-09-30,13,62
196,2018-10-07,5,73
197,2018-10-14,9,51
198,2018-10-21,24,52
199,2018-10-28,10,63
200,2018-11-04,7,56
201,2018-11-11,20,48
202,2018-11-18,7,41
203,2018-11-25,9,52
204,2018-12-02,18,66
205,2018-12-09,12,44
206,2018-12-16,4,40
207,2018-12-23,7,34
208,2018-12-30,4,48
209,2019-01-06,15,54
210,2019-01-13,29,60
211,2019-01-20,21,59
212,2019-01-27,31,47
213,2019-02-03,28,62
214,2019-02-10,10,53
215,2019-02-17,14,44
216,2019-02-24,10,51
217,2019-03-03,41,57
218,2019-03-10,44,45
219,2019-03-17,48,46
220,2019-03-24,43,59
221,2019-03-31,24,61
222,2019-04-07,15,54
223,2019-04-14,28,39
224,2019-04-21,20,60
225,2019-04-28,37,59
226,2019-05-05,14,29
227,2019-05-12,19,45
228,2019-05-19,18,35
229,2019-05-26,42,40
230,2019-06-02,39,36
231,2019-06-09,30,50
232,2019-06-16,41,54
233,2019-06-23,42,41
234,2019-06-30,28,39
235,2019-07-07,17,26
236,2019-07-14,28,38
237,2019-07-21,36,37
238,2019-07-28,17,38
239,2019-08-04,41,49
240,2019-08-11,42,69
241,2019-08-18,14,64
242,2019-08-25,28,57
243,2019-09-01,41,60
244,2019-09-08,49,55
245,2019-09-15,21,63
246,2019-09-22,18,63
247,2019-09-29,28,67
248,2019-10-06,33,64
249,2019-10-13,26,52
250,2019-10-20,11,55
251,2019-10-27,19,58
252,2019-11-03,38,73
253,2019-11-10,59,79
254,2019-11-17,15,42
255,2019-11-24,29,46
256,2019-12-01,18,54
257,2019-12-08,33,42
258,2019-12-15,6,58
259,2019-12-22,18,43
260,2019-12-29,15,50
