,date,Guns N' Roses,Alphabet
0,2015-01-04,2,18
1,2015-01-11,3,20
2,2015-01-18,2,17
3,2015-01-25,3,18
4,2015-02-01,3,18
5,2015-02-08,3,20
6,2015-02-15,3,18
7,2015-02-22,3,25
8,2015-03-01,2,17
9,2015-03-08,3,18
10,2015-03-15,3,17
11,2015-03-22,1,20
12,2015-03-29,1,18
13,2015-04-05,3,16
14,2015-04-12,3,19
15,2015-04-19,1,17
16,2015-04-26,4,16
17,2015-05-03,3,15
18,2015-05-10,3,14
19,2015-05-17,4,18
20,2015-05-24,3,18
21,2015-05-31,4,17
22,2015-06-07,3,14
23,2015-06-14,2,16
24,2015-06-21,3,14
25,2015-06-28,3,15
26,2015-07-05,3,14
27,2015-07-12,2,15
28,2015-07-19,3,15
29,2015-07-26,3,14
30,2015-08-02,4,12
31,2015-08-09,2,48
32,2015-08-16,4,20
33,2015-08-23,7,18
34,2015-08-30,3,25
35,2015-09-06,5,24
36,2015-09-13,3,21
37,2015-09-20,3,21
38,2015-09-27,3,28
39,2015-10-04,2,26
40,2015-10-11,4,19
41,2015-10-18,2,22
42,2015-10-25,3,20
43,2015-11-01,3,22
44,2015-11-08,5,22
45,2015-11-15,4,23
46,2015-11-22,5,14
47,2015-11-29,6,19
48,2015-12-06,5,22
49,2015-12-13,4,16
50,2015-12-20,2,18
51,2015-12-27,15,17
52,2016-01-03,16,15
53,2016-01-10,7,17
54,2016-01-17,9,18
55,2016-01-24,8,20
56,2016-01-31,6,27
57,2016-02-07,5,18
58,2016-02-14,6,19
59,2016-02-21,4,20
60,2016-02-28,4,16
61,2016-03-06,5,16
62,2016-03-13,5,16
63,2016-03-20,14,18
64,2016-03-27,31,17
65,2016-04-03,53,19
66,2016-04-10,20,19
67,2016-04-17,19,17
68,2016-04-24,18,17
69,2016-05-01,11,16
70,2016-05-08,11,17
71,2016-05-15,9,18
72,2016-05-22,8,16
73,2016-05-29,8,14
74,2016-06-05,8,15
75,2016-06-12,11,15
76,2016-06-19,18,14
77,2016-06-26,15,14
78,2016-07-03,20,12
79,2016-07-10,35,13
80,2016-07-17,100,13
81,2016-07-24,18,16
82,2016-07-31,6,17
83,2016-08-07,7,12
84,2016-08-14,6,15
85,2016-08-21,5,16
86,2016-08-28,6,17
87,2016-09-04,4,21
88,2016-09-11,2,22
89,2016-09-18,3,22
90,2016-09-25,5,20
91,2016-10-02,3,19
92,2016-10-09,4,18
93,2016-10-16,3,16
94,2016-10-23,4,19
95,2016-10-30,3,18
96,2016-11-06,4,16
97,2016-11-13,3,17
98,2016-11-20,4,14
99,2016-11-27,5,19
100,2016-12-04,7,19
101,2016-12-11,3,18
