,date,The Rolling Stones,Alphabet
0,2015-01-04,16,71
1,2015-01-11,16,40
2,2015-01-18,4,66
3,2015-01-25,11,57
4,2015-02-01,13,39
5,2015-02-08,15,72
6,2015-02-15,8,58
7,2015-02-22,11,45
8,2015-03-01,0,59
9,2015-03-08,20,58
10,2015-03-15,25,44
11,2015-03-22,16,44
12,2015-03-29,27,49
13,2015-04-05,36,48
14,2015-04-12,30,58
15,2015-04-19,22,40
16,2015-04-26,36,47
17,2015-05-03,20,48
18,2015-05-10,14,54
19,2015-05-17,23,41
20,2015-05-24,36,42
21,2015-05-31,25,36
22,2015-06-07,72,30
23,2015-06-14,67,31
24,2015-06-21,20,53
25,2015-06-28,21,41
26,2015-07-05,19,32
27,2015-07-12,8,46
28,2015-07-19,7,55
29,2015-07-26,11,26
30,2015-08-02,21,47
31,2015-08-09,20,100
32,2015-08-16,11,95
33,2015-08-23,5,81
34,2015-08-30,12,59
35,2015-09-06,10,61
36,2015-09-13,14,78
37,2015-09-20,6,79
38,2015-09-27,11,62
39,2015-10-04,9,50
40,2015-10-11,17,52
41,2015-10-18,12,72
42,2015-10-25,18,59
43,2015-11-01,14,70
44,2015-11-08,17,57
45,2015-11-15,10,74
46,2015-11-22,11,52
47,2015-11-29,6,50
48,2015-12-06,8,52
49,2015-12-13,17,53
50,2015-12-20,14,45
51,2015-12-27,21,41
52,2016-01-03,9,41
53,2016-01-10,14,47
54,2016-01-17,7,40
55,2016-01-24,11,47
56,2016-01-31,10,48
57,2016-02-07,11,44
58,2016-02-14,15,55
59,2016-02-21,3,43
60,2016-02-28,11,38
61,2016-03-06,12,45
62,2016-03-13,11,39
63,2016-03-20,9,42
64,2016-03-27,20,38
65,2016-04-03,15,49
66,2016-04-10,3,43
67,2016-04-17,17,54
68,2016-04-24,20,40
69,2016-05-01,13,43
70,2016-05-08,15,45
71,2016-05-15,9,45
72,2016-05-22,11,44
73,2016-05-29,16,42
74,2016-06-05,6,41
75,2016-06-12,5,31
76,2016-06-19,11,30
77,2016-06-26,13,43
78,2016-07-03,13,23
79,2016-07-10,2,29
80,2016-07-17,13,38
81,2016-07-24,9,40
82,2016-07-31,3,55
83,2016-08-07,9,74
84,2016-08-14,13,77
85,2016-08-21,11,93
86,2016-08-28,6,62
87,2016-09-04,12,50
88,2016-09-11,12,67
89,2016-09-18,8,65
90,2016-09-25,10,42
91,2016-10-02,15,48
92,2016-10-09,14,43
93,2016-10-16,15,41
94,2016-10-23,7,54
95,2016-10-30,6,55
96,2016-11-06,10,39
