,date,Ed Sheeran,Alphabet
0,2015-01-04,34,26
1,2015-01-11,33,27
2,2015-01-18,31,27
3,2015-01-25,39,31
4,2015-02-01,30,24
5,2015-02-08,90,24
6,2015-02-15,55,26
7,2015-02-22,100,20
8,2015-03-01,83,25
9,2015-03-08,33,23
10,2015-03-15,27,23
11,2015-03-22,33,20
12,2015-03-29,30,24
13,2015-04-05,15,26
14,2015-04-12,23,30
15,2015-04-19,25,23
16,2015-04-26,23,19
17,2015-05-03,23,24
18,2015-05-10,24,27
19,2015-05-17,33,22
20,2015-05-24,24,21
21,2015-05-31,24,23
22,2015-06-07,27,26
23,2015-06-14,38,25
24,2015-06-21,36,23
25,2015-06-28,69,22
26,2015-07-05,25,21
27,2015-07-12,24,17
28,2015-07-19,26,23
29,2015-07-26,21,22
30,2015-08-02,18,22
31,2015-08-09,20,48
32,2015-08-16,22,39
33,2015-08-23,19,34
34,2015-08-30,20,33
35,2015-09-06,16,32
36,2015-09-13,16,32
37,2015-09-20,19,28
38,2015-09-27,20,35
39,2015-10-04,17,31
40,2015-10-11,16,37
41,2015-10-18,11,32
42,2015-10-25,15,33
43,2015-11-01,10,28
44,2015-11-08,16,24
45,2015-11-15,12,29
46,2015-11-22,8,23
47,2015-11-29,11,23
48,2015-12-06,12,29
49,2015-12-13,11,25
50,2015-12-20,10,25
51,2015-12-27,12,18
52,2016-01-03,9,27
53,2016-01-10,9,20
54,2016-01-17,9,23
55,2016-01-24,8,24
56,2016-01-31,8,28
57,2016-02-07,5,28
58,2016-02-14,18,23
59,2016-02-21,9,23
60,2016-02-28,7,25
61,2016-03-06,8,24
62,2016-03-13,8,24
63,2016-03-20,2,21
64,2016-03-27,5,25
65,2016-04-03,8,25
66,2016-04-10,7,26
67,2016-04-17,5,24
68,2016-04-24,6,22
69,2016-05-01,8,25
70,2016-05-08,6,23
71,2016-05-15,6,24
72,2016-05-22,6,20
73,2016-05-29,3,21
74,2016-06-05,13,17
75,2016-06-12,9,19
76,2016-06-19,7,19
77,2016-06-26,7,18
78,2016-07-03,8,23
79,2016-07-10,7,21
80,2016-07-17,6,13
81,2016-07-24,9,19
82,2016-07-31,6,22
83,2016-08-07,6,21
84,2016-08-14,6,20
85,2016-08-21,4,31
86,2016-08-28,4,29
87,2016-09-04,6,25
88,2016-09-11,5,27
89,2016-09-18,5,28
90,2016-09-25,1,25
91,2016-10-02,7,26
92,2016-10-09,7,21
93,2016-10-16,6,27
94,2016-10-23,2,21
95,2016-10-30,6,21
96,2016-11-06,6,23
97,2016-11-13,3,24
98,2016-11-20,0,20
99,2016-11-27,5,24
100,2016-12-04,7,27
101,2016-12-11,7,20
