,date,The Rolling Stones,Alphabet
0,2015-01-04,32,58
1,2015-01-11,14,62
2,2015-01-18,17,74
3,2015-01-25,7,85
4,2015-02-01,19,70
5,2015-02-08,16,74
6,2015-02-15,22,68
7,2015-02-22,12,56
8,2015-03-01,10,100
9,2015-03-08,0,65
10,2015-03-15,30,59
11,2015-03-22,27,60
12,2015-03-29,58,61
13,2015-04-05,46,71
14,2015-04-12,46,72
15,2015-04-19,19,55
16,2015-04-26,23,44
17,2015-05-03,23,64
18,2015-05-10,18,62
19,2015-05-17,28,69
20,2015-05-24,32,50
21,2015-05-31,39,51
22,2015-06-07,85,51
23,2015-06-14,43,59
24,2015-06-21,32,42
25,2015-06-28,47,46
26,2015-07-05,32,39
27,2015-07-12,22,57
28,2015-07-19,18,51
29,2015-07-26,19,47
30,2015-08-02,15,51
31,2015-08-09,15,66
32,2015-08-16,23,83
33,2015-08-23,14,77
34,2015-08-30,11,79
35,2015-09-06,17,67
36,2015-09-13,15,88
37,2015-09-20,19,68
38,2015-09-27,12,66
39,2015-10-04,17,53
40,2015-10-11,10,71
41,2015-10-18,10,78
42,2015-10-25,7,92
43,2015-11-01,27,71
44,2015-11-08,21,61
45,2015-11-15,13,53
46,2015-11-22,17,65
47,2015-11-29,16,76
48,2015-12-06,23,71
49,2015-12-13,7,68
50,2015-12-20,20,48
51,2015-12-27,26,28
52,2016-01-03,10,61
53,2016-01-10,17,61
54,2016-01-17,22,68
55,2016-01-24,16,57
56,2016-01-31,17,76
57,2016-02-07,17,62
58,2016-02-14,16,55
59,2016-02-21,12,57
60,2016-02-28,19,70
61,2016-03-06,13,60
62,2016-03-13,20,61
63,2016-03-20,25,43
64,2016-03-27,17,48
65,2016-04-03,15,64
66,2016-04-10,27,69
67,2016-04-17,17,64
68,2016-04-24,10,52
69,2016-05-01,26,54
70,2016-05-08,12,62
71,2016-05-15,13,70
72,2016-05-22,15,68
73,2016-05-29,13,44
74,2016-06-05,7,49
75,2016-06-12,19,45
76,2016-06-19,16,42
77,2016-06-26,20,53
78,2016-07-03,13,38
79,2016-07-10,15,57
80,2016-07-17,10,47
81,2016-07-24,24,51
82,2016-07-31,13,55
83,2016-08-07,12,49
84,2016-08-14,7,70
85,2016-08-21,11,87
86,2016-08-28,7,76
87,2016-09-04,15,70
88,2016-09-11,9,80
89,2016-09-18,14,89
90,2016-09-25,13,86
