,date,Guns N' Roses,Alphabet
0,2015-01-04,5,27
1,2015-01-11,4,26
2,2015-01-18,4,31
3,2015-01-25,5,32
4,2015-02-01,2,26
5,2015-02-08,4,28
6,2015-02-15,4,26
7,2015-02-22,6,30
8,2015-03-01,3,29
9,2015-03-08,2,30
10,2015-03-15,4,25
11,2015-03-22,5,26
12,2015-03-29,2,30
13,2015-04-05,5,24
14,2015-04-12,5,25
15,2015-04-19,5,25
16,2015-04-26,5,25
17,2015-05-03,4,28
18,2015-05-10,7,25
19,2015-05-17,5,25
20,2015-05-24,4,26
21,2015-05-31,5,26
22,2015-06-07,5,23
23,2015-06-14,6,17
24,2015-06-21,3,14
25,2015-06-28,4,12
26,2015-07-05,6,21
27,2015-07-12,3,14
28,2015-07-19,4,20
29,2015-07-26,4,18
30,2015-08-02,2,15
31,2015-08-09,5,48
32,2015-08-16,7,22
33,2015-08-23,8,25
34,2015-08-30,5,26
35,2015-09-06,7,33
36,2015-09-13,5,37
37,2015-09-20,5,32
38,2015-09-27,5,30
39,2015-10-04,3,34
40,2015-10-11,6,32
41,2015-10-18,4,33
42,2015-10-25,7,28
43,2015-11-01,5,31
44,2015-11-08,10,29
45,2015-11-15,8,31
46,2015-11-22,4,27
47,2015-11-29,7,34
48,2015-12-06,5,28
49,2015-12-13,6,26
50,2015-12-20,5,19
51,2015-12-27,18,19
52,2016-01-03,19,25
53,2016-01-10,12,22
54,2016-01-17,11,22
55,2016-01-24,10,25
56,2016-01-31,12,31
57,2016-02-07,10,27
58,2016-02-14,9,28
59,2016-02-21,7,27
60,2016-02-28,9,27
61,2016-03-06,7,23
62,2016-03-13,8,26
63,2016-03-20,14,25
64,2016-03-27,40,22
65,2016-04-03,69,26
66,2016-04-10,29,30
67,2016-04-17,24,26
68,2016-04-24,18,23
69,2016-05-01,12,22
70,2016-05-08,14,23
71,2016-05-15,12,26
72,2016-05-22,11,20
73,2016-05-29,13,22
74,2016-06-05,14,24
75,2016-06-12,21,22
76,2016-06-19,100,22
77,2016-06-26,27,21
78,2016-07-03,19,18
79,2016-07-10,21,19
80,2016-07-17,13,18
81,2016-07-24,10,21
82,2016-07-31,10,27
83,2016-08-07,10,18
84,2016-08-14,9,18
85,2016-08-21,6,22
86,2016-08-28,5,25
87,2016-09-04,7,31
88,2016-09-11,4,35
89,2016-09-18,5,28
90,2016-09-25,5,28
91,2016-10-02,5,28
92,2016-10-09,6,32
93,2016-10-16,3,28
94,2016-10-23,7,25
95,2016-10-30,5,29
96,2016-11-06,5,22
97,2016-11-13,7,24
98,2016-11-20,6,25
99,2016-11-27,7,26
100,2016-12-04,10,25
