,date,Pink,Alphabet
0,2015-01-04,10,47
1,2015-01-11,6,45
2,2015-01-18,6,54
3,2015-01-25,9,55
4,2015-02-01,8,45
5,2015-02-08,10,48
6,2015-02-15,8,44
7,2015-02-22,10,52
8,2015-03-01,7,50
9,2015-03-08,10,52
10,2015-03-15,10,43
11,2015-03-22,15,44
12,2015-03-29,8,52
13,2015-04-05,7,42
14,2015-04-12,27,44
15,2015-04-19,10,44
16,2015-04-26,11,43
17,2015-05-03,8,48
18,2015-05-10,11,43
19,2015-05-17,8,44
20,2015-05-24,10,45
21,2015-05-31,10,45
22,2015-06-07,14,39
23,2015-06-14,8,30
24,2015-06-21,9,25
25,2015-06-28,12,20
26,2015-07-05,10,37
27,2015-07-12,9,25
28,2015-07-19,6,34
29,2015-07-26,10,31
30,2015-08-02,10,26
31,2015-08-09,8,82
32,2015-08-16,6,38
33,2015-08-23,8,44
34,2015-08-30,7,44
35,2015-09-06,18,57
36,2015-09-13,8,63
37,2015-09-20,5,55
38,2015-09-27,8,52
39,2015-10-04,10,58
40,2015-10-11,11,56
41,2015-10-18,12,57
42,2015-10-25,7,48
43,2015-11-01,7,53
44,2015-11-08,12,50
45,2015-11-15,13,53
46,2015-11-22,12,46
47,2015-11-29,12,58
48,2015-12-06,6,49
49,2015-12-13,9,44
50,2015-12-20,11,33
51,2015-12-27,10,32
52,2016-01-03,10,43
53,2016-01-10,8,38
54,2016-01-17,13,37
55,2016-01-24,10,43
56,2016-01-31,11,53
57,2016-02-07,11,46
58,2016-02-14,11,48
59,2016-02-21,8,47
60,2016-02-28,7,46
61,2016-03-06,13,39
62,2016-03-13,8,44
63,2016-03-20,7,42
64,2016-03-27,11,37
65,2016-04-03,9,45
66,2016-04-10,11,51
67,2016-04-17,11,45
68,2016-04-24,13,39
69,2016-05-01,15,38
70,2016-05-08,17,40
71,2016-05-15,22,45
72,2016-05-22,32,34
73,2016-05-29,17,37
74,2016-06-05,17,41
75,2016-06-12,20,38
76,2016-06-19,17,37
77,2016-06-26,14,35
78,2016-07-03,13,31
79,2016-07-10,15,32
80,2016-07-17,12,31
81,2016-07-24,17,35
82,2016-07-31,17,46
83,2016-08-07,12,31
84,2016-08-14,14,31
85,2016-08-21,14,38
86,2016-08-28,12,43
87,2016-09-04,15,53
88,2016-09-11,11,60
89,2016-09-18,14,48
90,2016-09-25,10,47
91,2016-10-02,11,49
92,2016-10-09,14,55
93,2016-10-16,11,47
94,2016-10-23,7,43
95,2016-10-30,11,50
96,2016-11-06,14,38
97,2016-11-13,19,41
98,2016-11-20,7,43
99,2016-11-27,12,44
100,2016-12-04,10,44
101,2016-12-11,11,46
102,2016-12-18,9,44
103,2016-12-25,13,33
104,2017-01-01,13,37
105,2017-01-08,13,53
106,2017-01-15,10,41
107,2017-01-22,11,48
108,2017-01-29,9,48
109,2017-02-05,11,47
110,2017-02-12,13,39
111,2017-02-19,9,43
112,2017-02-26,8,48
113,2017-03-05,8,40
114,2017-03-12,9,43
115,2017-03-19,9,42
116,2017-03-26,8,47
117,2017-04-02,9,36
118,2017-04-09,10,43
119,2017-04-16,10,45
120,2017-04-23,11,36
121,2017-04-30,5,44
122,2017-05-07,9,41
123,2017-05-14,9,43
124,2017-05-21,14,38
125,2017-05-28,9,43
126,2017-06-04,6,39
127,2017-06-11,9,36
128,2017-06-18,10,27
129,2017-06-25,11,32
130,2017-07-02,13,33
131,2017-07-09,15,33
132,2017-07-16,8,31
133,2017-07-23,8,32
134,2017-07-30,12,35
135,2017-08-06,13,37
136,2017-08-13,15,32
137,2017-08-20,19,40
138,2017-08-27,54,46
139,2017-09-03,27,48
140,2017-09-10,18,56
141,2017-09-17,16,56
142,2017-09-24,19,48
143,2017-10-01,49,47
144,2017-10-08,98,50
145,2017-10-15,66,48
146,2017-10-22,27,53
147,2017-10-29,26,48
148,2017-11-05,38,54
149,2017-11-12,28,51
150,2017-11-19,47,39
151,2017-11-26,21,47
152,2017-12-03,22,42
153,2017-12-10,21,42
154,2017-12-17,21,49
155,2017-12-24,27,30
156,2017-12-31,19,38
157,2018-01-07,24,50
158,2018-01-14,22,51
159,2018-01-21,22,54
160,2018-01-28,52,53
161,2018-02-04,100,51
162,2018-02-11,24,48
163,2018-02-18,32,52
164,2018-02-25,47,46
165,2018-03-04,51,47
166,2018-03-11,43,44
167,2018-03-18,98,53
168,2018-03-25,52,36
169,2018-04-01,33,36
170,2018-04-08,27,49
171,2018-04-15,29,46
172,2018-04-22,37,41
173,2018-04-29,40,39
174,2018-05-06,31,40
175,2018-05-13,23,39
176,2018-05-20,17,35
177,2018-05-27,17,48
178,2018-06-03,17,39
179,2018-06-10,17,33
180,2018-06-17,20,36
181,2018-06-24,21,39
182,2018-07-01,16,33
183,2018-07-08,19,34
184,2018-07-15,16,37
185,2018-07-22,18,35
186,2018-07-29,14,37
187,2018-08-05,19,34
188,2018-08-12,11,33
189,2018-08-19,12,33
190,2018-08-26,17,48
191,2018-09-02,13,46
192,2018-09-09,13,47
193,2018-09-16,13,56
194,2018-09-23,9,58
195,2018-09-30,11,51
196,2018-10-07,15,56
197,2018-10-14,12,45
198,2018-10-21,17,56
199,2018-10-28,15,52
200,2018-11-04,15,44
201,2018-11-11,16,51
202,2018-11-18,19,42
203,2018-11-25,11,51
204,2018-12-02,17,49
205,2018-12-09,13,47
206,2018-12-16,13,43
207,2018-12-23,15,33
208,2018-12-30,13,36
209,2019-01-06,15,46
210,2019-01-13,19,41
211,2019-01-20,24,42
212,2019-01-27,13,38
213,2019-02-03,23,44
214,2019-02-10,20,45
215,2019-02-17,19,45
216,2019-02-24,22,42
217,2019-03-03,28,45
218,2019-03-10,20,46
219,2019-03-17,38,43
220,2019-03-24,37,44
221,2019-03-31,22,35
222,2019-04-07,19,40
223,2019-04-14,24,47
224,2019-04-21,94,40
225,2019-04-28,53,43
226,2019-05-05,21,31
227,2019-05-12,20,41
228,2019-05-19,26,45
229,2019-05-26,38,39
230,2019-06-02,33,47
231,2019-06-09,33,32
232,2019-06-16,36,40
233,2019-06-23,26,36
234,2019-06-30,16,34
235,2019-07-07,14,30
236,2019-07-14,20,36
237,2019-07-21,27,36
238,2019-07-28,33,34
239,2019-08-04,30,39
240,2019-08-11,32,34
241,2019-08-18,14,37
242,2019-08-25,27,43
243,2019-09-01,26,50
244,2019-09-08,31,58
245,2019-09-15,25,54
246,2019-09-22,19,47
247,2019-09-29,25,49
248,2019-10-06,31,51
249,2019-10-13,13,51
250,2019-10-20,12,51
251,2019-10-27,12,61
252,2019-11-03,23,60
