,date,Ed Sheeran,Alphabet
0,2015-01-04,29,21
1,2015-01-11,31,22
2,2015-01-18,30,23
3,2015-01-25,37,22
4,2015-02-01,40,25
5,2015-02-08,73,23
6,2015-02-15,41,19
7,2015-02-22,45,21
8,2015-03-01,53,22
9,2015-03-08,29,22
10,2015-03-15,26,21
11,2015-03-22,23,22
12,2015-03-29,24,18
13,2015-04-05,16,19
14,2015-04-12,20,24
15,2015-04-19,20,21
16,2015-04-26,16,12
17,2015-05-03,29,23
18,2015-05-10,42,19
19,2015-05-17,36,23
20,2015-05-24,27,18
21,2015-05-31,24,18
22,2015-06-07,19,14
23,2015-06-14,23,16
24,2015-06-21,23,16
25,2015-06-28,26,17
26,2015-07-05,18,14
27,2015-07-12,14,19
28,2015-07-19,18,18
29,2015-07-26,16,15
30,2015-08-02,16,17
31,2015-08-09,27,38
32,2015-08-16,24,36
33,2015-08-23,16,30
34,2015-08-30,15,30
35,2015-09-06,15,31
36,2015-09-13,11,29
37,2015-09-20,13,24
38,2015-09-27,18,27
39,2015-10-04,14,27
40,2015-10-11,10,18
41,2015-10-18,14,28
42,2015-10-25,13,26
43,2015-11-01,10,25
44,2015-11-08,12,21
45,2015-11-15,11,23
46,2015-11-22,9,18
47,2015-11-29,7,20
48,2015-12-06,9,25
49,2015-12-13,10,22
50,2015-12-20,8,21
51,2015-12-27,12,12
52,2016-01-03,10,18
53,2016-01-10,9,19
54,2016-01-17,8,21
55,2016-01-24,8,24
56,2016-01-31,8,25
57,2016-02-07,7,17
58,2016-02-14,16,24
59,2016-02-21,8,21
60,2016-02-28,8,18
61,2016-03-06,7,22
62,2016-03-13,6,21
63,2016-03-20,5,19
64,2016-03-27,7,21
65,2016-04-03,6,20
66,2016-04-10,5,19
67,2016-04-17,5,21
68,2016-04-24,7,20
69,2016-05-01,5,19
70,2016-05-08,5,19
71,2016-05-15,4,17
72,2016-05-22,4,19
73,2016-05-29,4,15
74,2016-06-05,10,12
75,2016-06-12,6,18
76,2016-06-19,6,16
77,2016-06-26,5,15
78,2016-07-03,7,18
79,2016-07-10,4,15
80,2016-07-17,3,15
81,2016-07-24,5,18
82,2016-07-31,6,21
83,2016-08-07,4,18
84,2016-08-14,5,23
85,2016-08-21,4,29
86,2016-08-28,5,28
87,2016-09-04,4,24
88,2016-09-11,5,26
89,2016-09-18,6,21
90,2016-09-25,6,24
