,date,Guns N' Roses,Alphabet
0,2015-01-04,2,16
1,2015-01-11,1,16
2,2015-01-18,1,15
3,2015-01-25,3,19
4,2015-02-01,1,15
5,2015-02-08,2,15
6,2015-02-15,3,15
7,2015-02-22,2,12
8,2015-03-01,2,15
9,2015-03-08,2,14
10,2015-03-15,3,14
11,2015-03-22,2,12
12,2015-03-29,2,14
13,2015-04-05,2,16
14,2015-04-12,3,18
15,2015-04-19,3,14
16,2015-04-26,1,12
17,2015-05-03,1,14
18,2015-05-10,2,16
19,2015-05-17,1,13
20,2015-05-24,2,13
21,2015-05-31,1,14
22,2015-06-07,2,15
23,2015-06-14,3,15
24,2015-06-21,1,13
25,2015-06-28,3,13
26,2015-07-05,1,12
27,2015-07-12,2,10
28,2015-07-19,1,14
29,2015-07-26,2,13
30,2015-08-02,3,13
31,2015-08-09,2,28
32,2015-08-16,2,23
33,2015-08-23,3,20
34,2015-08-30,2,20
35,2015-09-06,2,19
36,2015-09-13,1,19
37,2015-09-20,1,17
38,2015-09-27,2,21
39,2015-10-04,1,19
40,2015-10-11,3,22
41,2015-10-18,3,19
42,2015-10-25,1,20
43,2015-11-01,2,17
44,2015-11-08,5,14
45,2015-11-15,2,18
46,2015-11-22,3,14
47,2015-11-29,2,14
48,2015-12-06,1,18
49,2015-12-13,2,15
50,2015-12-20,2,15
51,2015-12-27,8,11
52,2016-01-03,9,16
53,2016-01-10,5,12
54,2016-01-17,6,13
55,2016-01-24,4,14
56,2016-01-31,4,17
57,2016-02-07,5,17
58,2016-02-14,2,14
59,2016-02-21,3,14
60,2016-02-28,2,15
61,2016-03-06,3,14
62,2016-03-13,3,14
63,2016-03-20,6,12
64,2016-03-27,9,15
65,2016-04-03,14,15
66,2016-04-10,10,15
67,2016-04-17,10,15
68,2016-04-24,7,13
69,2016-05-01,5,15
70,2016-05-08,4,14
71,2016-05-15,4,14
72,2016-05-22,5,12
73,2016-05-29,4,12
74,2016-06-05,4,10
75,2016-06-12,2,11
76,2016-06-19,6,11
77,2016-06-26,6,11
78,2016-07-03,5,14
79,2016-07-10,6,13
80,2016-07-17,4,8
81,2016-07-24,6,11
82,2016-07-31,6,13
83,2016-08-07,5,13
84,2016-08-14,7,12
85,2016-08-21,4,19
86,2016-08-28,3,17
87,2016-09-04,4,15
88,2016-09-11,3,16
89,2016-09-18,2,17
90,2016-09-25,2,15
91,2016-10-02,4,15
92,2016-10-09,2,13
93,2016-10-16,1,16
94,2016-10-23,4,12
95,2016-10-30,3,12
96,2016-11-06,4,14
97,2016-11-13,3,14
98,2016-11-20,3,12
99,2016-11-27,4,14
100,2016-12-04,27,16
101,2016-12-11,11,12
102,2016-12-18,7,16
103,2016-12-25,6,13
104,2017-01-01,5,13
105,2017-01-08,5,16
106,2017-01-15,5,14
107,2017-01-22,5,16
108,2017-01-29,5,15
109,2017-02-05,4,14
110,2017-02-12,6,13
111,2017-02-19,4,14
112,2017-02-26,5,14
113,2017-03-05,4,16
114,2017-03-12,3,15
115,2017-03-19,2,13
116,2017-03-26,5,12
117,2017-04-02,4,15
118,2017-04-09,4,15
119,2017-04-16,4,14
120,2017-04-23,3,14
121,2017-04-30,6,17
122,2017-05-07,3,17
123,2017-05-14,3,13
124,2017-05-21,6,12
125,2017-05-28,8,12
126,2017-06-04,10,14
127,2017-06-11,7,12
128,2017-06-18,7,12
129,2017-06-25,5,12
130,2017-07-02,8,10
131,2017-07-09,9,12
132,2017-07-16,12,12
133,2017-07-23,20,11
134,2017-07-30,100,12
135,2017-08-06,7,14
136,2017-08-13,3,12
137,2017-08-20,3,15
138,2017-08-27,3,16
139,2017-09-03,5,14
140,2017-09-10,3,17
141,2017-09-17,2,14
142,2017-09-24,3,19
143,2017-10-01,2,17
144,2017-10-08,2,14
145,2017-10-15,3,18
146,2017-10-22,4,15
147,2017-10-29,4,15
148,2017-11-05,3,15
149,2017-11-12,3,18
150,2017-11-19,2,13
151,2017-11-26,2,16
152,2017-12-03,2,17
153,2017-12-10,2,16
154,2017-12-17,2,13
155,2017-12-24,3,10
156,2017-12-31,3,10
157,2018-01-07,3,15
158,2018-01-14,2,15
159,2018-01-21,2,15
160,2018-01-28,1,14
161,2018-02-04,2,18
162,2018-02-11,3,18
163,2018-02-18,2,18
164,2018-02-25,3,18
165,2018-03-04,3,15
166,2018-03-11,3,15
167,2018-03-18,2,14
168,2018-03-25,1,13
169,2018-04-01,3,13
170,2018-04-08,3,15
171,2018-04-15,2,13
172,2018-04-22,1,13
173,2018-04-29,3,13
174,2018-05-06,3,16
175,2018-05-13,2,15
176,2018-05-20,3,12
177,2018-05-27,4,12
178,2018-06-03,3,11
179,2018-06-10,3,11
180,2018-06-17,2,11
181,2018-06-24,3,11
182,2018-07-01,4,12
183,2018-07-08,3,12
184,2018-07-15,3,11
185,2018-07-22,4,14
186,2018-07-29,3,13
187,2018-08-05,2,11
188,2018-08-12,3,15
189,2018-08-19,2,18
190,2018-08-26,2,18
191,2018-09-02,2,16
192,2018-09-09,1,16
193,2018-09-16,2,14
194,2018-09-23,2,16
195,2018-09-30,2,16
196,2018-10-07,1,15
197,2018-10-14,2,19
198,2018-10-21,2,18
199,2018-10-28,2,15
200,2018-11-04,2,16
201,2018-11-11,3,16
202,2018-11-18,3,11
203,2018-11-25,2,18
204,2018-12-02,2,15
205,2018-12-09,2,17
206,2018-12-16,2,17
207,2018-12-23,2,12
208,2018-12-30,2,13
209,2019-01-06,2,15
210,2019-01-13,1,15
211,2019-01-20,2,15
212,2019-01-27,2,15
213,2019-02-03,2,16
214,2019-02-10,2,14
215,2019-02-17,3,14
216,2019-02-24,2,14
217,2019-03-03,2,14
218,2019-03-10,2,15
219,2019-03-17,2,11
220,2019-03-24,2,12
221,2019-03-31,4,12
222,2019-04-07,1,13
223,2019-04-14,2,14
224,2019-04-21,2,14
225,2019-04-28,2,18
226,2019-05-05,4,15
227,2019-05-12,3,16
228,2019-05-19,3,13
229,2019-05-26,1,13
230,2019-06-02,2,14
231,2019-06-09,2,12
232,2019-06-16,4,11
233,2019-06-23,3,12
234,2019-06-30,3,9
235,2019-07-07,3,12
236,2019-07-14,3,12
237,2019-07-21,4,14
238,2019-07-28,2,12
239,2019-08-04,2,11
240,2019-08-11,2,17
241,2019-08-18,3,14
242,2019-08-25,2,18
243,2019-09-01,2,16
244,2019-09-08,2,19
245,2019-09-15,2,15
246,2019-09-22,3,17
247,2019-09-29,3,19
248,2019-10-06,2,16
249,2019-10-13,4,18
250,2019-10-20,3,16
251,2019-10-27,3,17
252,2019-11-03,2,21
253,2019-11-10,2,17
254,2019-11-17,2,18
255,2019-11-24,2,13
256,2019-12-01,3,19
257,2019-12-08,1,15
258,2019-12-15,2,16
259,2019-12-22,1,15
260,2019-12-29,1,11
