,date,Pink,Alphabet
0,2015-01-04,8,54
1,2015-01-11,0,30
2,2015-01-18,8,50
3,2015-01-25,5,43
4,2015-02-01,8,29
5,2015-02-08,11,55
6,2015-02-15,0,44
7,2015-02-22,5,34
8,2015-03-01,8,44
9,2015-03-08,0,44
10,2015-03-15,9,33
11,2015-03-22,0,33
12,2015-03-29,4,38
13,2015-04-05,0,36
14,2015-04-12,15,44
15,2015-04-19,3,30
16,2015-04-26,9,36
17,2015-05-03,5,37
18,2015-05-10,7,41
19,2015-05-17,9,31
20,2015-05-24,8,32
21,2015-05-31,5,28
22,2015-06-07,9,23
23,2015-06-14,0,24
24,2015-06-21,0,40
25,2015-06-28,5,31
26,2015-07-05,0,24
27,2015-07-12,6,35
28,2015-07-19,7,42
29,2015-07-26,12,20
30,2015-08-02,9,36
31,2015-08-09,0,76
32,2015-08-16,5,72
33,2015-08-23,10,61
34,2015-08-30,5,44
35,2015-09-06,6,46
36,2015-09-13,6,59
37,2015-09-20,9,60
38,2015-09-27,7,47
39,2015-10-04,0,38
40,2015-10-11,9,39
41,2015-10-18,8,55
42,2015-10-25,9,45
43,2015-11-01,4,53
44,2015-11-08,5,44
45,2015-11-15,4,56
46,2015-11-22,0,40
47,2015-11-29,7,38
48,2015-12-06,3,40
49,2015-12-13,0,40
50,2015-12-20,0,35
51,2015-12-27,6,31
52,2016-01-03,6,31
53,2016-01-10,7,36
54,2016-01-17,3,30
55,2016-01-24,6,35
56,2016-01-31,9,37
57,2016-02-07,6,34
58,2016-02-14,6,42
59,2016-02-21,8,32
60,2016-02-28,4,29
61,2016-03-06,6,35
62,2016-03-13,4,30
63,2016-03-20,9,32
64,2016-03-27,10,29
65,2016-04-03,5,37
66,2016-04-10,7,33
67,2016-04-17,7,41
68,2016-04-24,10,30
69,2016-05-01,13,33
70,2016-05-08,13,34
71,2016-05-15,17,34
72,2016-05-22,19,33
73,2016-05-29,14,32
74,2016-06-05,18,31
75,2016-06-12,10,23
76,2016-06-19,8,23
77,2016-06-26,4,32
78,2016-07-03,7,18
79,2016-07-10,5,22
80,2016-07-17,12,29
81,2016-07-24,19,31
82,2016-07-31,8,41
83,2016-08-07,12,56
84,2016-08-14,14,59
85,2016-08-21,11,71
86,2016-08-28,15,47
87,2016-09-04,2,38
88,2016-09-11,4,51
89,2016-09-18,5,49
90,2016-09-25,10,32
91,2016-10-02,8,37
92,2016-10-09,8,33
93,2016-10-16,11,31
94,2016-10-23,9,41
95,2016-10-30,11,42
96,2016-11-06,10,30
97,2016-11-13,10,41
98,2016-11-20,6,24
99,2016-11-27,0,38
100,2016-12-04,5,40
101,2016-12-11,12,41
102,2016-12-18,12,23
103,2016-12-25,9,23
104,2017-01-01,7,27
105,2017-01-08,5,43
106,2017-01-15,6,27
107,2017-01-22,15,32
108,2017-01-29,3,30
109,2017-02-05,11,33
110,2017-02-12,6,32
111,2017-02-19,4,32
112,2017-02-26,4,33
113,2017-03-05,3,48
114,2017-03-12,7,30
115,2017-03-19,4,33
116,2017-03-26,8,30
117,2017-04-02,6,34
118,2017-04-09,2,34
119,2017-04-16,3,35
120,2017-04-23,6,38
121,2017-04-30,3,27
122,2017-05-07,5,34
123,2017-05-14,5,28
124,2017-05-21,8,31
125,2017-05-28,5,28
126,2017-06-04,7,32
127,2017-06-11,5,34
128,2017-06-18,0,31
129,2017-06-25,5,30
130,2017-07-02,4,26
131,2017-07-09,5,30
132,2017-07-16,9,31
133,2017-07-23,8,30
134,2017-07-30,3,24
135,2017-08-06,6,37
136,2017-08-13,11,46
137,2017-08-20,9,46
138,2017-08-27,36,53
139,2017-09-03,11,41
140,2017-09-10,6,47
141,2017-09-17,15,40
142,2017-09-24,14,31
143,2017-10-01,15,38
144,2017-10-08,29,47
145,2017-10-15,27,45
146,2017-10-22,12,40
147,2017-10-29,12,41
148,2017-11-05,27,36
149,2017-11-12,13,41
150,2017-11-19,23,24
151,2017-11-26,9,28
152,2017-12-03,12,45
153,2017-12-10,14,36
154,2017-12-17,10,33
155,2017-12-24,13,27
156,2017-12-31,15,33
157,2018-01-07,14,40
158,2018-01-14,9,32
159,2018-01-21,12,43
160,2018-01-28,26,42
161,2018-02-04,58,41
162,2018-02-11,10,41
163,2018-02-18,30,37
164,2018-02-25,29,44
165,2018-03-04,33,46
166,2018-03-11,21,41
167,2018-03-18,17,35
168,2018-03-25,15,28
169,2018-04-01,17,42
170,2018-04-08,16,33
171,2018-04-15,24,39
172,2018-04-22,22,45
173,2018-04-29,35,39
174,2018-05-06,28,33
175,2018-05-13,18,39
176,2018-05-20,11,25
177,2018-05-27,12,32
178,2018-06-03,15,32
179,2018-06-10,11,30
180,2018-06-17,14,32
181,2018-06-24,9,32
182,2018-07-01,12,31
183,2018-07-08,16,25
184,2018-07-15,13,26
185,2018-07-22,12,25
186,2018-07-29,17,36
187,2018-08-05,11,37
188,2018-08-12,12,43
189,2018-08-19,10,55
190,2018-08-26,7,46
191,2018-09-02,9,39
192,2018-09-09,11,49
193,2018-09-16,12,42
194,2018-09-23,5,43
195,2018-09-30,12,36
196,2018-10-07,12,35
197,2018-10-14,7,56
198,2018-10-21,12,37
199,2018-10-28,9,39
200,2018-11-04,8,37
201,2018-11-11,7,31
202,2018-11-18,10,31
203,2018-11-25,13,32
