,date,The Rolling Stones,Alphabet
0,2015-01-04,3,17
1,2015-01-11,3,17
2,2015-01-18,4,14
3,2015-01-25,4,15
4,2015-02-01,5,20
5,2015-02-08,4,19
6,2015-02-15,4,18
7,2015-02-22,6,25
8,2015-03-01,3,18
9,2015-03-08,6,19
10,2015-03-15,4,19
11,2015-03-22,4,19
12,2015-03-29,9,16
13,2015-04-05,8,15
14,2015-04-12,6,18
15,2015-04-19,4,18
16,2015-04-26,5,15
17,2015-05-03,4,14
18,2015-05-10,7,19
19,2015-05-17,8,14
20,2015-05-24,7,15
21,2015-05-31,7,17
22,2015-06-07,7,16
23,2015-06-14,6,17
24,2015-06-21,6,15
25,2015-06-28,4,11
26,2015-07-05,5,12
27,2015-07-12,4,15
28,2015-07-19,5,17
29,2015-07-26,4,17
30,2015-08-02,4,14
31,2015-08-09,5,44
32,2015-08-16,4,19
33,2015-08-23,6,17
34,2015-08-30,3,20
35,2015-09-06,4,20
36,2015-09-13,5,23
37,2015-09-20,5,17
38,2015-09-27,4,21
39,2015-10-04,5,25
40,2015-10-11,3,21
41,2015-10-18,5,25
42,2015-10-25,3,19
43,2015-11-01,5,22
44,2015-11-08,4,17
45,2015-11-15,4,19
46,2015-11-22,4,17
47,2015-11-29,3,18
48,2015-12-06,4,20
49,2015-12-13,3,21
50,2015-12-20,5,14
51,2015-12-27,7,14
52,2016-01-03,4,16
53,2016-01-10,6,15
54,2016-01-17,5,18
55,2016-01-24,4,19
56,2016-01-31,5,22
57,2016-02-07,4,19
58,2016-02-14,4,17
59,2016-02-21,5,18
60,2016-02-28,4,22
61,2016-03-06,5,18
62,2016-03-13,4,17
63,2016-03-20,6,18
64,2016-03-27,5,19
65,2016-04-03,4,17
66,2016-04-10,5,16
67,2016-04-17,7,18
68,2016-04-24,5,17
69,2016-05-01,8,14
70,2016-05-08,8,17
71,2016-05-15,4,16
72,2016-05-22,5,20
73,2016-05-29,4,16
74,2016-06-05,3,18
75,2016-06-12,4,17
76,2016-06-19,5,14
77,2016-06-26,3,15
78,2016-07-03,3,15
79,2016-07-10,5,15
80,2016-07-17,6,15
81,2016-07-24,5,15
82,2016-07-31,4,17
83,2016-08-07,5,16
84,2016-08-14,3,12
85,2016-08-21,3,13
86,2016-08-28,4,17
87,2016-09-04,4,19
88,2016-09-11,5,17
89,2016-09-18,4,20
90,2016-09-25,4,18
91,2016-10-02,6,17
92,2016-10-09,6,17
93,2016-10-16,5,17
94,2016-10-23,3,17
95,2016-10-30,4,19
