,date,Ed Sheeran,Alphabet
0,2015-01-04,45,31
1,2015-01-11,42,43
2,2015-01-18,61,75
3,2015-01-25,66,36
4,2015-02-01,39,62
5,2015-02-08,94,68
6,2015-02-15,58,70
7,2015-02-22,76,44
8,2015-03-01,82,58
9,2015-03-08,52,43
10,2015-03-15,58,95
11,2015-03-22,45,35
12,2015-03-29,43,57
13,2015-04-05,33,30
14,2015-04-12,7,49
15,2015-04-19,56,63
16,2015-04-26,24,77
17,2015-05-03,30,15
18,2015-05-10,56,52
19,2015-05-17,51,46
20,2015-05-24,34,47
21,2015-05-31,42,42
22,2015-06-07,25,22
23,2015-06-14,66,30
24,2015-06-21,41,52
25,2015-06-28,36,28
26,2015-07-05,51,55
27,2015-07-12,30,62
28,2015-07-19,61,38
29,2015-07-26,10,46
30,2015-08-02,9,75
31,2015-08-09,35,64
32,2015-08-16,31,65
33,2015-08-23,39,59
34,2015-08-30,21,26
35,2015-09-06,42,73
36,2015-09-13,30,70
37,2015-09-20,44,28
38,2015-09-27,39,57
39,2015-10-04,19,47
40,2015-10-11,28,51
41,2015-10-18,10,32
42,2015-10-25,13,52
43,2015-11-01,32,49
44,2015-11-08,28,64
45,2015-11-15,38,51
46,2015-11-22,25,58
47,2015-11-29,13,40
48,2015-12-06,33,57
49,2015-12-13,12,45
50,2015-12-20,37,35
51,2015-12-27,20,33
52,2016-01-03,15,56
53,2016-01-10,34,59
54,2016-01-17,17,48
55,2016-01-24,4,34
56,2016-01-31,0,62
57,2016-02-07,24,66
58,2016-02-14,29,35
59,2016-02-21,25,48
60,2016-02-28,11,42
61,2016-03-06,10,45
62,2016-03-13,14,43
63,2016-03-20,16,56
64,2016-03-27,10,40
65,2016-04-03,13,28
66,2016-04-10,17,42
67,2016-04-17,9,25
68,2016-04-24,18,71
69,2016-05-01,7,54
70,2016-05-08,22,37
71,2016-05-15,8,36
72,2016-05-22,7,33
73,2016-05-29,14,50
74,2016-06-05,30,42
75,2016-06-12,22,38
76,2016-06-19,0,48
77,2016-06-26,7,51
78,2016-07-03,7,27
79,2016-07-10,19,40
80,2016-07-17,15,32
81,2016-07-24,21,30
82,2016-07-31,14,53
83,2016-08-07,15,54
84,2016-08-14,13,84
85,2016-08-21,0,53
86,2016-08-28,10,42
87,2016-09-04,22,62
88,2016-09-11,16,46
89,2016-09-18,0,44
90,2016-09-25,10,47
91,2016-10-02,30,36
92,2016-10-09,9,49
93,2016-10-16,11,41
94,2016-10-23,5,79
95,2016-10-30,0,35
96,2016-11-06,12,16
97,2016-11-13,5,42
98,2016-11-20,10,31
99,2016-11-27,9,45
100,2016-12-04,9,52
101,2016-12-11,14,49
102,2016-12-18,11,47
103,2016-12-25,6,26
104,2017-01-01,23,35
105,2017-01-08,36,44
106,2017-01-15,30,44
107,2017-01-22,30,52
108,2017-01-29,23,60
109,2017-02-05,41,43
110,2017-02-12,89,45
111,2017-02-19,37,34
112,2017-02-26,54,42
113,2017-03-05,100,57
114,2017-03-12,100,32
115,2017-03-19,60,44
116,2017-03-26,53,51
117,2017-04-02,37,45
118,2017-04-09,27,33
119,2017-04-16,40,48
120,2017-04-23,26,41
121,2017-04-30,45,49
122,2017-05-07,24,54
123,2017-05-14,29,60
124,2017-05-21,40,27
125,2017-05-28,31,23
126,2017-06-04,40,39
127,2017-06-11,47,57
128,2017-06-18,22,38
129,2017-06-25,29,35
130,2017-07-02,22,40
131,2017-07-09,47,44
132,2017-07-16,93,43
133,2017-07-23,31,32
134,2017-07-30,27,55
135,2017-08-06,33,40
136,2017-08-13,31,55
137,2017-08-20,28,51
138,2017-08-27,34,49
139,2017-09-03,21,63
140,2017-09-10,23,52
141,2017-09-17,42,60
142,2017-09-24,20,53
143,2017-10-01,19,55
144,2017-10-08,35,39
145,2017-10-15,47,62
146,2017-10-22,40,51
147,2017-10-29,31,36
148,2017-11-05,27,52
149,2017-11-12,34,54
150,2017-11-19,16,39
151,2017-11-26,39,45
152,2017-12-03,51,42
153,2017-12-10,45,46
154,2017-12-17,74,33
155,2017-12-24,79,31
156,2017-12-31,59,19
157,2018-01-07,69,31
158,2018-01-14,55,48
159,2018-01-21,64,50
160,2018-01-28,61,46
161,2018-02-04,48,48
162,2018-02-11,40,55
163,2018-02-18,43,50
164,2018-02-25,40,37
165,2018-03-04,32,42
166,2018-03-11,29,42
167,2018-03-18,26,43
168,2018-03-25,27,41
169,2018-04-01,23,48
170,2018-04-08,32,47
171,2018-04-15,23,36
172,2018-04-22,25,49
173,2018-04-29,30,40
174,2018-05-06,22,46
175,2018-05-13,45,41
176,2018-05-20,47,23
177,2018-05-27,35,29
178,2018-06-03,10,38
179,2018-06-10,30,16
180,2018-06-17,36,16
181,2018-06-24,28,39
182,2018-07-01,29,23
183,2018-07-08,31,32
184,2018-07-15,26,33
185,2018-07-22,15,36
186,2018-07-29,35,34
187,2018-08-05,30,49
188,2018-08-12,21,61
189,2018-08-19,38,57
190,2018-08-26,21,56
191,2018-09-02,28,39
192,2018-09-09,33,48
193,2018-09-16,24,51
194,2018-09-23,10,41
195,2018-09-30,28,51
196,2018-10-07,24,40
197,2018-10-14,5,77
198,2018-10-21,37,60
199,2018-10-28,21,39
200,2018-11-04,16,36
201,2018-11-11,13,36
202,2018-11-18,15,38
203,2018-11-25,22,46
204,2018-12-02,4,38
205,2018-12-09,12,37
206,2018-12-16,13,31
207,2018-12-23,9,38
208,2018-12-30,12,28
209,2019-01-06,13,52
210,2019-01-13,13,34
211,2019-01-20,10,52
212,2019-01-27,12,54
213,2019-02-03,19,45
214,2019-02-10,18,46
215,2019-02-17,19,34
216,2019-02-24,20,39
217,2019-03-03,12,39
218,2019-03-10,4,31
219,2019-03-17,19,47
220,2019-03-24,24,34
221,2019-03-31,7,43
222,2019-04-07,5,40
223,2019-04-14,15,49
224,2019-04-21,11,43
225,2019-04-28,20,41
226,2019-05-05,21,34
227,2019-05-12,21,43
228,2019-05-19,14,45
229,2019-05-26,4,32
230,2019-06-02,20,46
231,2019-06-09,13,36
232,2019-06-16,17,36
233,2019-06-23,37,33
234,2019-06-30,23,34
235,2019-07-07,54,35
236,2019-07-14,38,35
237,2019-07-21,39,38
238,2019-07-28,22,42
239,2019-08-04,27,32
240,2019-08-11,13,56
241,2019-08-18,13,55
242,2019-08-25,21,60
243,2019-09-01,15,55
244,2019-09-08,24,49
245,2019-09-15,14,45
246,2019-09-22,17,41
247,2019-09-29,19,44
248,2019-10-06,20,45
249,2019-10-13,22,40
250,2019-10-20,0,57
251,2019-10-27,11,64
252,2019-11-03,16,44
253,2019-11-10,16,50
254,2019-11-17,25,38
255,2019-11-24,5,39
256,2019-12-01,20,49
257,2019-12-08,12,41
258,2019-12-15,6,38
259,2019-12-22,13,39
260,2019-12-29,25,38
