,date,The Rolling Stones,Alphabet
0,2015-01-04,3,11
1,2015-01-11,5,19
2,2015-01-18,2,16
3,2015-01-25,0,14
4,2015-02-01,2,14
5,2015-02-08,2,13
6,2015-02-15,1,13
7,2015-02-22,4,11
8,2015-03-01,3,14
9,2015-03-08,3,12
10,2015-03-15,4,16
11,2015-03-22,6,8
12,2015-03-29,10,5
13,2015-04-05,5,12
14,2015-04-12,6,15
15,2015-04-19,5,13
16,2015-04-26,2,11
17,2015-05-03,5,13
18,2015-05-10,2,14
19,2015-05-17,9,15
20,2015-05-24,6,16
21,2015-05-31,10,7
22,2015-06-07,8,11
23,2015-06-14,8,11
24,2015-06-21,5,13
25,2015-06-28,4,12
26,2015-07-05,5,11
27,2015-07-12,4,10
28,2015-07-19,0,15
29,2015-07-26,3,14
30,2015-08-02,5,12
31,2015-08-09,4,27
32,2015-08-16,2,26
33,2015-08-23,3,16
34,2015-08-30,4,23
35,2015-09-06,5,19
36,2015-09-13,2,19
37,2015-09-20,6,24
38,2015-09-27,3,18
39,2015-10-04,5,19
40,2015-10-11,7,16
41,2015-10-18,1,16
42,2015-10-25,3,22
43,2015-11-01,4,13
44,2015-11-08,6,18
45,2015-11-15,0,21
46,2015-11-22,0,9
47,2015-11-29,5,16
48,2015-12-06,5,14
49,2015-12-13,3,13
50,2015-12-20,3,12
51,2015-12-27,5,9
52,2016-01-03,6,14
53,2016-01-10,4,8
54,2016-01-17,3,14
55,2016-01-24,2,17
56,2016-01-31,5,16
57,2016-02-07,6,10
58,2016-02-14,4,15
59,2016-02-21,2,13
60,2016-02-28,4,13
61,2016-03-06,3,12
62,2016-03-13,5,12
63,2016-03-20,7,12
64,2016-03-27,3,12
65,2016-04-03,3,13
66,2016-04-10,3,13
67,2016-04-17,4,12
68,2016-04-24,3,12
69,2016-05-01,5,11
70,2016-05-08,4,12
71,2016-05-15,3,11
72,2016-05-22,4,10
73,2016-05-29,3,9
74,2016-06-05,2,12
75,2016-06-12,2,10
76,2016-06-19,2,10
77,2016-06-26,3,12
78,2016-07-03,4,9
79,2016-07-10,3,11
80,2016-07-17,4,13
81,2016-07-24,3,10
82,2016-07-31,4,15
83,2016-08-07,2,15
84,2016-08-14,2,23
85,2016-08-21,1,20
86,2016-08-28,3,18
87,2016-09-04,2,11
88,2016-09-11,3,18
89,2016-09-18,1,16
90,2016-09-25,5,15
91,2016-10-02,3,13
92,2016-10-09,3,15
93,2016-10-16,4,15
94,2016-10-23,2,13
95,2016-10-30,3,15
96,2016-11-06,2,11
97,2016-11-13,2,15
98,2016-11-20,3,12
99,2016-11-27,4,15
100,2016-12-04,6,12
101,2016-12-11,2,10
102,2016-12-18,2,9
103,2016-12-25,3,10
104,2017-01-01,0,12
105,2017-01-08,4,13
106,2017-01-15,7,15
107,2017-01-22,2,15
108,2017-01-29,2,15
109,2017-02-05,3,15
110,2017-02-12,3,13
111,2017-02-19,3,14
112,2017-02-26,4,8
113,2017-03-05,4,14
114,2017-03-12,2,13
115,2017-03-19,4,12
116,2017-03-26,5,12
117,2017-04-02,5,13
118,2017-04-09,4,10
119,2017-04-16,4,14
120,2017-04-23,3,17
121,2017-04-30,3,13
122,2017-05-07,4,12
123,2017-05-14,4,14
124,2017-05-21,3,12
125,2017-05-28,3,12
126,2017-06-04,2,14
127,2017-06-11,6,10
128,2017-06-18,2,12
129,2017-06-25,2,12
130,2017-07-02,5,13
131,2017-07-09,2,9
132,2017-07-16,5,12
133,2017-07-23,2,7
134,2017-07-30,3,12
135,2017-08-06,4,14
136,2017-08-13,2,18
137,2017-08-20,0,19
138,2017-08-27,2,12
139,2017-09-03,3,16
140,2017-09-10,3,15
141,2017-09-17,3,12
142,2017-09-24,2,18
143,2017-10-01,3,14
144,2017-10-08,3,15
145,2017-10-15,3,14
146,2017-10-22,2,16
147,2017-10-29,2,14
148,2017-11-05,3,13
149,2017-11-12,2,14
150,2017-11-19,2,8
151,2017-11-26,3,15
152,2017-12-03,4,13
153,2017-12-10,3,12
154,2017-12-17,3,13
155,2017-12-24,3,9
156,2017-12-31,2,14
157,2018-01-07,2,15
158,2018-01-14,3,7
159,2018-01-21,2,15
160,2018-01-28,2,15
161,2018-02-04,3,16
162,2018-02-11,2,11
163,2018-02-18,4,15
164,2018-02-25,5,14
165,2018-03-04,5,16
166,2018-03-11,3,15
167,2018-03-18,2,12
168,2018-03-25,4,12
169,2018-04-01,3,11
170,2018-04-08,2,14
171,2018-04-15,1,14
172,2018-04-22,3,12
173,2018-04-29,4,11
174,2018-05-06,4,14
175,2018-05-13,4,13
176,2018-05-20,3,10
177,2018-05-27,4,8
178,2018-06-03,4,8
179,2018-06-10,4,9
180,2018-06-17,3,9
181,2018-06-24,1,11
182,2018-07-01,4,10
183,2018-07-08,3,10
184,2018-07-15,2,9
185,2018-07-22,3,10
186,2018-07-29,3,12
187,2018-08-05,4,14
188,2018-08-12,4,20
189,2018-08-19,4,21
190,2018-08-26,2,16
191,2018-09-02,4,16
192,2018-09-09,4,18
193,2018-09-16,2,20
194,2018-09-23,2,17
195,2018-09-30,3,16
196,2018-10-07,3,14
197,2018-10-14,5,10
198,2018-10-21,3,16
199,2018-10-28,3,15
200,2018-11-04,1,14
201,2018-11-11,4,12
202,2018-11-18,15,10
203,2018-11-25,10,13
204,2018-12-02,4,12
205,2018-12-09,5,11
206,2018-12-16,2,12
207,2018-12-23,3,6
208,2018-12-30,5,13
209,2019-01-06,5,15
210,2019-01-13,43,14
211,2019-01-20,9,13
212,2019-01-27,8,13
213,2019-02-03,4,15
214,2019-02-10,5,16
215,2019-02-17,5,10
216,2019-02-24,3,10
217,2019-03-03,4,9
218,2019-03-10,4,14
219,2019-03-17,7,13
220,2019-03-24,28,12
221,2019-03-31,28,12
222,2019-04-07,8,14
223,2019-04-14,7,8
224,2019-04-21,7,9
225,2019-04-28,7,15
226,2019-05-05,4,12
227,2019-05-12,15,10
228,2019-05-19,13,9
229,2019-05-26,21,9
230,2019-06-02,13,12
231,2019-06-09,7,9
232,2019-06-16,11,9
233,2019-06-23,13,11
234,2019-06-30,14,9
235,2019-07-07,57,10
236,2019-07-14,100,9
237,2019-07-21,9,12
238,2019-07-28,8,12
239,2019-08-04,5,8
240,2019-08-11,3,17
241,2019-08-18,6,19
242,2019-08-25,6,17
243,2019-09-01,3,14
244,2019-09-08,5,16
245,2019-09-15,3,16
246,2019-09-22,4,16
247,2019-09-29,2,14
248,2019-10-06,2,14
249,2019-10-13,5,11
250,2019-10-20,2,13
251,2019-10-27,0,12
252,2019-11-03,2,17
253,2019-11-10,1,12
254,2019-11-17,2,15
255,2019-11-24,5,8
256,2019-12-01,1,14
257,2019-12-08,3,12
258,2019-12-15,2,12
259,2019-12-22,2,10
260,2019-12-29,4,11
