,date,Guns N' Roses,Alphabet
0,2015-01-04,6,25
1,2015-01-11,6,33
2,2015-01-18,10,33
3,2015-01-25,7,29
4,2015-02-01,5,27
5,2015-02-08,5,24
6,2015-02-15,7,23
7,2015-02-22,7,28
8,2015-03-01,7,29
9,2015-03-08,6,36
10,2015-03-15,4,31
11,2015-03-22,5,31
12,2015-03-29,2,23
13,2015-04-05,0,23
14,2015-04-12,4,27
15,2015-04-19,7,26
16,2015-04-26,6,26
17,2015-05-03,10,23
18,2015-05-10,3,24
19,2015-05-17,7,29
20,2015-05-24,6,24
21,2015-05-31,9,22
22,2015-06-07,7,25
23,2015-06-14,7,17
24,2015-06-21,4,20
25,2015-06-28,4,23
26,2015-07-05,5,32
27,2015-07-12,10,22
28,2015-07-19,7,29
29,2015-07-26,4,18
30,2015-08-02,4,25
31,2015-08-09,0,56
32,2015-08-16,4,36
33,2015-08-23,14,51
34,2015-08-30,9,46
35,2015-09-06,9,35
36,2015-09-13,4,47
37,2015-09-20,8,33
38,2015-09-27,13,47
39,2015-10-04,10,41
40,2015-10-11,6,36
41,2015-10-18,7,48
42,2015-10-25,7,44
43,2015-11-01,6,36
44,2015-11-08,10,42
45,2015-11-15,12,39
46,2015-11-22,13,24
47,2015-11-29,14,30
48,2015-12-06,6,18
49,2015-12-13,8,33
50,2015-12-20,8,15
51,2015-12-27,34,31
52,2016-01-03,22,28
53,2016-01-10,19,26
54,2016-01-17,12,28
55,2016-01-24,18,35
56,2016-01-31,15,35
57,2016-02-07,15,29
58,2016-02-14,12,28
59,2016-02-21,5,23
60,2016-02-28,13,29
61,2016-03-06,11,29
62,2016-03-13,13,28
63,2016-03-20,27,20
64,2016-03-27,49,26
65,2016-04-03,62,22
66,2016-04-10,42,25
67,2016-04-17,36,26
68,2016-04-24,23,28
69,2016-05-01,14,18
70,2016-05-08,12,20
71,2016-05-15,18,33
72,2016-05-22,16,30
73,2016-05-29,11,26
74,2016-06-05,9,20
75,2016-06-12,15,27
76,2016-06-19,29,26
77,2016-06-26,41,25
78,2016-07-03,100,23
79,2016-07-10,43,23
80,2016-07-17,16,32
81,2016-07-24,10,22
82,2016-07-31,16,24
83,2016-08-07,13,30
84,2016-08-14,5,32
85,2016-08-21,7,44
86,2016-08-28,10,34
87,2016-09-04,7,27
88,2016-09-11,9,32
89,2016-09-18,8,34
90,2016-09-25,5,31
91,2016-10-02,5,32
92,2016-10-09,8,34
93,2016-10-16,12,30
94,2016-10-23,4,26
95,2016-10-30,8,30
96,2016-11-06,4,26
97,2016-11-13,3,24
98,2016-11-20,7,23
99,2016-11-27,11,25
100,2016-12-04,9,30
101,2016-12-11,8,36
102,2016-12-18,8,19
103,2016-12-25,11,26
104,2017-01-01,5,25
105,2017-01-08,6,23
106,2017-01-15,9,28
107,2017-01-22,11,31
108,2017-01-29,9,29
109,2017-02-05,5,29
110,2017-02-12,9,29
111,2017-02-19,10,27
112,2017-02-26,7,31
113,2017-03-05,7,30
114,2017-03-12,8,28
115,2017-03-19,10,31
116,2017-03-26,8,28
117,2017-04-02,7,25
118,2017-04-09,5,26
119,2017-04-16,5,25
120,2017-04-23,12,33
121,2017-04-30,10,27
122,2017-05-07,5,23
123,2017-05-14,8,26
124,2017-05-21,18,22
125,2017-05-28,19,31
126,2017-06-04,9,23
127,2017-06-11,9,18
128,2017-06-18,11,25
129,2017-06-25,10,21
130,2017-07-02,7,13
131,2017-07-09,5,19
132,2017-07-16,42,21
133,2017-07-23,60,22
134,2017-07-30,19,24
135,2017-08-06,20,26
136,2017-08-13,9,32
137,2017-08-20,14,39
138,2017-08-27,17,32
139,2017-09-03,8,34
140,2017-09-10,15,38
141,2017-09-17,15,38
142,2017-09-24,11,40
143,2017-10-01,14,34
144,2017-10-08,20,25
145,2017-10-15,18,34
146,2017-10-22,24,31
147,2017-10-29,67,38
148,2017-11-05,22,33
149,2017-11-12,9,32
150,2017-11-19,9,33
151,2017-11-26,4,31
152,2017-12-03,8,30
153,2017-12-10,2,35
154,2017-12-17,5,27
155,2017-12-24,8,21
156,2017-12-31,8,29
157,2018-01-07,5,32
158,2018-01-14,6,25
159,2018-01-21,7,33
160,2018-01-28,8,34
161,2018-02-04,7,32
162,2018-02-11,5,29
163,2018-02-18,0,32
164,2018-02-25,12,34
165,2018-03-04,5,34
166,2018-03-11,7,27
167,2018-03-18,8,30
168,2018-03-25,8,26
169,2018-04-01,6,26
170,2018-04-08,4,33
171,2018-04-15,7,29
172,2018-04-22,10,39
173,2018-04-29,12,27
174,2018-05-06,8,38
175,2018-05-13,9,21
176,2018-05-20,8,26
177,2018-05-27,13,24
178,2018-06-03,10,23
179,2018-06-10,5,23
180,2018-06-17,5,24
181,2018-06-24,9,24
182,2018-07-01,9,26
183,2018-07-08,5,22
184,2018-07-15,6,22
185,2018-07-22,9,28
186,2018-07-29,3,29
187,2018-08-05,1,26
188,2018-08-12,7,33
189,2018-08-19,8,41
190,2018-08-26,4,41
191,2018-09-02,9,36
192,2018-09-09,5,34
193,2018-09-16,5,41
194,2018-09-23,6,37
195,2018-09-30,7,34
196,2018-10-07,3,39
197,2018-10-14,8,29
198,2018-10-21,7,41
199,2018-10-28,6,36
200,2018-11-04,6,33
201,2018-11-11,0,33
202,2018-11-18,4,24
203,2018-11-25,8,29
204,2018-12-02,6,36
205,2018-12-09,5,33
206,2018-12-16,9,30
207,2018-12-23,6,26
208,2018-12-30,7,29
209,2019-01-06,10,32
210,2019-01-13,6,27
211,2019-01-20,14,33
212,2019-01-27,4,29
213,2019-02-03,11,31
214,2019-02-10,5,31
215,2019-02-17,5,33
216,2019-02-24,5,30
217,2019-03-03,5,27
218,2019-03-10,6,31
219,2019-03-17,3,27
220,2019-03-24,8,29
221,2019-03-31,19,23
222,2019-04-07,10,27
223,2019-04-14,9,31
224,2019-04-21,11,32
225,2019-04-28,6,28
226,2019-05-05,7,27
227,2019-05-12,6,28
228,2019-05-19,7,22
229,2019-05-26,7,34
230,2019-06-02,9,22
231,2019-06-09,5,23
232,2019-06-16,9,25
233,2019-06-23,11,17
234,2019-06-30,8,24
235,2019-07-07,3,25
236,2019-07-14,5,20
237,2019-07-21,8,24
238,2019-07-28,6,27
239,2019-08-04,13,28
240,2019-08-11,8,28
241,2019-08-18,8,33
242,2019-08-25,5,46
243,2019-09-01,8,28
244,2019-09-08,9,42
245,2019-09-15,9,33
246,2019-09-22,26,36
247,2019-09-29,39,34
248,2019-10-06,8,32
249,2019-10-13,6,40
250,2019-10-20,7,34
251,2019-10-27,7,37
252,2019-11-03,5,32
253,2019-11-10,5,31
254,2019-11-17,7,32
255,2019-11-24,6,30
256,2019-12-01,5,35
257,2019-12-08,5,26
258,2019-12-15,5,30
259,2019-12-22,6,22
260,2019-12-29,3,22
