,date,Metallica,Alphabet
0,2015-01-04,7,18
1,2015-01-11,9,24
2,2015-01-18,8,28
3,2015-01-25,8,17
4,2015-02-01,4,22
5,2015-02-08,11,22
6,2015-02-15,3,23
7,2015-02-22,7,20
8,2015-03-01,1,21
9,2015-03-08,7,21
10,2015-03-15,5,21
11,2015-03-22,8,28
12,2015-03-29,6,17
13,2015-04-05,8,18
14,2015-04-12,9,18
15,2015-04-19,8,24
16,2015-04-26,6,20
17,2015-05-03,7,18
18,2015-05-10,8,20
19,2015-05-17,6,20
20,2015-05-24,6,20
21,2015-05-31,11,20
22,2015-06-07,11,15
23,2015-06-14,12,19
24,2015-06-21,7,17
25,2015-06-28,5,28
26,2015-07-05,7,21
27,2015-07-12,6,27
28,2015-07-19,9,21
29,2015-07-26,10,19
30,2015-08-02,0,24
31,2015-08-09,11,39
32,2015-08-16,10,29
33,2015-08-23,7,39
34,2015-08-30,16,32
35,2015-09-06,6,26
36,2015-09-13,10,33
37,2015-09-20,8,22
38,2015-09-27,0,34
39,2015-10-04,9,34
40,2015-10-11,12,23
41,2015-10-18,5,28
42,2015-10-25,9,38
43,2015-11-01,11,24
44,2015-11-08,7,32
45,2015-11-15,4,26
46,2015-11-22,6,26
47,2015-11-29,7,24
48,2015-12-06,12,32
49,2015-12-13,4,20
50,2015-12-20,8,15
51,2015-12-27,10,19
52,2016-01-03,11,21
53,2016-01-10,8,17
54,2016-01-17,12,18
55,2016-01-24,13,20
56,2016-01-31,6,26
57,2016-02-07,12,22
58,2016-02-14,9,32
59,2016-02-21,7,28
60,2016-02-28,9,24
61,2016-03-06,9,21
62,2016-03-13,7,15
63,2016-03-20,5,24
64,2016-03-27,6,24
65,2016-04-03,12,20
66,2016-04-10,6,18
67,2016-04-17,9,24
68,2016-04-24,9,23
69,2016-05-01,11,18
70,2016-05-08,10,22
71,2016-05-15,10,19
72,2016-05-22,9,20
73,2016-05-29,10,19
74,2016-06-05,10,15
75,2016-06-12,3,24
76,2016-06-19,9,22
77,2016-06-26,12,15
78,2016-07-03,4,19
79,2016-07-10,7,19
80,2016-07-17,11,22
81,2016-07-24,6,19
82,2016-07-31,13,18
83,2016-08-07,8,21
84,2016-08-14,20,25
85,2016-08-21,18,36
86,2016-08-28,8,29
87,2016-09-04,2,31
88,2016-09-11,12,22
89,2016-09-18,11,29
90,2016-09-25,17,19
91,2016-10-02,7,21
92,2016-10-09,10,21
