,date,Pink,Alphabet
0,2015-01-04,9,53
1,2015-01-11,11,66
2,2015-01-18,13,70
3,2015-01-25,8,51
4,2015-02-01,7,56
5,2015-02-08,13,59
6,2015-02-15,9,62
7,2015-02-22,16,59
8,2015-03-01,10,64
9,2015-03-08,9,52
10,2015-03-15,18,44
11,2015-03-22,10,58
12,2015-03-29,13,48
13,2015-04-05,13,52
14,2015-04-12,19,45
15,2015-04-19,9,55
16,2015-04-26,13,55
17,2015-05-03,11,40
18,2015-05-10,14,45
19,2015-05-17,12,43
20,2015-05-24,10,45
21,2015-05-31,8,41
22,2015-06-07,12,42
23,2015-06-14,5,45
24,2015-06-21,12,40
25,2015-06-28,10,53
26,2015-07-05,20,46
27,2015-07-12,10,36
28,2015-07-19,9,45
29,2015-07-26,7,25
30,2015-08-02,8,51
31,2015-08-09,9,87
32,2015-08-16,9,81
33,2015-08-23,4,70
34,2015-08-30,17,62
35,2015-09-06,21,68
36,2015-09-13,16,74
37,2015-09-20,7,60
38,2015-09-27,9,70
39,2015-10-04,11,55
40,2015-10-11,6,61
41,2015-10-18,4,75
42,2015-10-25,9,64
43,2015-11-01,15,74
44,2015-11-08,13,53
45,2015-11-15,9,50
46,2015-11-22,9,47
47,2015-11-29,11,60
48,2015-12-06,7,65
49,2015-12-13,11,51
50,2015-12-20,16,41
51,2015-12-27,13,39
52,2016-01-03,6,50
53,2016-01-10,5,48
54,2016-01-17,8,47
55,2016-01-24,10,57
56,2016-01-31,11,64
57,2016-02-07,11,52
58,2016-02-14,13,55
59,2016-02-21,8,49
60,2016-02-28,6,59
61,2016-03-06,13,41
62,2016-03-13,14,53
63,2016-03-20,7,41
64,2016-03-27,9,48
65,2016-04-03,9,45
66,2016-04-10,9,52
67,2016-04-17,10,45
68,2016-04-24,17,51
69,2016-05-01,15,45
70,2016-05-08,13,41
71,2016-05-15,26,38
72,2016-05-22,35,46
73,2016-05-29,25,35
74,2016-06-05,19,54
75,2016-06-12,21,29
76,2016-06-19,15,41
77,2016-06-26,13,41
78,2016-07-03,16,35
79,2016-07-10,16,34
80,2016-07-17,19,49
81,2016-07-24,20,41
82,2016-07-31,22,58
83,2016-08-07,17,62
84,2016-08-14,15,81
85,2016-08-21,11,61
86,2016-08-28,11,57
87,2016-09-04,13,51
88,2016-09-11,8,63
89,2016-09-18,10,57
90,2016-09-25,16,60
91,2016-10-02,5,59
92,2016-10-09,11,56
93,2016-10-16,13,51
94,2016-10-23,10,58
95,2016-10-30,11,52
96,2016-11-06,10,48
97,2016-11-13,24,62
98,2016-11-20,13,39
99,2016-11-27,9,47
100,2016-12-04,5,50
101,2016-12-11,9,49
102,2016-12-18,12,50
103,2016-12-25,11,41
104,2017-01-01,8,48
105,2017-01-08,11,49
106,2017-01-15,11,47
107,2017-01-22,11,44
108,2017-01-29,10,49
109,2017-02-05,18,44
110,2017-02-12,16,53
111,2017-02-19,11,53
112,2017-02-26,16,44
113,2017-03-05,7,52
114,2017-03-12,12,44
115,2017-03-19,9,42
116,2017-03-26,14,44
117,2017-04-02,14,39
118,2017-04-09,13,45
119,2017-04-16,9,50
120,2017-04-23,12,53
121,2017-04-30,12,54
122,2017-05-07,8,45
123,2017-05-14,9,44
124,2017-05-21,9,40
125,2017-05-28,8,43
126,2017-06-04,11,43
127,2017-06-11,14,42
128,2017-06-18,9,35
129,2017-06-25,8,40
130,2017-07-02,13,33
131,2017-07-09,10,39
132,2017-07-16,6,42
133,2017-07-23,14,34
134,2017-07-30,8,52
135,2017-08-06,13,61
136,2017-08-13,15,64
137,2017-08-20,13,52
138,2017-08-27,62,62
139,2017-09-03,26,54
140,2017-09-10,17,60
141,2017-09-17,16,66
142,2017-09-24,14,54
143,2017-10-01,29,63
144,2017-10-08,47,52
145,2017-10-15,46,57
146,2017-10-22,30,59
147,2017-10-29,15,57
148,2017-11-05,54,51
