,date,Pink,Alphabet
0,2015-01-04,11,38
1,2015-01-11,4,38
2,2015-01-18,13,41
3,2015-01-25,4,38
4,2015-02-01,12,44
5,2015-02-08,8,41
6,2015-02-15,3,34
7,2015-02-22,6,38
8,2015-03-01,6,38
9,2015-03-08,7,39
10,2015-03-15,10,38
11,2015-03-22,19,39
12,2015-03-29,8,33
13,2015-04-05,8,34
14,2015-04-12,17,43
15,2015-04-19,3,36
16,2015-04-26,7,21
17,2015-05-03,5,41
18,2015-05-10,9,33
19,2015-05-17,5,39
20,2015-05-24,7,33
21,2015-05-31,13,31
22,2015-06-07,8,25
23,2015-06-14,6,28
24,2015-06-21,12,29
25,2015-06-28,5,30
26,2015-07-05,9,25
27,2015-07-12,2,33
28,2015-07-19,9,32
29,2015-07-26,10,26
30,2015-08-02,6,31
31,2015-08-09,4,67
32,2015-08-16,5,63
33,2015-08-23,6,53
34,2015-08-30,8,53
35,2015-09-06,10,54
36,2015-09-13,10,51
37,2015-09-20,4,42
38,2015-09-27,4,48
39,2015-10-04,8,49
40,2015-10-11,5,33
41,2015-10-18,7,49
42,2015-10-25,7,46
43,2015-11-01,8,44
44,2015-11-08,7,37
45,2015-11-15,10,40
46,2015-11-22,8,33
47,2015-11-29,7,36
48,2015-12-06,5,45
49,2015-12-13,6,39
50,2015-12-20,11,38
51,2015-12-27,7,22
52,2016-01-03,5,33
53,2016-01-10,5,34
54,2016-01-17,4,38
55,2016-01-24,7,43
56,2016-01-31,7,45
57,2016-02-07,11,29
58,2016-02-14,8,43
59,2016-02-21,7,38
60,2016-02-28,7,32
61,2016-03-06,9,39
62,2016-03-13,7,37
63,2016-03-20,5,34
64,2016-03-27,10,36
65,2016-04-03,7,36
66,2016-04-10,6,34
67,2016-04-17,7,38
68,2016-04-24,8,36
69,2016-05-01,14,34
70,2016-05-08,14,34
71,2016-05-15,19,30
72,2016-05-22,28,33
73,2016-05-29,20,27
74,2016-06-05,17,21
75,2016-06-12,15,31
76,2016-06-19,9,28
77,2016-06-26,7,27
78,2016-07-03,11,33
79,2016-07-10,14,27
80,2016-07-17,10,26
81,2016-07-24,17,32
82,2016-07-31,14,37
83,2016-08-07,13,31
84,2016-08-14,9,41
85,2016-08-21,9,52
86,2016-08-28,10,50
87,2016-09-04,9,43
88,2016-09-11,10,45
89,2016-09-18,6,38
90,2016-09-25,7,43
91,2016-10-02,10,46
92,2016-10-09,13,37
93,2016-10-16,6,42
