,date,Guns N' Roses,Alphabet
0,2015-01-04,60,65
1,2015-01-11,0,45
2,2015-01-18,0,52
3,2015-01-25,35,20
4,2015-02-01,0,56
5,2015-02-08,32,60
6,2015-02-15,21,0
7,2015-02-22,0,45
8,2015-03-01,0,47
9,2015-03-08,12,79
10,2015-03-15,14,60
11,2015-03-22,0,26
12,2015-03-29,0,45
13,2015-04-05,0,40
14,2015-04-12,0,32
15,2015-04-19,12,14
16,2015-04-26,12,75
17,2015-05-03,15,60
18,2015-05-10,0,0
19,2015-05-17,0,71
20,2015-05-24,14,47
21,2015-05-31,24,31
22,2015-06-07,13,33
23,2015-06-14,0,22
24,2015-06-21,0,31
25,2015-06-28,0,38
26,2015-07-05,0,26
27,2015-07-12,0,60
28,2015-07-19,0,60
29,2015-07-26,17,31
30,2015-08-02,0,63
31,2015-08-09,0,55
32,2015-08-16,0,0
33,2015-08-23,0,29
34,2015-08-30,25,53
35,2015-09-06,0,31
36,2015-09-13,14,75
37,2015-09-20,0,46
38,2015-09-27,0,66
39,2015-10-04,14,47
40,2015-10-11,18,16
41,2015-10-18,15,46
42,2015-10-25,37,63
43,2015-11-01,0,55
44,2015-11-08,19,22
45,2015-11-15,0,54
46,2015-11-22,0,33
47,2015-11-29,0,59
48,2015-12-06,23,70
49,2015-12-13,14,51
50,2015-12-20,39,15
51,2015-12-27,35,37
52,2016-01-03,0,20
53,2016-01-10,13,67
54,2016-01-17,0,46
55,2016-01-24,24,17
56,2016-01-31,21,45
57,2016-02-07,13,50
58,2016-02-14,21,35
59,2016-02-21,45,41
60,2016-02-28,0,40
61,2016-03-06,0,57
62,2016-03-13,0,53
63,2016-03-20,19,57
64,2016-03-27,32,35
65,2016-04-03,41,28
66,2016-04-10,40,45
67,2016-04-17,0,33
68,2016-04-24,21,54
69,2016-05-01,17,82
70,2016-05-08,0,44
71,2016-05-15,0,41
72,2016-05-22,12,45
73,2016-05-29,0,55
74,2016-06-05,27,57
75,2016-06-12,23,33
76,2016-06-19,13,33
77,2016-06-26,42,40
78,2016-07-03,15,35
79,2016-07-10,0,44
80,2016-07-17,15,18
81,2016-07-24,0,30
82,2016-07-31,0,50
83,2016-08-07,11,15
84,2016-08-14,22,28
85,2016-08-21,16,0
86,2016-08-28,0,62
87,2016-09-04,0,60
88,2016-09-11,0,74
89,2016-09-18,0,76
90,2016-09-25,22,49
91,2016-10-02,15,49
92,2016-10-09,16,48
93,2016-10-16,30,22
94,2016-10-23,12,61
95,2016-10-30,10,36
96,2016-11-06,15,51
97,2016-11-13,15,53
98,2016-11-20,0,57
99,2016-11-27,0,53
100,2016-12-04,29,70
101,2016-12-11,37,60
102,2016-12-18,0,28
103,2016-12-25,17,41
104,2017-01-01,26,49
105,2017-01-08,14,34
106,2017-01-15,11,50
