,date,The Rolling Stones,Alphabet
0,2015-01-04,9,38
1,2015-01-11,11,33
2,2015-01-18,6,30
3,2015-01-25,8,30
4,2015-02-01,8,36
5,2015-02-08,9,36
6,2015-02-15,12,36
7,2015-02-22,8,41
8,2015-03-01,8,30
9,2015-03-08,10,34
10,2015-03-15,12,30
11,2015-03-22,12,27
12,2015-03-29,29,27
13,2015-04-05,22,26
14,2015-04-12,19,31
15,2015-04-19,12,32
16,2015-04-26,10,26
17,2015-05-03,9,25
18,2015-05-10,12,25
19,2015-05-17,13,28
20,2015-05-24,17,32
21,2015-05-31,19,28
22,2015-06-07,16,28
23,2015-06-14,13,32
24,2015-06-21,16,25
25,2015-06-28,14,27
26,2015-07-05,15,24
27,2015-07-12,12,24
28,2015-07-19,7,30
29,2015-07-26,12,25
30,2015-08-02,11,22
31,2015-08-09,7,67
32,2015-08-16,9,32
33,2015-08-23,11,28
34,2015-08-30,7,34
35,2015-09-06,9,39
36,2015-09-13,6,47
37,2015-09-20,6,46
38,2015-09-27,7,45
39,2015-10-04,10,46
40,2015-10-11,8,41
41,2015-10-18,8,42
42,2015-10-25,7,40
43,2015-11-01,10,41
44,2015-11-08,8,37
45,2015-11-15,8,34
46,2015-11-22,10,30
47,2015-11-29,8,35
48,2015-12-06,9,33
49,2015-12-13,11,30
50,2015-12-20,13,33
51,2015-12-27,12,25
52,2016-01-03,7,30
53,2016-01-10,11,28
54,2016-01-17,12,31
55,2016-01-24,5,28
56,2016-01-31,9,42
57,2016-02-07,13,35
58,2016-02-14,12,31
59,2016-02-21,10,41
60,2016-02-28,9,34
61,2016-03-06,13,25
62,2016-03-13,9,32
63,2016-03-20,15,28
64,2016-03-27,11,29
65,2016-04-03,9,29
66,2016-04-10,9,34
67,2016-04-17,11,29
68,2016-04-24,10,27
69,2016-05-01,14,30
70,2016-05-08,12,30
71,2016-05-15,10,29
72,2016-05-22,8,27
73,2016-05-29,9,31
74,2016-06-05,7,30
75,2016-06-12,8,24
76,2016-06-19,9,26
77,2016-06-26,10,22
78,2016-07-03,9,22
79,2016-07-10,11,21
80,2016-07-17,9,26
81,2016-07-24,11,26
82,2016-07-31,7,30
83,2016-08-07,11,21
84,2016-08-14,8,24
85,2016-08-21,8,24
86,2016-08-28,11,26
87,2016-09-04,11,36
88,2016-09-11,9,45
89,2016-09-18,8,41
90,2016-09-25,9,29
91,2016-10-02,12,35
92,2016-10-09,11,30
93,2016-10-16,13,33
94,2016-10-23,8,33
95,2016-10-30,12,32
96,2016-11-06,12,28
97,2016-11-13,15,30
98,2016-11-20,14,25
99,2016-11-27,14,33
100,2016-12-04,20,34
101,2016-12-11,15,33
102,2016-12-18,10,31
103,2016-12-25,10,27
104,2017-01-01,11,32
105,2017-01-08,8,31
106,2017-01-15,11,28
107,2017-01-22,12,39
108,2017-01-29,10,33
109,2017-02-05,9,28
110,2017-02-12,10,32
111,2017-02-19,9,35
112,2017-02-26,8,32
113,2017-03-05,10,31
114,2017-03-12,9,29
115,2017-03-19,11,35
116,2017-03-26,9,35
117,2017-04-02,8,31
118,2017-04-09,6,24
119,2017-04-16,9,30
120,2017-04-23,10,28
121,2017-04-30,8,32
122,2017-05-07,10,33
123,2017-05-14,10,30
124,2017-05-21,9,28
125,2017-05-28,9,34
126,2017-06-04,8,32
127,2017-06-11,10,28
128,2017-06-18,7,24
129,2017-06-25,9,22
130,2017-07-02,11,25
131,2017-07-09,8,24
132,2017-07-16,10,23
133,2017-07-23,10,25
134,2017-07-30,12,24
135,2017-08-06,9,23
136,2017-08-13,9,21
137,2017-08-20,9,21
138,2017-08-27,8,24
139,2017-09-03,10,26
140,2017-09-10,8,36
141,2017-09-17,10,38
142,2017-09-24,8,35
143,2017-10-01,9,37
144,2017-10-08,9,33
145,2017-10-15,7,32
146,2017-10-22,8,33
147,2017-10-29,7,31
148,2017-11-05,8,28
149,2017-11-12,8,37
150,2017-11-19,6,33
151,2017-11-26,6,32
152,2017-12-03,9,27
153,2017-12-10,6,34
154,2017-12-17,8,30
155,2017-12-24,5,27
156,2017-12-31,7,29
157,2018-01-07,6,33
158,2018-01-14,9,31
159,2018-01-21,7,35
160,2018-01-28,9,35
161,2018-02-04,8,39
162,2018-02-11,11,36
163,2018-02-18,8,29
164,2018-02-25,11,35
165,2018-03-04,12,29
166,2018-03-11,7,32
167,2018-03-18,7,32
168,2018-03-25,7,31
169,2018-04-01,8,29
170,2018-04-08,9,31
171,2018-04-15,9,35
172,2018-04-22,7,32
173,2018-04-29,9,33
174,2018-05-06,9,33
175,2018-05-13,10,28
176,2018-05-20,11,28
177,2018-05-27,10,31
178,2018-06-03,9,30
179,2018-06-10,10,28
180,2018-06-17,12,28
181,2018-06-24,9,24
182,2018-07-01,11,23
183,2018-07-08,9,24
184,2018-07-15,8,24
185,2018-07-22,10,30
186,2018-07-29,10,24
187,2018-08-05,8,23
188,2018-08-12,10,25
189,2018-08-19,10,23
190,2018-08-26,8,27
191,2018-09-02,9,26
192,2018-09-09,9,39
193,2018-09-16,8,35
194,2018-09-23,5,38
195,2018-09-30,8,35
196,2018-10-07,6,32
197,2018-10-14,8,35
198,2018-10-21,8,35
199,2018-10-28,8,33
200,2018-11-04,9,26
201,2018-11-11,12,28
202,2018-11-18,39,25
203,2018-11-25,62,34
204,2018-12-02,18,33
205,2018-12-09,14,29
206,2018-12-16,14,31
207,2018-12-23,17,23
208,2018-12-30,13,30
209,2019-01-06,13,28
210,2019-01-13,12,37
211,2019-01-20,11,30
212,2019-01-27,11,34
213,2019-02-03,13,35
214,2019-02-10,11,33
215,2019-02-17,11,31
216,2019-02-24,10,32
217,2019-03-03,11,30
218,2019-03-10,11,34
219,2019-03-17,11,30
220,2019-03-24,23,32
221,2019-03-31,26,31
222,2019-04-07,11,33
223,2019-04-14,13,28
224,2019-04-21,12,24
225,2019-04-28,12,31
226,2019-05-05,13,34
227,2019-05-12,23,27
228,2019-05-19,16,29
229,2019-05-26,18,28
230,2019-06-02,15,33
231,2019-06-09,16,29
232,2019-06-16,18,28
233,2019-06-23,21,20
234,2019-06-30,23,20
235,2019-07-07,22,22
236,2019-07-14,29,26
237,2019-07-21,68,25
238,2019-07-28,100,24
239,2019-08-04,82,22
240,2019-08-11,16,22
241,2019-08-18,12,22
242,2019-08-25,17,24
243,2019-09-01,12,27
244,2019-09-08,9,42
245,2019-09-15,9,37
246,2019-09-22,8,40
247,2019-09-29,10,33
248,2019-10-06,7,32
249,2019-10-13,8,38
250,2019-10-20,9,38
251,2019-10-27,8,38
252,2019-11-03,6,35
253,2019-11-10,8,37
254,2019-11-17,8,34
255,2019-11-24,10,30
256,2019-12-01,7,33
257,2019-12-08,7,34
258,2019-12-15,9,28
259,2019-12-22,9,26
260,2019-12-29,8,29
