,date,Metallica,Alphabet
0,2015-01-04,10,41
1,2015-01-11,10,23
2,2015-01-18,9,38
3,2015-01-25,10,33
4,2015-02-01,6,22
5,2015-02-08,4,42
6,2015-02-15,7,34
7,2015-02-22,4,26
8,2015-03-01,12,34
9,2015-03-08,4,34
10,2015-03-15,8,25
11,2015-03-22,0,25
12,2015-03-29,2,29
13,2015-04-05,13,28
14,2015-04-12,8,34
15,2015-04-19,6,23
16,2015-04-26,10,27
17,2015-05-03,5,28
18,2015-05-10,10,31
19,2015-05-17,7,24
20,2015-05-24,11,24
21,2015-05-31,6,21
22,2015-06-07,9,17
23,2015-06-14,7,18
24,2015-06-21,8,31
25,2015-06-28,5,24
26,2015-07-05,7,19
27,2015-07-12,7,27
28,2015-07-19,6,32
29,2015-07-26,6,15
30,2015-08-02,11,27
31,2015-08-09,4,58
32,2015-08-16,5,55
33,2015-08-23,4,47
34,2015-08-30,8,34
35,2015-09-06,9,35
36,2015-09-13,12,45
37,2015-09-20,15,46
38,2015-09-27,8,36
39,2015-10-04,3,29
40,2015-10-11,13,30
41,2015-10-18,5,42
42,2015-10-25,7,34
43,2015-11-01,9,41
44,2015-11-08,9,33
45,2015-11-15,8,43
46,2015-11-22,11,30
47,2015-11-29,7,29
48,2015-12-06,7,30
49,2015-12-13,7,31
50,2015-12-20,10,26
51,2015-12-27,2,24
52,2016-01-03,7,23
53,2016-01-10,7,27
54,2016-01-17,5,23
55,2016-01-24,6,27
56,2016-01-31,8,28
57,2016-02-07,12,26
58,2016-02-14,5,32
59,2016-02-21,9,25
60,2016-02-28,5,22
61,2016-03-06,10,26
62,2016-03-13,14,23
63,2016-03-20,11,24
64,2016-03-27,11,22
65,2016-04-03,10,28
66,2016-04-10,10,25
67,2016-04-17,7,31
68,2016-04-24,10,23
69,2016-05-01,8,25
70,2016-05-08,8,26
71,2016-05-15,8,26
72,2016-05-22,7,25
73,2016-05-29,7,24
74,2016-06-05,10,24
75,2016-06-12,9,18
76,2016-06-19,9,18
77,2016-06-26,12,25
78,2016-07-03,6,13
79,2016-07-10,5,17
80,2016-07-17,8,22
81,2016-07-24,6,23
82,2016-07-31,9,32
83,2016-08-07,7,43
84,2016-08-14,14,45
85,2016-08-21,15,54
86,2016-08-28,14,36
87,2016-09-04,16,29
88,2016-09-11,8,39
89,2016-09-18,11,37
90,2016-09-25,11,25
91,2016-10-02,10,28
92,2016-10-09,10,25
93,2016-10-16,7,24
94,2016-10-23,10,31
95,2016-10-30,8,32
96,2016-11-06,10,23
97,2016-11-13,26,31
98,2016-11-20,17,18
99,2016-11-27,12,29
100,2016-12-04,8,30
101,2016-12-11,13,31
102,2016-12-18,10,18
103,2016-12-25,12,17
104,2017-01-01,10,20
105,2017-01-08,14,33
106,2017-01-15,12,21
107,2017-01-22,8,25
108,2017-01-29,8,23
109,2017-02-05,10,26
110,2017-02-12,54,25
111,2017-02-19,21,24
112,2017-02-26,8,25
113,2017-03-05,13,37
114,2017-03-12,12,23
115,2017-03-19,9,25
116,2017-03-26,5,23
117,2017-04-02,6,26
118,2017-04-09,14,26
119,2017-04-16,12,26
120,2017-04-23,9,29
121,2017-04-30,9,20
122,2017-05-07,9,26
123,2017-05-14,7,22
124,2017-05-21,11,24
125,2017-05-28,10,22
126,2017-06-04,15,24
127,2017-06-11,9,26
128,2017-06-18,15,24
129,2017-06-25,12,23
130,2017-07-02,20,20
131,2017-07-09,25,23
132,2017-07-16,11,23
133,2017-07-23,10,23
134,2017-07-30,14,18
135,2017-08-06,14,29
136,2017-08-13,8,35
