,date,Ed Sheeran,Alphabet
0,2015-01-04,34,23
1,2015-01-11,36,23
2,2015-01-18,41,28
3,2015-01-25,50,33
4,2015-02-01,43,26
5,2015-02-08,79,28
6,2015-02-15,33,26
7,2015-02-22,34,21
8,2015-03-01,26,37
9,2015-03-08,21,24
10,2015-03-15,26,22
11,2015-03-22,29,22
12,2015-03-29,26,23
13,2015-04-05,27,27
14,2015-04-12,22,28
15,2015-04-19,20,21
16,2015-04-26,21,16
17,2015-05-03,17,23
18,2015-05-10,20,24
19,2015-05-17,28,24
20,2015-05-24,19,17
21,2015-05-31,23,19
22,2015-06-07,23,19
23,2015-06-14,29,22
24,2015-06-21,24,16
25,2015-06-28,24,17
26,2015-07-05,24,14
27,2015-07-12,20,21
28,2015-07-19,24,19
29,2015-07-26,16,18
30,2015-08-02,21,19
31,2015-08-09,22,25
32,2015-08-16,30,30
33,2015-08-23,20,28
34,2015-08-30,15,30
35,2015-09-06,18,25
36,2015-09-13,19,32
37,2015-09-20,15,25
38,2015-09-27,23,25
39,2015-10-04,15,20
40,2015-10-11,16,28
41,2015-10-18,17,29
42,2015-10-25,13,33
43,2015-11-01,8,27
44,2015-11-08,13,23
45,2015-11-15,13,20
46,2015-11-22,15,24
47,2015-11-29,11,28
48,2015-12-06,13,27
49,2015-12-13,13,25
50,2015-12-20,11,18
51,2015-12-27,16,10
52,2016-01-03,9,23
53,2016-01-10,11,22
54,2016-01-17,5,24
55,2016-01-24,10,22
56,2016-01-31,12,27
57,2016-02-07,10,23
58,2016-02-14,18,20
59,2016-02-21,7,21
60,2016-02-28,5,25
61,2016-03-06,7,23
62,2016-03-13,9,23
63,2016-03-20,6,16
64,2016-03-27,7,18
65,2016-04-03,7,23
66,2016-04-10,6,25
67,2016-04-17,7,24
68,2016-04-24,8,19
69,2016-05-01,7,20
70,2016-05-08,7,21
71,2016-05-15,9,25
72,2016-05-22,7,25
73,2016-05-29,4,16
74,2016-06-05,9,18
75,2016-06-12,8,17
76,2016-06-19,2,16
77,2016-06-26,7,19
78,2016-07-03,9,14
79,2016-07-10,7,21
80,2016-07-17,6,18
81,2016-07-24,6,19
82,2016-07-31,4,21
83,2016-08-07,7,18
84,2016-08-14,4,26
85,2016-08-21,7,33
86,2016-08-28,6,28
87,2016-09-04,5,26
88,2016-09-11,9,29
89,2016-09-18,2,34
90,2016-09-25,3,32
91,2016-10-02,5,18
92,2016-10-09,6,24
93,2016-10-16,8,27
94,2016-10-23,7,23
95,2016-10-30,7,22
96,2016-11-06,4,22
97,2016-11-13,7,23
98,2016-11-20,5,18
99,2016-11-27,5,21
100,2016-12-04,5,25
101,2016-12-11,7,22
102,2016-12-18,2,16
103,2016-12-25,5,22
104,2017-01-01,17,19
105,2017-01-08,23,26
106,2017-01-15,17,22
107,2017-01-22,17,28
108,2017-01-29,16,23
109,2017-02-05,16,23
110,2017-02-12,41,22
111,2017-02-19,25,23
112,2017-02-26,36,22
113,2017-03-05,100,22
114,2017-03-12,85,28
115,2017-03-19,49,21
116,2017-03-26,29,20
117,2017-04-02,21,22
118,2017-04-09,26,17
119,2017-04-16,23,25
120,2017-04-23,21,22
121,2017-04-30,20,20
122,2017-05-07,17,21
123,2017-05-14,16,26
124,2017-05-21,19,22
125,2017-05-28,20,22
126,2017-06-04,26,17
127,2017-06-11,16,14
128,2017-06-18,20,18
129,2017-06-25,21,18
130,2017-07-02,22,18
131,2017-07-09,17,16
132,2017-07-16,57,16
133,2017-07-23,19,17
134,2017-07-30,17,15
135,2017-08-06,18,20
136,2017-08-13,22,21
137,2017-08-20,21,23
138,2017-08-27,30,32
139,2017-09-03,56,28
140,2017-09-10,15,20
141,2017-09-17,15,30
142,2017-09-24,16,32
143,2017-10-01,18,30
144,2017-10-08,15,28
145,2017-10-15,28,26
146,2017-10-22,17,26
147,2017-10-29,19,24
148,2017-11-05,21,23
149,2017-11-12,21,25
150,2017-11-19,12,23
151,2017-11-26,20,18
152,2017-12-03,36,28
153,2017-12-10,32,24
154,2017-12-17,37,22
155,2017-12-24,37,19
156,2017-12-31,30,17
157,2018-01-07,35,28
158,2018-01-14,41,22
159,2018-01-21,36,25
160,2018-01-28,45,23
161,2018-02-04,23,24
162,2018-02-11,29,24
163,2018-02-18,24,28
164,2018-02-25,23,28
165,2018-03-04,21,25
166,2018-03-11,22,25
167,2018-03-18,18,20
168,2018-03-25,17,23
169,2018-04-01,17,17
170,2018-04-08,21,26
171,2018-04-15,16,22
172,2018-04-22,18,21
173,2018-04-29,15,23
174,2018-05-06,14,24
175,2018-05-13,14,21
176,2018-05-20,21,28
177,2018-05-27,13,22
178,2018-06-03,15,15
179,2018-06-10,11,14
180,2018-06-17,14,19
181,2018-06-24,20,18
182,2018-07-01,20,17
183,2018-07-08,14,15
184,2018-07-15,16,15
185,2018-07-22,14,20
186,2018-07-29,13,14
187,2018-08-05,11,13
188,2018-08-12,10,20
189,2018-08-19,9,26
190,2018-08-26,12,37
191,2018-09-02,11,25
192,2018-09-09,11,26
193,2018-09-16,18,34
194,2018-09-23,14,27
195,2018-09-30,13,28
196,2018-10-07,13,28
197,2018-10-14,11,29
198,2018-10-21,9,24
199,2018-10-28,13,26
200,2018-11-04,18,21
201,2018-11-11,12,26
202,2018-11-18,10,19
203,2018-11-25,9,25
204,2018-12-02,10,22
205,2018-12-09,9,21
206,2018-12-16,9,20
207,2018-12-23,10,18
208,2018-12-30,12,19
209,2019-01-06,9,29
210,2019-01-13,11,27
211,2019-01-20,8,22
212,2019-01-27,9,28
213,2019-02-03,5,24
214,2019-02-10,9,25
215,2019-02-17,13,23
216,2019-02-24,7,24
217,2019-03-03,8,23
218,2019-03-10,6,28
219,2019-03-17,6,24
220,2019-03-24,8,20
221,2019-03-31,7,26
222,2019-04-07,8,23
223,2019-04-14,8,19
224,2019-04-21,7,24
225,2019-04-28,8,24
226,2019-05-05,12,20
227,2019-05-12,11,22
228,2019-05-19,10,24
229,2019-05-26,11,20
230,2019-06-02,15,22
231,2019-06-09,9,15
232,2019-06-16,14,19
233,2019-06-23,11,22
234,2019-06-30,19,20
235,2019-07-07,23,15
236,2019-07-14,21,18
237,2019-07-21,14,17
238,2019-07-28,15,17
239,2019-08-04,14,19
240,2019-08-11,13,20
241,2019-08-18,8,24
242,2019-08-25,11,28
243,2019-09-01,10,22
244,2019-09-08,11,26
245,2019-09-15,12,30
246,2019-09-22,9,30
247,2019-09-29,16,25
248,2019-10-06,10,27
249,2019-10-13,9,25
250,2019-10-20,7,30
251,2019-10-27,9,30
252,2019-11-03,8,28
253,2019-11-10,11,26
254,2019-11-17,8,27
255,2019-11-24,8,18
256,2019-12-01,11,29
257,2019-12-08,6,23
258,2019-12-15,9,23
259,2019-12-22,11,14
260,2019-12-29,10,18
