,date,Ed Sheeran,Alphabet
0,2015-01-04,40,25
1,2015-01-11,45,31
2,2015-01-18,41,33
3,2015-01-25,47,24
4,2015-02-01,48,26
5,2015-02-08,100,28
6,2015-02-15,58,29
7,2015-02-22,51,28
8,2015-03-01,39,30
9,2015-03-08,41,25
10,2015-03-15,36,21
11,2015-03-22,34,27
12,2015-03-29,34,23
13,2015-04-05,45,24
14,2015-04-12,34,21
15,2015-04-19,23,26
16,2015-04-26,31,26
17,2015-05-03,37,19
18,2015-05-10,27,21
19,2015-05-17,40,20
20,2015-05-24,25,21
21,2015-05-31,36,19
22,2015-06-07,35,20
23,2015-06-14,36,21
24,2015-06-21,28,19
25,2015-06-28,25,25
26,2015-07-05,24,22
27,2015-07-12,25,17
28,2015-07-19,19,21
29,2015-07-26,22,12
30,2015-08-02,19,24
31,2015-08-09,24,41
32,2015-08-16,37,38
33,2015-08-23,26,33
34,2015-08-30,25,29
35,2015-09-06,34,32
36,2015-09-13,43,35
37,2015-09-20,25,28
38,2015-09-27,26,33
39,2015-10-04,22,26
40,2015-10-11,16,29
41,2015-10-18,20,35
42,2015-10-25,17,30
43,2015-11-01,16,35
44,2015-11-08,15,25
45,2015-11-15,9,23
46,2015-11-22,18,22
47,2015-11-29,13,28
48,2015-12-06,13,31
49,2015-12-13,18,24
50,2015-12-20,13,19
51,2015-12-27,14,18
52,2016-01-03,11,23
53,2016-01-10,10,23
54,2016-01-17,10,22
55,2016-01-24,12,27
56,2016-01-31,12,30
57,2016-02-07,10,24
58,2016-02-14,22,26
59,2016-02-21,12,23
60,2016-02-28,10,27
61,2016-03-06,8,19
62,2016-03-13,8,25
63,2016-03-20,10,19
64,2016-03-27,9,23
65,2016-04-03,7,21
66,2016-04-10,8,24
67,2016-04-17,8,21
68,2016-04-24,6,24
69,2016-05-01,7,21
70,2016-05-08,7,19
71,2016-05-15,10,18
72,2016-05-22,10,21
73,2016-05-29,7,16
74,2016-06-05,14,25
75,2016-06-12,10,14
76,2016-06-19,5,19
77,2016-06-26,6,19
78,2016-07-03,7,16
79,2016-07-10,6,16
80,2016-07-17,7,23
81,2016-07-24,7,19
82,2016-07-31,5,27
83,2016-08-07,8,29
84,2016-08-14,6,38
85,2016-08-21,7,29
86,2016-08-28,7,27
87,2016-09-04,7,24
88,2016-09-11,7,30
89,2016-09-18,8,27
90,2016-09-25,5,28
91,2016-10-02,7,28
92,2016-10-09,8,26
93,2016-10-16,5,24
94,2016-10-23,6,27
95,2016-10-30,4,24
96,2016-11-06,6,23
