,date,Ed Sheeran,Alphabet
0,2015-01-04,36,28
1,2015-01-11,37,27
2,2015-01-18,36,22
3,2015-01-25,43,25
4,2015-02-01,35,32
5,2015-02-08,82,30
6,2015-02-15,54,29
7,2015-02-22,52,41
8,2015-03-01,33,29
9,2015-03-08,31,31
10,2015-03-15,29,31
11,2015-03-22,29,31
12,2015-03-29,25,26
13,2015-04-05,24,24
14,2015-04-12,20,29
15,2015-04-19,18,29
16,2015-04-26,18,24
17,2015-05-03,25,22
18,2015-05-10,19,31
19,2015-05-17,32,23
20,2015-05-24,24,24
21,2015-05-31,29,27
22,2015-06-07,25,26
23,2015-06-14,39,28
24,2015-06-21,26,25
25,2015-06-28,21,19
26,2015-07-05,26,19
27,2015-07-12,20,24
28,2015-07-19,18,28
29,2015-07-26,18,28
30,2015-08-02,24,23
31,2015-08-09,25,70
32,2015-08-16,33,30
33,2015-08-23,19,28
34,2015-08-30,23,32
35,2015-09-06,15,33
36,2015-09-13,13,37
37,2015-09-20,15,28
38,2015-09-27,18,34
39,2015-10-04,18,40
40,2015-10-11,20,34
41,2015-10-18,17,40
42,2015-10-25,17,32
43,2015-11-01,15,35
44,2015-11-08,15,28
45,2015-11-15,11,30
46,2015-11-22,16,27
47,2015-11-29,13,29
48,2015-12-06,15,33
49,2015-12-13,12,34
50,2015-12-20,13,23
51,2015-12-27,15,22
52,2016-01-03,11,25
53,2016-01-10,9,25
54,2016-01-17,12,29
55,2016-01-24,9,30
56,2016-01-31,10,36
57,2016-02-07,10,30
58,2016-02-14,22,27
59,2016-02-21,12,30
60,2016-02-28,12,35
61,2016-03-06,9,29
62,2016-03-13,9,28
63,2016-03-20,10,30
64,2016-03-27,7,31
65,2016-04-03,6,27
66,2016-04-10,9,27
67,2016-04-17,11,28
68,2016-04-24,10,27
69,2016-05-01,7,23
70,2016-05-08,9,27
71,2016-05-15,8,25
72,2016-05-22,8,32
73,2016-05-29,9,26
74,2016-06-05,10,29
75,2016-06-12,10,27
76,2016-06-19,7,22
77,2016-06-26,5,24
78,2016-07-03,10,24
79,2016-07-10,7,25
80,2016-07-17,8,24
81,2016-07-24,10,25
