,date,Guns N' Roses,Alphabet
0,2015-01-04,6,31
1,2015-01-11,5,28
2,2015-01-18,3,25
3,2015-01-25,2,25
4,2015-02-01,3,30
5,2015-02-08,3,30
6,2015-02-15,3,30
7,2015-02-22,4,34
8,2015-03-01,3,25
9,2015-03-08,4,29
10,2015-03-15,3,25
11,2015-03-22,4,23
12,2015-03-29,3,22
13,2015-04-05,4,22
14,2015-04-12,4,26
15,2015-04-19,3,27
16,2015-04-26,4,21
17,2015-05-03,0,21
18,2015-05-10,3,21
19,2015-05-17,4,23
20,2015-05-24,3,26
21,2015-05-31,4,23
22,2015-06-07,6,23
23,2015-06-14,4,26
24,2015-06-21,4,21
25,2015-06-28,6,23
26,2015-07-05,1,20
27,2015-07-12,4,20
28,2015-07-19,4,25
29,2015-07-26,4,21
30,2015-08-02,3,18
31,2015-08-09,3,56
32,2015-08-16,3,27
33,2015-08-23,6,24
34,2015-08-30,5,28
35,2015-09-06,2,33
36,2015-09-13,5,39
37,2015-09-20,4,38
38,2015-09-27,4,38
39,2015-10-04,4,38
40,2015-10-11,2,34
41,2015-10-18,5,35
42,2015-10-25,5,34
43,2015-11-01,4,34
44,2015-11-08,9,31
45,2015-11-15,6,29
46,2015-11-22,4,25
47,2015-11-29,7,29
48,2015-12-06,5,27
49,2015-12-13,4,25
50,2015-12-20,5,28
51,2015-12-27,22,21
52,2016-01-03,21,25
53,2016-01-10,9,23
54,2016-01-17,14,26
55,2016-01-24,11,24
56,2016-01-31,8,35
57,2016-02-07,8,29
58,2016-02-14,7,26
59,2016-02-21,6,34
60,2016-02-28,7,29
61,2016-03-06,6,21
62,2016-03-13,8,26
63,2016-03-20,13,23
64,2016-03-27,32,25
65,2016-04-03,65,24
66,2016-04-10,30,29
67,2016-04-17,25,25
68,2016-04-24,20,22
69,2016-05-01,16,25
70,2016-05-08,11,25
71,2016-05-15,11,24
72,2016-05-22,11,23
73,2016-05-29,10,26
74,2016-06-05,11,25
75,2016-06-12,11,20
76,2016-06-19,15,22
77,2016-06-26,19,19
78,2016-07-03,22,18
79,2016-07-10,56,17
80,2016-07-17,57,21
81,2016-07-24,100,21
82,2016-07-31,9,25
83,2016-08-07,9,17
84,2016-08-14,9,20
85,2016-08-21,9,20
86,2016-08-28,7,21
87,2016-09-04,7,30
88,2016-09-11,6,38
89,2016-09-18,5,34
90,2016-09-25,4,24
91,2016-10-02,6,30
92,2016-10-09,5,25
93,2016-10-16,6,28
94,2016-10-23,6,28
95,2016-10-30,5,27
96,2016-11-06,4,23
97,2016-11-13,5,25
98,2016-11-20,6,21
99,2016-11-27,8,28
100,2016-12-04,11,28
101,2016-12-11,7,27
102,2016-12-18,6,26
103,2016-12-25,7,23
104,2017-01-01,5,27
105,2017-01-08,6,26
106,2017-01-15,6,24
107,2017-01-22,5,32
108,2017-01-29,6,28
109,2017-02-05,5,24
110,2017-02-12,6,27
111,2017-02-19,6,29
112,2017-02-26,6,27
113,2017-03-05,5,26
114,2017-03-12,8,24
115,2017-03-19,5,29
116,2017-03-26,6,29
117,2017-04-02,4,26
118,2017-04-09,4,20
119,2017-04-16,6,25
120,2017-04-23,6,24
121,2017-04-30,5,26
122,2017-05-07,6,27
123,2017-05-14,5,25
124,2017-05-21,11,23
125,2017-05-28,18,28
126,2017-06-04,8,27
127,2017-06-11,9,24
128,2017-06-18,10,20
129,2017-06-25,8,19
130,2017-07-02,8,21
131,2017-07-09,9,20
132,2017-07-16,17,20
133,2017-07-23,16,21
134,2017-07-30,13,20
135,2017-08-06,10,19
136,2017-08-13,14,18
137,2017-08-20,7,18
138,2017-08-27,10,20
139,2017-09-03,6,22
140,2017-09-10,7,30
141,2017-09-17,9,32
142,2017-09-24,11,30
143,2017-10-01,16,31
144,2017-10-08,42,27
145,2017-10-15,18,27
146,2017-10-22,7,27
147,2017-10-29,6,26
148,2017-11-05,5,24
149,2017-11-12,5,31
150,2017-11-19,5,27
151,2017-11-26,3,27
152,2017-12-03,5,23
153,2017-12-10,3,29
154,2017-12-17,3,25
155,2017-12-24,5,22
156,2017-12-31,2,24
157,2018-01-07,3,28
158,2018-01-14,4,26
159,2018-01-21,4,29
160,2018-01-28,4,29
161,2018-02-04,6,33
162,2018-02-11,5,30
163,2018-02-18,3,24
164,2018-02-25,4,29
165,2018-03-04,4,25
166,2018-03-11,3,27
167,2018-03-18,4,27
168,2018-03-25,6,26
169,2018-04-01,5,24
170,2018-04-08,6,26
171,2018-04-15,4,29
172,2018-04-22,4,27
173,2018-04-29,9,28
174,2018-05-06,7,28
175,2018-05-13,4,23
176,2018-05-20,4,23
177,2018-05-27,4,25
178,2018-06-03,7,25
179,2018-06-10,5,23
180,2018-06-17,5,23
181,2018-06-24,4,20
182,2018-07-01,6,19
183,2018-07-08,3,20
184,2018-07-15,5,20
185,2018-07-22,7,25
186,2018-07-29,6,20
187,2018-08-05,4,19
188,2018-08-12,3,21
189,2018-08-19,4,19
190,2018-08-26,4,23
191,2018-09-02,4,22
192,2018-09-09,3,32
193,2018-09-16,4,29
194,2018-09-23,4,32
195,2018-09-30,3,29
196,2018-10-07,3,27
197,2018-10-14,4,29
198,2018-10-21,3,29
199,2018-10-28,5,28
200,2018-11-04,4,21
