,date,Ed Sheeran,Alphabet
0,2015-01-04,39,34
1,2015-01-11,43,28
2,2015-01-18,37,29
3,2015-01-25,47,31
4,2015-02-01,40,38
5,2015-02-08,93,47
6,2015-02-15,55,31
7,2015-02-22,37,32
8,2015-03-01,34,33
9,2015-03-08,35,31
10,2015-03-15,33,34
11,2015-03-22,32,35
12,2015-03-29,27,35
13,2015-04-05,35,28
14,2015-04-12,27,37
15,2015-04-19,18,30
16,2015-04-26,17,24
17,2015-05-03,20,25
18,2015-05-10,26,25
19,2015-05-17,39,29
20,2015-05-24,28,36
21,2015-05-31,38,39
22,2015-06-07,22,30
23,2015-06-14,44,31
24,2015-06-21,28,16
25,2015-06-28,29,23
26,2015-07-05,27,31
27,2015-07-12,21,30
28,2015-07-19,27,32
29,2015-07-26,22,20
30,2015-08-02,24,24
31,2015-08-09,32,65
32,2015-08-16,28,30
33,2015-08-23,23,38
34,2015-08-30,26,51
35,2015-09-06,29,47
36,2015-09-13,32,46
37,2015-09-20,66,40
38,2015-09-27,30,42
39,2015-10-04,19,52
40,2015-10-11,20,38
41,2015-10-18,20,36
42,2015-10-25,19,40
43,2015-11-01,17,42
44,2015-11-08,21,40
45,2015-11-15,18,45
46,2015-11-22,22,35
47,2015-11-29,17,37
48,2015-12-06,15,39
49,2015-12-13,15,33
50,2015-12-20,16,27
51,2015-12-27,18,23
52,2016-01-03,16,28
53,2016-01-10,16,28
54,2016-01-17,8,29
55,2016-01-24,10,29
56,2016-01-31,9,38
57,2016-02-07,11,27
58,2016-02-14,32,37
59,2016-02-21,10,35
60,2016-02-28,10,35
61,2016-03-06,10,33
62,2016-03-13,7,23
63,2016-03-20,8,31
64,2016-03-27,7,31
65,2016-04-03,10,33
66,2016-04-10,5,33
67,2016-04-17,7,31
68,2016-04-24,10,29
69,2016-05-01,9,23
70,2016-05-08,8,29
71,2016-05-15,7,26
72,2016-05-22,8,29
73,2016-05-29,8,30
74,2016-06-05,12,25
75,2016-06-12,6,22
76,2016-06-19,6,22
77,2016-06-26,10,27
78,2016-07-03,8,21
79,2016-07-10,8,22
80,2016-07-17,7,25
81,2016-07-24,8,28
82,2016-07-31,6,31
83,2016-08-07,8,21
84,2016-08-14,7,26
85,2016-08-21,5,22
86,2016-08-28,4,50
87,2016-09-04,5,41
88,2016-09-11,5,40
89,2016-09-18,6,31
90,2016-09-25,5,34
91,2016-10-02,4,28
92,2016-10-09,5,23
