,date,The Rolling Stones,Alphabet
0,2015-01-04,16,72
1,2015-01-11,0,60
2,2015-01-18,14,53
3,2015-01-25,8,71
4,2015-02-01,6,69
5,2015-02-08,17,70
6,2015-02-15,41,53
7,2015-02-22,11,89
8,2015-03-01,14,73
9,2015-03-08,8,59
10,2015-03-15,32,53
11,2015-03-22,20,74
12,2015-03-29,60,52
13,2015-04-05,35,62
14,2015-04-12,47,59
15,2015-04-19,17,56
16,2015-04-26,28,52
17,2015-05-03,24,62
18,2015-05-10,26,75
19,2015-05-17,29,63
20,2015-05-24,30,53
21,2015-05-31,67,67
22,2015-06-07,46,54
23,2015-06-14,41,41
24,2015-06-21,66,51
25,2015-06-28,49,45
26,2015-07-05,22,39
27,2015-07-12,17,39
28,2015-07-19,14,54
29,2015-07-26,22,44
30,2015-08-02,15,52
31,2015-08-09,18,82
32,2015-08-16,23,63
33,2015-08-23,14,91
34,2015-08-30,8,89
35,2015-09-06,18,84
36,2015-09-13,4,64
37,2015-09-20,10,68
38,2015-09-27,16,58
39,2015-10-04,19,82
40,2015-10-11,13,75
41,2015-10-18,14,82
42,2015-10-25,21,71
43,2015-11-01,19,65
44,2015-11-08,13,67
45,2015-11-15,11,78
46,2015-11-22,18,60
47,2015-11-29,13,71
48,2015-12-06,17,54
49,2015-12-13,12,64
50,2015-12-20,20,17
51,2015-12-27,20,42
52,2016-01-03,9,67
53,2016-01-10,8,51
54,2016-01-17,13,56
55,2016-01-24,7,73
56,2016-01-31,11,66
57,2016-02-07,18,47
58,2016-02-14,9,53
59,2016-02-21,7,56
60,2016-02-28,11,50
61,2016-03-06,7,64
62,2016-03-13,7,50
63,2016-03-20,10,47
64,2016-03-27,18,57
65,2016-04-03,16,63
66,2016-04-10,12,60
67,2016-04-17,20,70
68,2016-04-24,10,49
69,2016-05-01,16,67
70,2016-05-08,11,66
71,2016-05-15,14,46
72,2016-05-22,0,61
73,2016-05-29,0,52
74,2016-06-05,12,39
75,2016-06-12,7,47
76,2016-06-19,10,56
77,2016-06-26,12,45
78,2016-07-03,18,33
79,2016-07-10,13,26
80,2016-07-17,9,49
81,2016-07-24,11,45
82,2016-07-31,0,74
83,2016-08-07,0,43
84,2016-08-14,11,47
85,2016-08-21,14,66
86,2016-08-28,13,100
87,2016-09-04,12,74
88,2016-09-11,8,70
89,2016-09-18,11,63
90,2016-09-25,0,52
91,2016-10-02,17,66
92,2016-10-09,16,48
93,2016-10-16,16,65
94,2016-10-23,9,72
95,2016-10-30,18,62
96,2016-11-06,4,57
97,2016-11-13,18,55
98,2016-11-20,13,41
99,2016-11-27,12,48
100,2016-12-04,20,59
101,2016-12-11,14,55
102,2016-12-18,15,63
103,2016-12-25,19,58
104,2017-01-01,17,42
105,2017-01-08,5,43
106,2017-01-15,15,59
107,2017-01-22,7,59
108,2017-01-29,12,59
109,2017-02-05,15,52
110,2017-02-12,17,57
111,2017-02-19,14,50
112,2017-02-26,7,60
113,2017-03-05,21,61
114,2017-03-12,16,42
115,2017-03-19,11,57
116,2017-03-26,0,58
117,2017-04-02,16,51
118,2017-04-09,8,61
119,2017-04-16,14,61
120,2017-04-23,9,61
121,2017-04-30,7,65
122,2017-05-07,12,78
123,2017-05-14,14,52
124,2017-05-21,15,58
125,2017-05-28,17,55
126,2017-06-04,16,50
127,2017-06-11,9,48
128,2017-06-18,14,45
129,2017-06-25,19,49
130,2017-07-02,16,40
131,2017-07-09,15,46
132,2017-07-16,13,39
133,2017-07-23,7,36
134,2017-07-30,21,40
135,2017-08-06,14,37
136,2017-08-13,7,27
137,2017-08-20,10,62
138,2017-08-27,6,77
139,2017-09-03,15,77
140,2017-09-10,12,64
141,2017-09-17,10,83
142,2017-09-24,11,69
143,2017-10-01,11,56
144,2017-10-08,7,78
145,2017-10-15,11,60
146,2017-10-22,4,76
147,2017-10-29,8,82
148,2017-11-05,8,75
149,2017-11-12,13,63
150,2017-11-19,0,62
151,2017-11-26,11,73
152,2017-12-03,10,60
153,2017-12-10,10,52
154,2017-12-17,14,53
155,2017-12-24,10,26
156,2017-12-31,8,57
157,2018-01-07,12,57
158,2018-01-14,13,63
159,2018-01-21,17,66
160,2018-01-28,9,79
161,2018-02-04,14,60
162,2018-02-11,4,56
163,2018-02-18,13,76
164,2018-02-25,8,72
165,2018-03-04,24,57
166,2018-03-11,8,43
167,2018-03-18,19,58
168,2018-03-25,0,49
169,2018-04-01,9,39
170,2018-04-08,18,78
171,2018-04-15,11,67
172,2018-04-22,18,44
173,2018-04-29,9,46
174,2018-05-06,13,48
175,2018-05-13,23,68
176,2018-05-20,12,69
177,2018-05-27,15,49
178,2018-06-03,12,39
179,2018-06-10,19,48
180,2018-06-17,15,50
181,2018-06-24,12,38
182,2018-07-01,17,39
183,2018-07-08,4,35
184,2018-07-15,15,44
185,2018-07-22,22,38
186,2018-07-29,15,39
187,2018-08-05,14,40
188,2018-08-12,12,53
189,2018-08-19,17,53
190,2018-08-26,16,75
191,2018-09-02,9,66
192,2018-09-09,3,74
193,2018-09-16,14,75
194,2018-09-23,18,71
195,2018-09-30,23,80
196,2018-10-07,9,73
197,2018-10-14,10,91
198,2018-10-21,10,64
199,2018-10-28,0,77
200,2018-11-04,11,44
201,2018-11-11,8,76
202,2018-11-18,24,60
203,2018-11-25,34,63
204,2018-12-02,29,79
205,2018-12-09,23,61
206,2018-12-16,12,56
207,2018-12-23,22,51
208,2018-12-30,16,58
209,2019-01-06,17,74
210,2019-01-13,27,54
211,2019-01-20,16,51
212,2019-01-27,15,55
213,2019-02-03,4,61
214,2019-02-10,13,49
215,2019-02-17,14,50
216,2019-02-24,19,61
217,2019-03-03,20,77
218,2019-03-10,9,38
219,2019-03-17,6,40
220,2019-03-24,20,60
221,2019-03-31,24,64
222,2019-04-07,17,93
223,2019-04-14,20,64
224,2019-04-21,27,53
225,2019-04-28,11,64
226,2019-05-05,20,56
227,2019-05-12,13,51
228,2019-05-19,16,61
229,2019-05-26,17,60
230,2019-06-02,17,63
231,2019-06-09,28,43
232,2019-06-16,40,61
233,2019-06-23,52,46
234,2019-06-30,20,44
235,2019-07-07,18,58
236,2019-07-14,30,52
