,date,U2,Alphabet
0,2015-01-04,4,40
1,2015-01-11,9,59
2,2015-01-18,22,60
3,2015-01-25,19,70
4,2015-02-01,12,63
5,2015-02-08,22,57
6,2015-02-15,25,62
7,2015-02-22,16,67
8,2015-03-01,16,68
9,2015-03-08,18,63
10,2015-03-15,6,39
11,2015-03-22,14,45
12,2015-03-29,19,57
13,2015-04-05,21,57
14,2015-04-12,12,45
15,2015-04-19,14,50
16,2015-04-26,4,51
17,2015-05-03,27,59
18,2015-05-10,37,56
19,2015-05-17,15,66
20,2015-05-24,52,57
21,2015-05-31,29,45
22,2015-06-07,11,32
23,2015-06-14,20,35
24,2015-06-21,18,45
25,2015-06-28,23,40
26,2015-07-05,15,49
27,2015-07-12,5,40
28,2015-07-19,40,38
29,2015-07-26,7,34
30,2015-08-02,22,39
31,2015-08-09,12,100
32,2015-08-16,23,50
33,2015-08-23,12,65
34,2015-08-30,9,80
35,2015-09-06,12,75
36,2015-09-13,6,49
37,2015-09-20,18,61
38,2015-09-27,8,76
39,2015-10-04,5,59
40,2015-10-11,17,50
41,2015-10-18,17,66
42,2015-10-25,8,63
43,2015-11-01,10,63
44,2015-11-08,8,63
45,2015-11-15,9,60
46,2015-11-22,25,56
47,2015-11-29,5,68
48,2015-12-06,16,56
49,2015-12-13,11,43
50,2015-12-20,7,47
51,2015-12-27,7,51
52,2016-01-03,6,45
53,2016-01-10,5,55
54,2016-01-17,7,55
55,2016-01-24,4,53
56,2016-01-31,15,66
57,2016-02-07,14,66
58,2016-02-14,5,46
59,2016-02-21,16,55
60,2016-02-28,12,57
61,2016-03-06,13,43
62,2016-03-13,7,53
63,2016-03-20,12,47
64,2016-03-27,16,44
65,2016-04-03,19,33
66,2016-04-10,11,51
67,2016-04-17,11,47
68,2016-04-24,7,46
69,2016-05-01,3,48
70,2016-05-08,9,42
71,2016-05-15,15,49
72,2016-05-22,11,34
73,2016-05-29,9,43
74,2016-06-05,10,45
75,2016-06-12,13,23
76,2016-06-19,9,33
77,2016-06-26,11,41
78,2016-07-03,12,38
79,2016-07-10,4,48
80,2016-07-17,7,53
81,2016-07-24,7,40
82,2016-07-31,9,45
83,2016-08-07,10,53
84,2016-08-14,6,43
85,2016-08-21,10,76
86,2016-08-28,7,63
87,2016-09-04,7,60
88,2016-09-11,10,46
89,2016-09-18,12,48
90,2016-09-25,13,49
91,2016-10-02,8,46
92,2016-10-09,5,61
93,2016-10-16,15,49
94,2016-10-23,7,52
95,2016-10-30,3,47
96,2016-11-06,8,49
97,2016-11-13,3,49
98,2016-11-20,15,42
99,2016-11-27,0,50
100,2016-12-04,10,49
101,2016-12-11,9,42
102,2016-12-18,9,53
103,2016-12-25,14,36
104,2017-01-01,13,49
105,2017-01-08,47,41
106,2017-01-15,31,59
107,2017-01-22,15,44
108,2017-01-29,2,57
109,2017-02-05,15,50
110,2017-02-12,13,52
111,2017-02-19,9,48
112,2017-02-26,8,46
113,2017-03-05,9,55
114,2017-03-12,7,45
115,2017-03-19,14,47
116,2017-03-26,12,45
117,2017-04-02,15,48
118,2017-04-09,18,43
119,2017-04-16,20,47
120,2017-04-23,15,56
121,2017-04-30,21,43
122,2017-05-07,29,58
123,2017-05-14,39,49
124,2017-05-21,42,68
125,2017-05-28,18,51
126,2017-06-04,17,47
127,2017-06-11,23,51
128,2017-06-18,21,44
