,date,Ed Sheeran,Alphabet
0,2015-01-04,33,24
1,2015-01-11,33,21
2,2015-01-18,32,19
3,2015-01-25,36,20
4,2015-02-01,33,23
5,2015-02-08,49,19
6,2015-02-15,34,20
7,2015-02-22,31,21
8,2015-03-01,29,20
9,2015-03-08,24,22
10,2015-03-15,24,20
11,2015-03-22,23,19
12,2015-03-29,24,20
13,2015-04-05,29,20
14,2015-04-12,26,19
15,2015-04-19,21,22
16,2015-04-26,19,19
17,2015-05-03,22,19
18,2015-05-10,28,19
19,2015-05-17,31,20
20,2015-05-24,26,22
21,2015-05-31,29,22
22,2015-06-07,27,17
23,2015-06-14,28,18
24,2015-06-21,23,20
25,2015-06-28,27,25
26,2015-07-05,30,30
27,2015-07-12,28,26
28,2015-07-19,30,27
29,2015-07-26,23,24
30,2015-08-02,26,25
31,2015-08-09,37,66
32,2015-08-16,37,33
33,2015-08-23,22,38
34,2015-08-30,25,47
35,2015-09-06,22,42
36,2015-09-13,27,46
37,2015-09-20,42,42
38,2015-09-27,26,39
39,2015-10-04,17,44
40,2015-10-11,22,37
41,2015-10-18,18,41
42,2015-10-25,17,39
43,2015-11-01,16,37
44,2015-11-08,19,34
45,2015-11-15,16,37
46,2015-11-22,18,28
47,2015-11-29,11,37
48,2015-12-06,13,37
49,2015-12-13,18,32
50,2015-12-20,13,25
51,2015-12-27,16,22
52,2016-01-03,15,31
53,2016-01-10,11,30
54,2016-01-17,14,32
55,2016-01-24,10,28
56,2016-01-31,11,41
57,2016-02-07,9,33
58,2016-02-14,30,35
59,2016-02-21,13,38
60,2016-02-28,12,30
61,2016-03-06,7,26
62,2016-03-13,8,30
63,2016-03-20,12,34
64,2016-03-27,12,30
65,2016-04-03,9,30
66,2016-04-10,9,35
67,2016-04-17,9,31
68,2016-04-24,11,31
69,2016-05-01,11,28
70,2016-05-08,10,28
71,2016-05-15,6,30
72,2016-05-22,7,29
73,2016-05-29,11,28
74,2016-06-05,14,28
75,2016-06-12,11,28
76,2016-06-19,7,25
77,2016-06-26,8,23
78,2016-07-03,9,21
79,2016-07-10,9,21
80,2016-07-17,10,24
81,2016-07-24,12,29
82,2016-07-31,7,30
83,2016-08-07,9,27
84,2016-08-14,5,25
85,2016-08-21,5,35
86,2016-08-28,6,39
87,2016-09-04,6,38
88,2016-09-11,4,40
89,2016-09-18,7,36
90,2016-09-25,9,37
91,2016-10-02,7,34
92,2016-10-09,6,27
93,2016-10-16,8,30
94,2016-10-23,8,32
95,2016-10-30,5,30
96,2016-11-06,6,27
97,2016-11-13,9,32
98,2016-11-20,9,28
99,2016-11-27,10,29
100,2016-12-04,5,29
101,2016-12-11,9,37
102,2016-12-18,7,25
103,2016-12-25,6,27
104,2017-01-01,28,30
105,2017-01-08,33,29
106,2017-01-15,21,30
107,2017-01-22,26,32
108,2017-01-29,23,28
109,2017-02-05,25,31
110,2017-02-12,63,35
111,2017-02-19,34,32
112,2017-02-26,51,36
113,2017-03-05,100,30
114,2017-03-12,77,32
115,2017-03-19,55,32
116,2017-03-26,41,33
117,2017-04-02,30,30
118,2017-04-09,32,30
119,2017-04-16,33,29
120,2017-04-23,21,30
121,2017-04-30,25,31
122,2017-05-07,20,32
123,2017-05-14,23,36
124,2017-05-21,25,32
125,2017-05-28,23,32
126,2017-06-04,30,27
127,2017-06-11,22,31
128,2017-06-18,21,28
129,2017-06-25,20,27
130,2017-07-02,31,23
131,2017-07-09,24,28
132,2017-07-16,94,27
133,2017-07-23,27,24
134,2017-07-30,21,24
135,2017-08-06,23,28
136,2017-08-13,21,29
137,2017-08-20,19,28
138,2017-08-27,29,34
139,2017-09-03,28,37
140,2017-09-10,21,39
141,2017-09-17,49,45
142,2017-09-24,21,38
143,2017-10-01,19,41
144,2017-10-08,23,38
145,2017-10-15,32,34
146,2017-10-22,24,37
147,2017-10-29,20,34
148,2017-11-05,26,33
149,2017-11-12,26,33
150,2017-11-19,17,28
151,2017-11-26,21,32
152,2017-12-03,46,34
153,2017-12-10,38,32
154,2017-12-17,49,30
155,2017-12-24,42,29
156,2017-12-31,38,28
157,2018-01-07,40,31
158,2018-01-14,52,33
159,2018-01-21,58,40
160,2018-01-28,48,41
161,2018-02-04,29,38
162,2018-02-11,31,37
163,2018-02-18,30,35
164,2018-02-25,30,38
165,2018-03-04,28,34
166,2018-03-11,25,32
167,2018-03-18,23,33
168,2018-03-25,26,32
169,2018-04-01,22,31
170,2018-04-08,18,36
171,2018-04-15,21,37
172,2018-04-22,19,32
173,2018-04-29,17,30
174,2018-05-06,17,35
175,2018-05-13,22,33
176,2018-05-20,25,34
177,2018-05-27,17,33
178,2018-06-03,14,31
179,2018-06-10,17,27
180,2018-06-17,17,27
181,2018-06-24,24,26
182,2018-07-01,21,22
183,2018-07-08,15,24
184,2018-07-15,21,27
185,2018-07-22,19,23
186,2018-07-29,17,31
187,2018-08-05,14,30
188,2018-08-12,13,30
189,2018-08-19,17,28
190,2018-08-26,19,31
191,2018-09-02,16,39
192,2018-09-09,16,33
193,2018-09-16,18,43
194,2018-09-23,23,36
195,2018-09-30,18,40
196,2018-10-07,14,36
197,2018-10-14,13,38
198,2018-10-21,12,39
199,2018-10-28,15,40
200,2018-11-04,13,31
201,2018-11-11,12,33
202,2018-11-18,11,26
203,2018-11-25,12,38
204,2018-12-02,13,33
205,2018-12-09,11,29
206,2018-12-16,11,36
207,2018-12-23,13,27
208,2018-12-30,15,30
209,2019-01-06,13,32
210,2019-01-13,0,0
211,2019-01-20,0,0
212,2019-01-27,11,33
213,2019-02-03,0,0
214,2019-02-10,0,0
215,2019-02-17,13,35
216,2019-02-24,0,0
217,2019-03-03,0,0
218,2019-03-10,0,0
219,2019-03-17,8,35
220,2019-03-24,11,39
221,2019-03-31,0,0
222,2019-04-07,0,0
223,2019-04-14,0,0
224,2019-04-21,0,0
225,2019-04-28,10,34
226,2019-05-05,20,31
227,2019-05-12,18,33
228,2019-05-19,22,35
229,2019-05-26,0,0
230,2019-06-02,14,36
231,2019-06-09,13,29
232,2019-06-16,0,0
233,2019-06-23,20,24
234,2019-06-30,23,25
235,2019-07-07,0,0
236,2019-07-14,0,0
237,2019-07-21,0,0
238,2019-07-28,22,23
239,2019-08-04,20,27
240,2019-08-11,0,0
241,2019-08-18,15,34
242,2019-08-25,20,37
243,2019-09-01,12,34
244,2019-09-08,0,0
245,2019-09-15,0,0
246,2019-09-22,0,0
247,2019-09-29,0,0
248,2019-10-06,14,39
249,2019-10-13,13,39
250,2019-10-20,0,0
251,2019-10-27,0,0
252,2019-11-03,0,0
253,2019-11-10,10,37
254,2019-11-17,13,41
255,2019-11-24,13,30
256,2019-12-01,0,0
257,2019-12-08,0,0
258,2019-12-15,0,0
259,2019-12-22,0,0
260,2019-12-29,14,31
