,date,The Rolling Stones,Alphabet
0,2015-01-04,5,19
1,2015-01-11,3,21
2,2015-01-18,5,22
3,2015-01-25,6,21
4,2015-02-01,5,20
5,2015-02-08,6,25
6,2015-02-15,8,21
7,2015-02-22,5,22
8,2015-03-01,5,22
9,2015-03-08,8,21
10,2015-03-15,9,16
11,2015-03-22,7,19
12,2015-03-29,23,19
13,2015-04-05,22,20
14,2015-04-12,17,20
15,2015-04-19,10,19
16,2015-04-26,9,20
17,2015-05-03,8,19
18,2015-05-10,8,19
19,2015-05-17,11,18
20,2015-05-24,13,18
21,2015-05-31,17,19
22,2015-06-07,12,16
23,2015-06-14,17,16
24,2015-06-21,30,14
25,2015-06-28,30,14
26,2015-07-05,19,15
27,2015-07-12,9,15
28,2015-07-19,6,18
29,2015-07-26,8,15
30,2015-08-02,6,13
31,2015-08-09,5,39
32,2015-08-16,6,22
33,2015-08-23,7,24
34,2015-08-30,5,27
35,2015-09-06,4,21
36,2015-09-13,6,23
37,2015-09-20,6,23
38,2015-09-27,7,23
39,2015-10-04,5,26
40,2015-10-11,6,25
41,2015-10-18,6,23
42,2015-10-25,6,20
43,2015-11-01,7,22
44,2015-11-08,7,22
45,2015-11-15,5,22
46,2015-11-22,7,19
47,2015-11-29,6,23
48,2015-12-06,7,23
49,2015-12-13,7,20
50,2015-12-20,7,19
51,2015-12-27,8,16
52,2016-01-03,6,17
53,2016-01-10,8,18
54,2016-01-17,6,18
55,2016-01-24,6,20
56,2016-01-31,6,26
57,2016-02-07,7,19
58,2016-02-14,8,18
59,2016-02-21,6,20
60,2016-02-28,7,21
61,2016-03-06,5,16
62,2016-03-13,6,20
63,2016-03-20,8,18
64,2016-03-27,6,14
65,2016-04-03,6,21
66,2016-04-10,6,19
67,2016-04-17,6,17
68,2016-04-24,6,19
69,2016-05-01,9,19
70,2016-05-08,8,19
71,2016-05-15,7,23
72,2016-05-22,6,18
73,2016-05-29,6,16
74,2016-06-05,5,16
75,2016-06-12,7,13
76,2016-06-19,6,13
77,2016-06-26,6,17
78,2016-07-03,6,14
79,2016-07-10,6,15
80,2016-07-17,6,15
81,2016-07-24,6,16
82,2016-07-31,5,20
83,2016-08-07,5,15
84,2016-08-14,5,17
85,2016-08-21,5,24
86,2016-08-28,5,23
87,2016-09-04,6,23
88,2016-09-11,6,22
89,2016-09-18,5,21
90,2016-09-25,5,21
91,2016-10-02,8,18
92,2016-10-09,5,18
93,2016-10-16,7,21
94,2016-10-23,5,20
95,2016-10-30,6,20
96,2016-11-06,5,18
97,2016-11-13,7,23
98,2016-11-20,5,17
99,2016-11-27,10,19
100,2016-12-04,11,20
101,2016-12-11,7,19
102,2016-12-18,5,19
103,2016-12-25,6,16
104,2017-01-01,6,18
105,2017-01-08,5,20
106,2017-01-15,7,20
107,2017-01-22,7,20
108,2017-01-29,7,20
109,2017-02-05,7,19
110,2017-02-12,7,19
111,2017-02-19,6,21
112,2017-02-26,6,20
113,2017-03-05,6,19
114,2017-03-12,6,18
115,2017-03-19,6,19
116,2017-03-26,6,20
117,2017-04-02,6,19
118,2017-04-09,9,18
119,2017-04-16,10,18
120,2017-04-23,9,21
121,2017-04-30,8,22
122,2017-05-07,11,20
123,2017-05-14,11,19
124,2017-05-21,10,21
125,2017-05-28,11,20
126,2017-06-04,9,18
127,2017-06-11,10,18
128,2017-06-18,8,17
129,2017-06-25,9,16
130,2017-07-02,10,14
131,2017-07-09,10,18
132,2017-07-16,10,15
133,2017-07-23,10,16
134,2017-07-30,7,15
135,2017-08-06,8,15
136,2017-08-13,6,19
137,2017-08-20,6,23
138,2017-08-27,5,23
139,2017-09-03,5,22
140,2017-09-10,6,22
141,2017-09-17,5,23
142,2017-09-24,6,23
143,2017-10-01,6,22
144,2017-10-08,5,22
145,2017-10-15,5,22
146,2017-10-22,5,24
147,2017-10-29,5,23
148,2017-11-05,6,24
149,2017-11-12,5,23
150,2017-11-19,6,17
151,2017-11-26,5,21
152,2017-12-03,7,21
153,2017-12-10,5,21
154,2017-12-17,7,19
155,2017-12-24,6,15
156,2017-12-31,4,17
157,2018-01-07,6,21
158,2018-01-14,4,20
159,2018-01-21,6,22
160,2018-01-28,6,26
161,2018-02-04,4,25
162,2018-02-11,5,23
163,2018-02-18,6,22
164,2018-02-25,7,21
165,2018-03-04,9,21
166,2018-03-11,5,21
167,2018-03-18,6,21
168,2018-03-25,5,16
169,2018-04-01,6,19
170,2018-04-08,7,21
171,2018-04-15,6,20
172,2018-04-22,6,22
173,2018-04-29,5,19
174,2018-05-06,6,19
175,2018-05-13,8,20
176,2018-05-20,7,19
177,2018-05-27,7,17
