,date,Guns N' Roses,Alphabet
0,2015-01-04,0,60
1,2015-01-11,0,39
2,2015-01-18,0,17
3,2015-01-25,37,19
4,2015-02-01,0,23
5,2015-02-08,0,18
6,2015-02-15,17,100
7,2015-02-22,0,0
8,2015-03-01,0,29
9,2015-03-08,14,45
10,2015-03-15,0,60
11,2015-03-22,0,0
12,2015-03-29,0,0
13,2015-04-05,0,0
14,2015-04-12,29,30
15,2015-04-19,14,31
16,2015-04-26,14,31
17,2015-05-03,0,36
18,2015-05-10,0,80
19,2015-05-17,20,0
20,2015-05-24,18,45
21,2015-05-31,0,74
22,2015-06-07,47,39
23,2015-06-14,38,20
24,2015-06-21,36,20
25,2015-06-28,0,41
26,2015-07-05,26,0
27,2015-07-12,0,63
28,2015-07-19,0,32
29,2015-07-26,0,0
30,2015-08-02,46,84
31,2015-08-09,0,87
32,2015-08-16,17,17
33,2015-08-23,0,67
34,2015-08-30,0,66
35,2015-09-06,46,58
36,2015-09-13,0,50
37,2015-09-20,0,62
38,2015-09-27,0,50
39,2015-10-04,0,56
40,2015-10-11,81,46
41,2015-10-18,0,13
42,2015-10-25,22,0
43,2015-11-01,0,56
44,2015-11-08,0,35
45,2015-11-15,56,47
46,2015-11-22,44,50
47,2015-11-29,16,42
48,2015-12-06,0,36
49,2015-12-13,19,21
50,2015-12-20,21,62
51,2015-12-27,46,54
52,2016-01-03,27,0
53,2016-01-10,31,48
54,2016-01-17,36,53
55,2016-01-24,22,60
56,2016-01-31,25,20
57,2016-02-07,32,43
58,2016-02-14,13,0
59,2016-02-21,0,29
60,2016-02-28,20,37
61,2016-03-06,12,41
62,2016-03-13,0,17
63,2016-03-20,42,13
64,2016-03-27,38,23
65,2016-04-03,44,45
66,2016-04-10,49,52
67,2016-04-17,61,42
68,2016-04-24,36,31
69,2016-05-01,0,65
70,2016-05-08,0,37
71,2016-05-15,0,45
72,2016-05-22,23,0
73,2016-05-29,0,38
74,2016-06-05,37,57
75,2016-06-12,0,34
76,2016-06-19,0,28
77,2016-06-26,28,0
78,2016-07-03,26,45
79,2016-07-10,33,18
80,2016-07-17,0,0
81,2016-07-24,16,0
82,2016-07-31,0,38
83,2016-08-07,39,15
84,2016-08-14,53,0
85,2016-08-21,30,21
86,2016-08-28,0,61
87,2016-09-04,23,43
88,2016-09-11,0,58
89,2016-09-18,0,65
90,2016-09-25,20,18
91,2016-10-02,28,34
92,2016-10-09,0,29
93,2016-10-16,20,61
94,2016-10-23,0,21
95,2016-10-30,46,30
96,2016-11-06,13,44
97,2016-11-13,30,28
98,2016-11-20,17,44
99,2016-11-27,17,38
100,2016-12-04,77,53
101,2016-12-11,28,49
102,2016-12-18,23,45
103,2016-12-25,25,31
104,2017-01-01,17,40
105,2017-01-08,14,19
106,2017-01-15,39,35
107,2017-01-22,16,59
108,2017-01-29,31,33
109,2017-02-05,0,27
110,2017-02-12,0,29
111,2017-02-19,0,71
112,2017-02-26,0,29
113,2017-03-05,12,50
114,2017-03-12,33,26
115,2017-03-19,70,18
116,2017-03-26,24,56
117,2017-04-02,10,39
118,2017-04-09,11,31
119,2017-04-16,0,70
120,2017-04-23,13,61
121,2017-04-30,18,67
122,2017-05-07,0,33
123,2017-05-14,12,56
124,2017-05-21,36,49
125,2017-05-28,17,29
126,2017-06-04,24,46
127,2017-06-11,0,29
128,2017-06-18,54,17
129,2017-06-25,20,80
130,2017-07-02,33,57
131,2017-07-09,0,44
132,2017-07-16,29,0
133,2017-07-23,80,17
134,2017-07-30,67,48
135,2017-08-06,0,27
136,2017-08-13,14,28
137,2017-08-20,55,61
138,2017-08-27,19,48
139,2017-09-03,90,42
140,2017-09-10,0,50
141,2017-09-17,16,38
142,2017-09-24,17,54
143,2017-10-01,24,74
144,2017-10-08,36,73
145,2017-10-15,47,53
146,2017-10-22,0,19
147,2017-10-29,0,53
148,2017-11-05,9,43
149,2017-11-12,24,61
150,2017-11-19,0,41
151,2017-11-26,0,59
152,2017-12-03,17,50
153,2017-12-10,0,42
154,2017-12-17,0,55
155,2017-12-24,0,70
156,2017-12-31,23,53
157,2018-01-07,0,41
158,2018-01-14,0,61
159,2018-01-21,0,58
160,2018-01-28,0,51
161,2018-02-04,0,28
162,2018-02-11,54,38
163,2018-02-18,0,46
164,2018-02-25,16,36
165,2018-03-04,0,39
166,2018-03-11,0,49
167,2018-03-18,12,49
168,2018-03-25,35,37
