,date,Guns N' Roses,Alphabet
0,2015-01-04,16,51
1,2015-01-11,0,61
2,2015-01-18,9,63
3,2015-01-25,0,53
4,2015-02-01,22,46
5,2015-02-08,0,63
6,2015-02-15,0,37
7,2015-02-22,21,54
8,2015-03-01,11,55
9,2015-03-08,30,70
10,2015-03-15,0,52
11,2015-03-22,14,42
12,2015-03-29,19,33
13,2015-04-05,17,40
14,2015-04-12,9,66
15,2015-04-19,0,24
16,2015-04-26,15,51
17,2015-05-03,0,41
18,2015-05-10,0,28
19,2015-05-17,33,57
20,2015-05-24,14,49
21,2015-05-31,18,54
22,2015-06-07,0,48
23,2015-06-14,0,45
24,2015-06-21,0,34
25,2015-06-28,10,28
26,2015-07-05,0,46
27,2015-07-12,27,48
28,2015-07-19,0,28
29,2015-07-26,0,51
30,2015-08-02,0,33
31,2015-08-09,0,54
32,2015-08-16,0,67
33,2015-08-23,0,70
34,2015-08-30,0,78
35,2015-09-06,8,44
36,2015-09-13,18,43
37,2015-09-20,0,62
38,2015-09-27,10,66
39,2015-10-04,12,45
40,2015-10-11,10,72
41,2015-10-18,23,64
42,2015-10-25,0,49
43,2015-11-01,10,43
44,2015-11-08,21,56
45,2015-11-15,29,58
46,2015-11-22,25,62
47,2015-11-29,7,61
48,2015-12-06,16,75
49,2015-12-13,0,52
50,2015-12-20,0,51
51,2015-12-27,36,51
52,2016-01-03,33,41
53,2016-01-10,33,30
54,2016-01-17,18,50
55,2016-01-24,10,62
56,2016-01-31,12,75
57,2016-02-07,9,48
58,2016-02-14,17,41
59,2016-02-21,0,60
60,2016-02-28,25,58
61,2016-03-06,0,17
62,2016-03-13,23,62
63,2016-03-20,34,49
64,2016-03-27,45,47
65,2016-04-03,73,55
66,2016-04-10,60,45
67,2016-04-17,38,36
68,2016-04-24,7,35
69,2016-05-01,10,37
70,2016-05-08,23,53
71,2016-05-15,14,37
72,2016-05-22,15,48
73,2016-05-29,21,66
74,2016-06-05,8,53
75,2016-06-12,22,31
76,2016-06-19,25,51
77,2016-06-26,16,50
78,2016-07-03,17,30
79,2016-07-10,51,36
80,2016-07-17,89,30
81,2016-07-24,25,48
82,2016-07-31,0,45
