,date,U2,Alphabet
0,2015-01-04,5,18
1,2015-01-11,6,23
2,2015-01-18,8,27
3,2015-01-25,5,17
4,2015-02-01,8,21
5,2015-02-08,8,21
6,2015-02-15,8,23
7,2015-02-22,7,19
8,2015-03-01,5,21
9,2015-03-08,4,21
10,2015-03-15,9,21
11,2015-03-22,4,27
12,2015-03-29,7,17
13,2015-04-05,6,18
14,2015-04-12,5,18
15,2015-04-19,7,23
16,2015-04-26,7,19
17,2015-05-03,15,17
18,2015-05-10,12,19
19,2015-05-17,13,20
20,2015-05-24,13,19
21,2015-05-31,8,20
22,2015-06-07,10,14
23,2015-06-14,6,19
24,2015-06-21,7,17
25,2015-06-28,4,28
26,2015-07-05,4,21
27,2015-07-12,0,26
28,2015-07-19,3,20
29,2015-07-26,6,18
30,2015-08-02,6,23
31,2015-08-09,4,38
32,2015-08-16,0,28
33,2015-08-23,5,38
34,2015-08-30,3,32
35,2015-09-06,4,26
36,2015-09-13,3,32
37,2015-09-20,4,21
38,2015-09-27,3,33
39,2015-10-04,6,33
40,2015-10-11,8,23
41,2015-10-18,4,27
42,2015-10-25,2,37
43,2015-11-01,6,23
44,2015-11-08,8,31
45,2015-11-15,2,25
46,2015-11-22,7,26
47,2015-11-29,6,23
48,2015-12-06,14,31
49,2015-12-13,3,20
50,2015-12-20,6,15
51,2015-12-27,6,18
52,2016-01-03,3,21
53,2016-01-10,0,17
54,2016-01-17,4,18
55,2016-01-24,0,20
56,2016-01-31,0,25
57,2016-02-07,8,22
58,2016-02-14,2,31
59,2016-02-21,5,27
60,2016-02-28,3,24
61,2016-03-06,7,21
62,2016-03-13,0,15
63,2016-03-20,2,24
64,2016-03-27,4,23
65,2016-04-03,2,19
66,2016-04-10,2,17
67,2016-04-17,4,23
68,2016-04-24,5,22
69,2016-05-01,2,17
70,2016-05-08,3,21
71,2016-05-15,0,19
72,2016-05-22,6,20
73,2016-05-29,5,19
74,2016-06-05,5,15
75,2016-06-12,4,23
76,2016-06-19,2,22
77,2016-06-26,3,14
78,2016-07-03,4,19
79,2016-07-10,2,18
80,2016-07-17,2,21
81,2016-07-24,2,19
82,2016-07-31,0,18
83,2016-08-07,3,21
84,2016-08-14,5,25
85,2016-08-21,4,35
86,2016-08-28,2,29
87,2016-09-04,2,30
88,2016-09-11,1,22
89,2016-09-18,5,29
90,2016-09-25,6,19
91,2016-10-02,3,21
92,2016-10-09,3,20
93,2016-10-16,1,20
94,2016-10-23,4,22
95,2016-10-30,1,23
96,2016-11-06,1,24
97,2016-11-13,4,24
98,2016-11-20,3,17
99,2016-11-27,3,21
100,2016-12-04,2,27
101,2016-12-11,0,21
102,2016-12-18,3,20
103,2016-12-25,6,17
104,2017-01-01,2,16
105,2017-01-08,15,23
106,2017-01-15,14,16
107,2017-01-22,4,23
108,2017-01-29,4,26
109,2017-02-05,7,23
110,2017-02-12,5,24
111,2017-02-19,3,23
112,2017-02-26,3,19
113,2017-03-05,2,20
114,2017-03-12,7,14
115,2017-03-19,3,19
116,2017-03-26,2,24
117,2017-04-02,4,19
118,2017-04-09,4,21
119,2017-04-16,4,18
120,2017-04-23,5,27
121,2017-04-30,5,22
122,2017-05-07,6,18
123,2017-05-14,11,25
124,2017-05-21,20,23
125,2017-05-28,8,20
126,2017-06-04,8,14
127,2017-06-11,7,19
128,2017-06-18,5,11
129,2017-06-25,5,15
130,2017-07-02,6,12
131,2017-07-09,6,14
132,2017-07-16,7,18
133,2017-07-23,6,14
134,2017-07-30,3,20
135,2017-08-06,0,16
136,2017-08-13,5,15
137,2017-08-20,5,25
138,2017-08-27,7,27
139,2017-09-03,6,23
140,2017-09-10,9,25
141,2017-09-17,7,23
142,2017-09-24,2,30
143,2017-10-01,2,27
144,2017-10-08,5,29
145,2017-10-15,3,28
146,2017-10-22,2,28
147,2017-10-29,11,30
148,2017-11-05,9,17
149,2017-11-12,18,21
150,2017-11-19,12,20
151,2017-11-26,6,22
152,2017-12-03,12,27
153,2017-12-10,7,24
154,2017-12-17,6,23
155,2017-12-24,5,16
156,2017-12-31,7,20
157,2018-01-07,4,27
158,2018-01-14,6,24
159,2018-01-21,2,27
160,2018-01-28,8,23
161,2018-02-04,4,21
162,2018-02-11,6,29
163,2018-02-18,3,21
164,2018-02-25,4,20
165,2018-03-04,5,25
166,2018-03-11,2,25
167,2018-03-18,7,25
168,2018-03-25,3,21
169,2018-04-01,6,24
170,2018-04-08,6,21
171,2018-04-15,13,21
172,2018-04-22,15,21
173,2018-04-29,100,23
174,2018-05-06,9,20
175,2018-05-13,8,17
176,2018-05-20,5,18
177,2018-05-27,11,20
178,2018-06-03,0,17
179,2018-06-10,4,18
180,2018-06-17,5,14
181,2018-06-24,4,18
182,2018-07-01,3,17
183,2018-07-08,0,17
184,2018-07-15,3,18
185,2018-07-22,2,20
186,2018-07-29,5,16
187,2018-08-05,0,26
188,2018-08-12,3,24
189,2018-08-19,3,28
190,2018-08-26,0,27
191,2018-09-02,2,22
192,2018-09-09,3,27
193,2018-09-16,1,23
194,2018-09-23,2,27
195,2018-09-30,3,27
196,2018-10-07,4,25
197,2018-10-14,6,21
198,2018-10-21,0,26
199,2018-10-28,6,19
200,2018-11-04,3,21
201,2018-11-11,4,19
202,2018-11-18,5,19
203,2018-11-25,2,26
204,2018-12-02,0,23
205,2018-12-09,1,26
206,2018-12-16,2,22
207,2018-12-23,2,19
208,2018-12-30,6,20
209,2019-01-06,4,24
210,2019-01-13,4,22
211,2019-01-20,2,20
212,2019-01-27,4,23
213,2019-02-03,3,21
214,2019-02-10,4,21
215,2019-02-17,4,24
216,2019-02-24,2,20
217,2019-03-03,2,21
218,2019-03-10,2,25
219,2019-03-17,3,16
220,2019-03-24,5,26
221,2019-03-31,2,24
222,2019-04-07,4,22
223,2019-04-14,4,18
224,2019-04-21,3,20
225,2019-04-28,5,18
226,2019-05-05,3,19
227,2019-05-12,1,25
228,2019-05-19,2,13
229,2019-05-26,0,14
230,2019-06-02,6,19
231,2019-06-09,0,17
232,2019-06-16,2,21
233,2019-06-23,3,16
234,2019-06-30,0,19
235,2019-07-07,4,17
236,2019-07-14,3,19
237,2019-07-21,3,21
238,2019-07-28,0,18
239,2019-08-04,0,25
240,2019-08-11,0,21
241,2019-08-18,5,26
242,2019-08-25,2,29
243,2019-09-01,2,22
244,2019-09-08,3,24
245,2019-09-15,2,32
246,2019-09-22,5,25
247,2019-09-29,2,24
248,2019-10-06,3,24
249,2019-10-13,4,29
250,2019-10-20,2,18
251,2019-10-27,4,30
252,2019-11-03,4,22
253,2019-11-10,1,26
254,2019-11-17,3,26
255,2019-11-24,1,20
256,2019-12-01,2,21
257,2019-12-08,2,28
258,2019-12-15,6,25
259,2019-12-22,4,16
260,2019-12-29,5,24
