,date,The Rolling Stones,Alphabet
0,2015-01-04,52,65
1,2015-01-11,0,45
2,2015-01-18,42,52
3,2015-01-25,12,20
4,2015-02-01,23,56
5,2015-02-08,0,60
6,2015-02-15,71,0
7,2015-02-22,19,45
8,2015-03-01,0,47
9,2015-03-08,33,79
10,2015-03-15,25,60
11,2015-03-22,56,26
12,2015-03-29,38,45
13,2015-04-05,24,40
14,2015-04-12,0,32
15,2015-04-19,41,14
16,2015-04-26,0,75
17,2015-05-03,0,60
18,2015-05-10,0,0
19,2015-05-17,20,71
20,2015-05-24,0,47
21,2015-05-31,0,31
22,2015-06-07,18,33
23,2015-06-14,50,22
24,2015-06-21,25,31
25,2015-06-28,20,38
26,2015-07-05,0,26
27,2015-07-12,0,60
28,2015-07-19,0,60
29,2015-07-26,0,31
30,2015-08-02,0,63
31,2015-08-09,0,55
32,2015-08-16,19,0
33,2015-08-23,0,29
34,2015-08-30,0,53
35,2015-09-06,36,31
36,2015-09-13,0,75
37,2015-09-20,45,46
38,2015-09-27,0,66
39,2015-10-04,0,47
40,2015-10-11,31,16
41,2015-10-18,0,46
42,2015-10-25,14,63
43,2015-11-01,22,55
44,2015-11-08,0,22
45,2015-11-15,14,54
46,2015-11-22,0,33
47,2015-11-29,0,59
48,2015-12-06,0,70
49,2015-12-13,17,51
50,2015-12-20,0,15
51,2015-12-27,41,37
52,2016-01-03,19,20
53,2016-01-10,9,67
54,2016-01-17,16,46
55,2016-01-24,14,17
56,2016-01-31,18,45
57,2016-02-07,0,50
58,2016-02-14,0,35
59,2016-02-21,0,41
60,2016-02-28,19,40
61,2016-03-06,9,57
62,2016-03-13,10,53
63,2016-03-20,0,57
64,2016-03-27,13,35
65,2016-04-03,0,28
66,2016-04-10,13,45
67,2016-04-17,0,33
68,2016-04-24,26,54
69,2016-05-01,0,82
70,2016-05-08,24,44
71,2016-05-15,26,41
72,2016-05-22,25,45
73,2016-05-29,21,55
74,2016-06-05,17,57
75,2016-06-12,0,33
76,2016-06-19,15,33
77,2016-06-26,24,40
78,2016-07-03,11,35
79,2016-07-10,25,44
80,2016-07-17,0,18
81,2016-07-24,0,30
82,2016-07-31,0,50
83,2016-08-07,0,15
84,2016-08-14,27,28
85,2016-08-21,15,0
86,2016-08-28,10,62
87,2016-09-04,16,60
88,2016-09-11,35,74
89,2016-09-18,0,76
90,2016-09-25,12,49
91,2016-10-02,25,49
92,2016-10-09,0,48
93,2016-10-16,15,22
94,2016-10-23,0,61
95,2016-10-30,0,36
96,2016-11-06,18,51
97,2016-11-13,11,53
98,2016-11-20,0,57
99,2016-11-27,9,53
100,2016-12-04,19,70
101,2016-12-11,16,60
102,2016-12-18,14,28
103,2016-12-25,13,41
104,2017-01-01,23,49
105,2017-01-08,26,34
106,2017-01-15,0,50
107,2017-01-22,0,66
108,2017-01-29,20,30
109,2017-02-05,20,43
110,2017-02-12,0,46
111,2017-02-19,9,47
112,2017-02-26,18,45
113,2017-03-05,19,45
114,2017-03-12,27,62
115,2017-03-19,10,59
116,2017-03-26,17,45
117,2017-04-02,21,68
118,2017-04-09,0,39
119,2017-04-16,11,21
120,2017-04-23,12,71
121,2017-04-30,0,56
122,2017-05-07,0,61
123,2017-05-14,16,72
124,2017-05-21,23,21
125,2017-05-28,16,0
126,2017-06-04,0,65
